Time,avg(flux)
13.875,0.00100421
13.95,0.00100064
14.025,0.000922064
14.1,0.000782627
14.175,0.000599985
14.25,0.000389063
14.325,0.000166291
14.4,-6.05665e-05
14.475,-0.000276916
14.55,-0.000474577
14.625,-0.000646709
14.7,-0.000788178
14.775,-0.00089558
14.85,-0.000966574
14.925,-0.000999032
15,-0.00099107
15.075,-0.000941237
15.15,-0.000848171
15.225,-0.000713199
15.3,-0.0005401
15.375,-0.000331979
15.45,-9.59365e-05
15.525,0.000159885
15.6,0.000414604
15.675,0.000646825
15.75,0.000835985
15.825,0.00096121
15.9,0.00101121
