Points_0,Points_1,Points_2,U_0,U_1,U_2
8,-0.01,0,0,0,0
8,-0.01,3.4e-05,0.0116235,-4.37727e-38,-1.12018e-06
8,-0.01,6.8e-05,0.0232469,-8.75454e-38,-2.24036e-06
8,-0.01,0.000102,0.0348704,-1.31318e-37,-3.36053e-06
8,-0.01,0.000136,0.0461712,-1.72578e-37,-5.05818e-06
8,-0.01,0.00017,0.0572273,-2.11933e-37,-7.19393e-06
8,-0.01,0.000204,0.0682834,-2.51287e-37,-9.32967e-06
8,-0.01,0.000238,0.0792247,-2.74301e-37,-1.1601e-05
8,-0.01,0.000272,0.0894454,-1.94611e-37,-1.47242e-05
8,-0.01,0.000306,0.099666,-1.14922e-37,-1.78475e-05
8,-0.01,0.00034,0.109887,-3.52319e-38,-2.09708e-05
8,-0.01,0.000374,0.119405,9.99531e-38,-2.44549e-05
8,-0.01,0.000408,0.12863,2.58261e-37,-2.80894e-05
8,-0.01,0.000442,0.137855,4.16569e-37,-3.1724e-05
8,-0.01,0.000476,0.146786,5.17153e-37,-3.54081e-05
8,-0.01,0.00051,0.154939,4.65171e-37,-3.92232e-05
8,-0.01,0.000544,0.163093,4.1319e-37,-4.30384e-05
8,-0.01,0.000578,0.171246,3.61208e-37,-4.68535e-05
8,-0.01,0.000612,0.178483,-3.64718e-38,-5.06413e-05
8,-0.01,0.000646,0.185549,-4.98463e-37,-5.4424e-05
8,-0.01,0.00068,0.192616,-9.60455e-37,-5.82067e-05
8,-0.01,0.000714,0.199248,-1.25427e-36,-6.19145e-05
8,-0.01,0.000748,0.205257,-1.30782e-36,-6.55152e-05
8,-0.01,0.000782,0.211267,-1.36137e-36,-6.91159e-05
8,-0.01,0.000816,0.217277,-1.41492e-36,-7.27166e-05
8,-0.01,0.00085,0.222311,-1.08812e-36,-7.60371e-05
8,-0.01,0.000884,0.227324,-7.53699e-37,-7.9352e-05
8,-0.01,0.000918,0.232338,-4.1928e-37,-8.2667e-05
8,-0.01,0.000952,0.236849,-1.93846e-37,-8.57891e-05
8,-0.01,0.000986,0.240947,-5.79292e-38,-8.87529e-05
8,-0.01,0.00102,0.245045,7.79864e-38,-9.17167e-05
8,-0.01,0.001054,0.249046,3.00007e-37,-9.46352e-05
8,-0.01,0.001088,0.252319,1.16781e-36,-9.72135e-05
8,-0.01,0.001122,0.255591,2.03561e-36,-9.97918e-05
8,-0.01,0.001156,0.258864,2.90341e-36,-0.00010237
8,-0.01,0.00119,0.261637,3.65177e-36,-0.000104676
8,-0.01,0.001224,0.26418,4.34552e-36,-0.000106858
8,-0.01,0.001258,0.266724,5.03927e-36,-0.00010904
8,-0.01,0.001292,0.269106,5.24371e-36,-0.000111122
8,-0.01,0.001326,0.271015,4.0186e-36,-0.000112912
8,-0.01,0.00136,0.272925,2.79349e-36,-0.000114703
8,-0.01,0.001394,0.274834,1.56838e-36,-0.000116493
8,-0.01,0.001428,0.276297,1.1213e-36,-0.000117976
8,-0.01,0.001462,0.277664,8.40931e-37,-0.000119393
8,-0.01,0.001496,0.279031,5.60564e-37,-0.00012081
8,-0.01,0.00153,0.280219,1.00027e-36,-0.000122088
8,-0.01,0.001564,0.28113,2.55655e-36,-0.000123149
8,-0.01,0.001598,0.282041,4.11283e-36,-0.000124211
8,-0.01,0.001632,0.282952,5.66911e-36,-0.000125273
8,-0.01,0.001666,0.2835,7.305e-36,-0.000126029
8,-0.01,0.0017,0.284033,8.94414e-36,-0.000126773
8,-0.01,0.001734,0.284566,1.05833e-35,-0.000127517
8,-0.01,0.001768,0.284937,1.05482e-35,-0.000128115
8,-0.01,0.001802,0.285164,9.02496e-36,-0.000128581
8,-0.01,0.001836,0.285391,7.5017e-36,-0.000129048
8,-0.01,0.00187,0.285594,5.98327e-36,-0.000129491
8,-0.01,0.001904,0.285579,4.50929e-36,-0.000129709
8,-0.01,0.001938,0.285563,3.0353e-36,-0.000129927
8,-0.01,0.001972,0.285548,1.5613e-36,-0.000130145
8,-0.01,0.002006,0.285407,7.31126e-37,-0.000130214
8,-0.01,0.00204,0.285203,2.22696e-37,-0.00013021
8,-0.01,0.002074,0.284999,-2.85734e-37,-0.000130206
8,-0.01,0.002108,0.284762,-2.94496e-37,-0.000130157
8,-0.01,0.002142,0.284418,1.32065e-36,-0.000129961
8,-0.01,0.002176,0.284073,2.9358e-36,-0.000129766
8,-0.01,0.00221,0.283728,4.55095e-36,-0.00012957
8,-0.01,0.002244,0.283302,5.23109e-36,-0.000129242
8,-0.01,0.002278,0.282856,5.68304e-36,-0.000128881
8,-0.01,0.002312,0.282411,6.13499e-36,-0.00012852
8,-0.01,0.002346,0.28194,5.7714e-36,-0.000128106
8,-0.01,0.00238,0.281427,4.03485e-36,-0.000127605
8,-0.01,0.002414,0.280914,2.29829e-36,-0.000127103
