Time,avg(flux)
10.05,0.00016423
10.125,0.000104726
10.2,2.04811e-05
10.275,-7.44089e-05
10.35,-0.000163765
10.425,-0.000231901
10.5,-0.000265758
10.575,-0.000256484
10.65,-0.000200831
10.725,-0.000101293
10.8,3.3053e-05
10.875,0.000188115
10.95,0.000346136
11.025,0.000488722
11.1,0.000596824
11.175,0.000655306
11.25,0.000653658
11.325,0.000588542
11.4,0.000463921
11.475,0.000290553
11.55,8.45173e-05
11.625,-0.000135711
11.7,-0.000349965
11.775,-0.000540048
11.85,-0.000689503
11.925,-0.000785668
12,-0.000818505
12.075,-0.000781394
12.15,-0.000671604
12.225,-0.000491501
12.3,-0.000251733
12.375,3.04488e-05
12.45,0.000327494
12.525,0.000606706
12.6,0.00083167
12.675,0.000970023
12.75,0.00100056
12.825,0.000917133
12.9,0.000729285
12.975,0.000459142
13.05,0.000138712
13.125,-0.000194893
13.2,-0.000509154
13.275,-0.000779848
13.35,-0.000988372
13.425,-0.00112401
13.5,-0.00118069
13.575,-0.00115659
13.65,-0.00105291
13.725,-0.000871884
13.8,-0.000622235
13.875,-0.000316408
13.95,2.22633e-05
14.025,0.000363465
14.1,0.000669558
14.175,0.000903358
14.25,0.00103401
14.325,0.0010437
14.4,0.000931524
14.475,0.000714137
14.55,0.000421046
14.625,8.85729e-05
14.7,-0.000246824
14.775,-0.000553073
14.85,-0.000805743
14.925,-0.00098955
15,-0.00109849
15.075,-0.00113055
15.15,-0.00108716
15.225,-0.000972106
15.3,-0.000792404
15.375,-0.000557562
15.45,-0.000282286
15.525,1.3188e-05
15.6,0.000302399
15.675,0.000554666
15.75,0.0007418
15.825,0.000843739
15.9,0.000849806
15.975,0.00076331
16.05,0.000598696
16.125,0.000378287
16.2,0.00013129
16.275,-0.000113635
16.35,-0.000332303
16.425,-0.00050696
16.5,-0.000625893
16.575,-0.000686618
16.65,-0.000689111
16.725,-0.000637057
16.8,-0.000536848
16.875,-0.000397888
16.95,-0.000232436
17.025,-5.54461e-05
17.1,0.000116273
17.175,0.000265645
17.25,0.000378557
17.325,0.000444411
17.4,0.000458787
17.475,0.000425355
17.55,0.000353877
17.625,0.000258996
17.7,0.000157673
17.775,6.53762e-05
17.85,-5.17077e-06
17.925,-4.67717e-05
18,-5.79669e-05
18.075,-4.22678e-05
18.15,-6.96221e-06
18.225,3.85288e-05
18.3,8.41391e-05
18.375,0.000120772
18.45,0.000141725
18.525,0.000143014
18.6,0.000123395
18.675,8.44104e-05
18.75,3.00375e-05
18.825,-3.35149e-05
