Points_0,Points_1,Points_2,U_0,U_1,U_2
8,-0.01,0,0,0,0
8,-0.01,3.4e-05,0.00468549,0,-4.10809e-07
8,-0.01,6.8e-05,0.00937097,0,-8.21617e-07
8,-0.01,0.000102,0.0139797,0,-1.33938e-06
8,-0.01,0.000136,0.0184013,0,-2.11769e-06
8,-0.01,0.00017,0.022823,0,-2.896e-06
8,-0.01,0.000204,0.0270575,0,-3.88931e-06
8,-0.01,0.000238,0.0311577,0,-5.03702e-06
8,-0.01,0.000272,0.0352579,0,-6.18472e-06
8,-0.01,0.000306,0.0390434,0,-7.50616e-06
8,-0.01,0.00034,0.0427833,0,-8.85286e-06
8,-0.01,0.000374,0.0464608,0,-1.02113e-05
8,-0.01,0.000408,0.0498207,0,-1.16297e-05
8,-0.01,0.000442,0.0531807,0,-1.30481e-05
8,-0.01,0.000476,0.0563659,0,-1.44605e-05
8,-0.01,0.00051,0.0593419,0,-1.58659e-05
8,-0.01,0.000544,0.0623179,0,-1.72712e-05
8,-0.01,0.000578,0.0650137,0,-1.86212e-05
8,-0.01,0.000612,0.067614,0,-1.99524e-05
8,-0.01,0.000646,0.0702011,0,-2.12791e-05
8,-0.01,0.00068,0.0724426,0,-2.24916e-05
8,-0.01,0.000714,0.0746842,0,-2.3704e-05
8,-0.01,0.000748,0.0768155,0,-2.48676e-05
8,-0.01,0.000782,0.078721,0,-2.59312e-05
8,-0.01,0.000816,0.0806266,0,-2.69949e-05
8,-0.01,0.00085,0.0823404,0,-2.79553e-05
8,-0.01,0.000884,0.0839365,0,-2.88522e-05
8,-0.01,0.000918,0.0855325,0,-2.97491e-05
8,-0.01,0.000952,0.0868726,0,-3.04863e-05
8,-0.01,0.000986,0.0881876,0,-3.12077e-05
8,-0.01,0.00102,0.0894518,0,-3.18933e-05
8,-0.01,0.001054,0.0905149,0,-3.2437e-05
8,-0.01,0.001088,0.0915779,0,-3.29807e-05
8,-0.01,0.001122,0.092531,0,-3.34389e-05
8,-0.01,0.001156,0.0933707,0,-3.3809e-05
8,-0.01,0.00119,0.0942103,0,-3.41791e-05
8,-0.01,0.001224,0.0948969,0,-3.4421e-05
8,-0.01,0.001258,0.095541,0,-3.46274e-05
8,-0.01,0.001292,0.0961726,0,-3.48224e-05
8,-0.01,0.001326,0.0966471,0,-3.48763e-05
8,-0.01,0.00136,0.0971217,0,-3.49302e-05
8,-0.01,0.001394,0.0975432,0,-3.49322e-05
8,-0.01,0.001428,0.0978725,0,-3.48438e-05
8,-0.01,0.001462,0.0982018,0,-3.47554e-05
8,-0.01,0.001496,0.0984501,0,-3.45805e-05
8,-0.01,0.00153,0.0986561,0,-3.43603e-05
8,-0.01,0.001564,0.098862,0,-3.414e-05
8,-0.01,0.001598,0.09897,0,-3.38086e-05
8,-0.01,0.001632,0.0990726,0,-3.3471e-05
8,-0.01,0.001666,0.0991547,0,-3.31087e-05
8,-0.01,0.0017,0.0991717,0,-3.2668e-05
8,-0.01,0.001734,0.0991887,0,-3.22272e-05
8,-0.01,0.001768,0.0991687,0,-3.1738e-05
8,-0.01,0.001802,0.0991159,0,-3.12058e-05
8,-0.01,0.001836,0.0990631,0,-3.06735e-05
8,-0.01,0.00187,0.0989643,0,-3.0076e-05
8,-0.01,0.001904,0.0988555,0,-2.94641e-05
8,-0.01,0.001938,0.0987417,0,-2.88446e-05
8,-0.01,0.001972,0.0985889,0,-2.81639e-05
8,-0.01,0.002006,0.0984361,0,-2.74832e-05
8,-0.01,0.00204,0.0982697,0,-2.67786e-05
8,-0.01,0.002074,0.0980831,0,-2.60386e-05
8,-0.01,0.002108,0.0978966,0,-2.52986e-05
8,-0.01,0.002142,0.0976928,0,-2.45238e-05
8,-0.01,0.002176,0.0974813,0,-2.37337e-05
8,-0.01,0.00221,0.0972699,0,-2.29435e-05
8,-0.01,0.002244,0.0970413,0,-2.21117e-05
8,-0.01,0.002278,0.0968123,0,-2.12792e-05
8,-0.01,0.002312,0.0965803,0,-2.04371e-05
8,-0.01,0.002346,0.0963402,0,-1.95695e-05
8,-0.01,0.00238,0.0961,0,-1.87019e-05
8,-0.01,0.002414,0.0958565,0,-1.78179e-05
8,-0.01,0.002448,0.0956103,0,-1.69212e-05
8,-0.01,0.002482,0.095364,0,-1.60245e-05
8,-0.01,0.002516,0.0951163,0,-1.51077e-05
8,-0.01,0.00255,0.0948683,0,-1.41876e-05
8,-0.01,0.002584,0.0946205,0,-1.32647e-05
8,-0.01,0.002618,0.0943741,0,-1.23256e-05
8,-0.01,0.002652,0.0941277,0,-1.13865e-05
8,-0.01,0.002686,0.0938833,0,-1.0441e-05
8,-0.01,0.00272,0.0936412,0,-9.48717e-06
8,-0.01,0.002754,0.0933992,0,-8.53337e-06
8,-0.01,0.002788,0.0931619,0,-7.57118e-06
8,-0.01,0.002822,0.0929263,0,-6.60589e-06
8,-0.01,0.002856,0.0926909,0,-5.64042e-06
8,-0.01,0.00289,0.0924635,0,-4.6668e-06
8,-0.01,0.002924,0.092236,0,-3.69317e-06
8,-0.01,0.002958,0.0920115,0,-2.71763e-06
8,-0.01,0.002992,0.0917933,0,-1.73789e-06
8,-0.01,0.003026,0.0915752,0,-7.58157e-07
8,-0.01,0.00306,0.0913632,0,2.23901e-07
8,-0.01,0.003094,0.0911552,0,1.20748e-06
8,-0.01,0.003128,0.0909472,0,2.19106e-06
8,-0.01,0.003162,0.0907487,0,3.17676e-06
8,-0.01,0.003196,0.0905514,0,4.16271e-06
8,-0.01,0.00323,0.0903561,0,5.1488e-06
8,-0.01,0.003264,0.0901698,0,6.13552e-06
8,-0.01,0.003298,0.0899835,0,7.12224e-06
8,-0.01,0.003332,0.0898024,0,8.1089e-06
8,-0.01,0.003366,0.0896272,0,9.0955e-06
8,-0.01,0.0034,0.0894519,0,1.00821e-05
8,-0.01,0.003434,0.0892851,0,1.10677e-05
8,-0.01,0.003468,0.0891208,0,1.20531e-05
8,-0.01,0.003502,0.0889572,0,1.30383e-05
8,-0.01,0.003536,0.0888038,0,1.40219e-05
8,-0.01,0.00357,0.0886504,0,1.50054e-05
8,-0.01,0.003604,0.0885007,0,1.59882e-05
8,-0.01,0.003638,0.0883577,0,1.69695e-05
8,-0.01,0.003672,0.0882148,0,1.79508e-05
8,-0.01,0.003706,0.0880785,1.36809e-38,1.89302e-05
8,-0.01,0.00374,0.0879457,2.24395e-38,1.99087e-05
8,-0.01,0.003774,0.087813,3.1198e-38,2.08871e-05
8,-0.01,0.003808,0.0876894,3.17956e-38,2.18629e-05
8,-0.01,0.003842,0.0875664,3.17956e-38,2.28384e-05
8,-0.01,0.003876,0.0874455,2.98429e-38,2.38132e-05
8,-0.01,0.00391,0.0873318,2.10844e-38,2.47854e-05
8,-0.01,0.003944,0.0872181,1.23258e-38,2.57577e-05
8,-0.01,0.003978,0.0871089,0,2.67282e-05
8,-0.01,0.004012,0.087004,0,2.76973e-05
8,-0.01,0.004046,0.0868992,0,2.86663e-05
8,-0.01,0.00408,0.086801,0,2.96325e-05
8,-0.01,0.004114,0.0867044,0,3.05981e-05
8,-0.01,0.004148,0.0866087,0,3.15634e-05
8,-0.01,0.004182,0.0865199,0,3.25257e-05
8,-0.01,0.004216,0.0864312,0,3.3488e-05
8,-0.01,0.00425,0.0863453,0,3.4449e-05
8,-0.01,0.004284,0.0862639,0,3.54079e-05
8,-0.01,0.004318,0.0861825,0,3.63669e-05
8,-0.01,0.004352,0.0861057,0,3.73237e-05
8,-0.01,0.004386,0.0860312,0,3.82795e-05
8,-0.01,0.00442,0.0859566,0,3.92353e-05
8,-0.01,0.004454,0.0858882,0,4.0188e-05
8,-0.01,0.004488,0.0858201,0,4.11406e-05
8,-0.01,0.004522,0.0857534,0,4.20924e-05
8,-0.01,0.004556,0.0856911,0,4.30422e-05
8,-0.01,0.00459,0.0856289,0,4.39919e-05
8,-0.01,0.004624,0.0855696,0,4.49399e-05
8,-0.01,0.004658,0.0855128,0,4.58867e-05
8,-0.01,0.004692,0.0854561,0,4.68335e-05
8,-0.01,0.004726,0.0854035,0,4.7778e-05
8,-0.01,0.00476,0.0853518,0,4.87221e-05
8,-0.01,0.004794,0.0853007,0,4.96659e-05
8,-0.01,0.004828,0.0852537,0,5.06074e-05
8,-0.01,0.004862,0.0852067,0,5.15489e-05
8,-0.01,0.004896,0.0851614,0,5.24894e-05
8,-0.01,0.00493,0.0851187,0,5.34285e-05
8,-0.01,0.004964,0.085076,0,5.43677e-05
8,-0.01,0.004998,0.085036,0,5.53051e-05
8,-0.01,0.005032,0.0849973,0,5.62419e-05
8,-0.01,0.005066,0.0849585,0,5.71787e-05
8,-0.01,0.0051,0.0849233,0,5.81134e-05
8,-0.01,0.005134,0.0848882,0,5.90482e-05
8,-0.01,0.005168,0.084854,0,5.99823e-05
8,-0.01,0.005202,0.0848221,0,6.0915e-05
8,-0.01,0.005236,0.0847903,0,6.18476e-05
8,-0.01,0.00527,0.0847603,0,6.27792e-05
8,-0.01,0.005304,0.0847314,0,6.371e-05
8,-0.01,0.005338,0.0847026,0,6.46409e-05
8,-0.01,0.005372,0.0846763,0,6.55702e-05
8,-0.01,0.005406,0.0846502,0,6.64995e-05
8,-0.01,0.00544,0.0846246,0,6.74284e-05
8,-0.01,0.005474,0.0846011,0,6.83559e-05
8,-0.01,0.005508,0.0845776,0,6.92834e-05
8,-0.01,0.005542,0.0845552,0,7.02103e-05
8,-0.01,0.005576,0.084534,0,7.11364e-05
8,-0.01,0.00561,0.0845128,0,7.20626e-05
8,-0.01,0.005644,0.0844932,0,7.29877e-05
8,-0.01,0.005678,0.0844741,0,7.39123e-05
8,-0.01,0.005712,0.084455,0,7.4837e-05
8,-0.01,0.005746,0.0844378,0,7.57605e-05
8,-0.01,0.00578,0.0844206,0,7.6684e-05
8,-0.01,0.005814,0.084404,0,7.76071e-05
8,-0.01,0.005848,0.0843885,0,7.85294e-05
8,-0.01,0.005882,0.084373,0,7.94517e-05
8,-0.01,0.005916,0.0843585,0,8.03734e-05
8,-0.01,0.00595,0.0843446,0,8.12947e-05
8,-0.01,0.005984,0.0843307,0,8.2216e-05
8,-0.01,0.006018,0.0843181,0,8.31364e-05
8,-0.01,0.006052,0.0843056,0,8.40566e-05
8,-0.01,0.006086,0.0842934,0,8.49767e-05
8,-0.01,0.00612,0.0842821,0,8.58961e-05
8,-0.01,0.006154,0.0842709,0,8.68155e-05
8,-0.01,0.006188,0.0842603,0,8.77345e-05
8,-0.01,0.006222,0.0842503,0,8.8653e-05
8,-0.01,0.006256,0.0842402,0,8.95715e-05
8,-0.01,0.00629,0.084231,0,9.04895e-05
8,-0.01,0.006324,0.084222,0,9.14074e-05
8,-0.01,0.006358,0.084213,0,9.23252e-05
8,-0.01,0.006392,0.084205,0,9.32423e-05
8,-0.01,0.006426,0.0841969,0,9.41594e-05
8,-0.01,0.00646,0.0841892,0,9.50763e-05
8,-0.01,0.006494,0.084182,0,9.59929e-05
8,-0.01,0.006528,0.0841748,0,9.69095e-05
8,-0.01,0.006562,0.0841681,0,9.78257e-05
8,-0.01,0.006596,0.0841616,0,9.87416e-05
8,-0.01,0.00663,0.0841552,0,9.96576e-05
8,-0.01,0.006664,0.0841494,0,0.000100573
8,-0.01,0.006698,0.0841437,0,0.000101488
8,-0.01,0.006732,0.0841381,0,0.000102404
8,-0.01,0.006766,0.0841329,0,0.000103318
8,-0.01,0.0068,0.0841278,0,0.000104233
8,-0.01,0.006834,0.084123,0,0.000105148
8,-0.01,0.006868,0.0841184,0,0.000106063
8,-0.01,0.006902,0.0841139,0,0.000106977
8,-0.01,0.006936,0.0841097,0,0.000107891
8,-0.01,0.00697,0.0841056,0,0.000108805
8,-0.01,0.007004,0.0841016,0,0.00010972
8,-0.01,0.007038,0.084098,0,0.000110633
8,-0.01,0.007072,0.0840944,0,0.000111547
8,-0.01,0.007106,0.084091,0,0.00011246
8,-0.01,0.00714,0.0840878,0,0.000113374
8,-0.01,0.007174,0.0840845,0,0.000114287
8,-0.01,0.007208,0.0840816,0,0.0001152
8,-0.01,0.007242,0.0840787,0,0.000116114
8,-0.01,0.007276,0.0840759,0,0.000117027
8,-0.01,0.00731,0.0840733,0,0.00011794
8,-0.01,0.007344,0.0840708,0,0.000118852
8,-0.01,0.007378,0.0840684,0,0.000119765
8,-0.01,0.007412,0.0840661,0,0.000120678
8,-0.01,0.007446,0.0840639,0,0.00012159
8,-0.01,0.00748,0.0840618,0,0.000122503
8,-0.01,0.007514,0.0840598,0,0.000123415
8,-0.01,0.007548,0.0840578,0,0.000124327
8,-0.01,0.007582,0.0840561,0,0.00012524
8,-0.01,0.007616,0.0840543,0,0.000126152
8,-0.01,0.00765,0.0840526,0,0.000127064
8,-0.01,0.007684,0.0840511,0,0.000127976
8,-0.01,0.007718,0.0840496,0,0.000128888
8,-0.01,0.007752,0.0840481,0,0.0001298
8,-0.01,0.007786,0.0840468,0,0.000130711
8,-0.01,0.00782,0.0840454,0,0.000131623
8,-0.01,0.007854,0.0840442,0,0.000132535
8,-0.01,0.007888,0.084043,0,0.000133447
8,-0.01,0.007922,0.0840418,0,0.000134358
8,-0.01,0.007956,0.0840408,0,0.00013527
8,-0.01,0.00799,0.0840397,0,0.000136181
8,-0.01,0.008024,0.0840387,0,0.000137092
8,-0.01,0.008058,0.0840378,0,0.000138004
8,-0.01,0.008092,0.0840369,0,0.000138915
8,-0.01,0.008126,0.0840361,0,0.000139827
8,-0.01,0.00816,0.0840353,0,0.000140738
8,-0.01,0.008194,0.0840346,0,0.000141649
8,-0.01,0.008228,0.0840339,0,0.00014256
8,-0.01,0.008262,0.0840332,0,0.000143471
8,-0.01,0.008296,0.0840326,0,0.000144382
8,-0.01,0.00833,0.084032,0,0.000145293
8,-0.01,0.008364,0.0840314,0,0.000146204
8,-0.01,0.008398,0.0840308,0,0.000147115
8,-0.01,0.008432,0.0840303,0,0.000148026
8,-0.01,0.008466,0.0840298,0,0.000148937
8,-0.01,0.0085,0.0840293,0,0.000149847
8,-0.01,0.008534,0.0840289,0,0.000150758
8,-0.01,0.008568,0.0840285,0,0.000151669
8,-0.01,0.008602,0.0840281,0,0.00015258
8,-0.01,0.008636,0.0840278,0,0.00015349
8,-0.01,0.00867,0.0840274,0,0.000154401
8,-0.01,0.008704,0.0840271,0,0.000155312
8,-0.01,0.008738,0.0840268,0,0.000156222
8,-0.01,0.008772,0.0840265,0,0.000157133
8,-0.01,0.008806,0.0840263,0,0.000158043
8,-0.01,0.00884,0.084026,0,0.000158954
8,-0.01,0.008874,0.0840258,0,0.000159864
8,-0.01,0.008908,0.0840256,0,0.000160775
8,-0.01,0.008942,0.0840254,0,0.000161685
8,-0.01,0.008976,0.0840253,0,0.000162596
8,-0.01,0.00901,0.0840251,0,0.000163506
