Time,avg(flux)
10.65,-0.000131779
10.875,-2.20736e-05
11.025,0.000143882
11.175,0.000308153
11.325,0.0004462
11.475,0.000566985
11.625,0.000652737
11.775,0.000647716
11.925,0.000487932
12.075,0.000168991
12.225,-0.000230395
12.375,-0.000595118
12.525,-0.00082964
12.675,-0.000891551
12.825,-0.00077825
12.975,-0.000499296
13.125,-6.51581e-05
13.275,0.000493158
13.425,0.00108282
13.575,0.00152211
13.65,0.00162075
13.725,0.00161555
13.8,0.0015022
13.875,0.00128944
13.95,0.000997346
14.025,0.000653214
14.1,0.000286749
14.175,-7.60319e-05
14.25,-0.000413054
14.325,-0.000710233
14.4,-0.00095991
14.475,-0.00115899
14.55,-0.00130772
14.625,-0.00140781
14.7,-0.00146117
14.775,-0.00146878
14.85,-0.00143067
14.925,-0.0013454
15,-0.00121148
15.075,-0.00102633
15.15,-0.00078783
15.225,-0.000496182
15.3,-0.000153717
15.375,0.000230899
15.45,0.0006418
15.525,0.00105085
15.6,0.00142585
15.675,0.00172908
15.75,0.00192706
15.825,0.00199482
15.9,0.0019224
15.975,0.00171633
16.05,0.00139863
16.125,0.00100018
16.2,0.000558
16.275,0.000107855
16.35,-0.000322146
16.425,-0.000709505
16.5,-0.00104134
16.575,-0.00131053
16.65,-0.001516
16.725,-0.00165982
16.8,-0.00174497
16.875,-0.00177449
16.95,-0.00175074
17.025,-0.00167477
17.1,-0.00154717
17.175,-0.00136791
17.25,-0.00113715
17.325,-0.000858006
17.4,-0.000534835
17.475,-0.00017697
17.55,0.000202136
17.625,0.000585754
17.7,0.000950152
17.775,0.00127142
17.85,0.00152736
17.925,0.00169774
18,0.00176892
18.075,0.00173474
18.15,0.00159715
18.225,0.00136697
18.3,0.00106212
18.375,0.000705529
18.45,0.000320907
18.525,-6.9066e-05
18.6,-0.000440068
18.675,-0.000772323
18.75,-0.0010545
18.825,-0.00127894
18.9,-0.00143961
18.975,-0.00153561
19.05,-0.00156573
19.125,-0.00153107
19.2,-0.00143473
19.275,-0.001283
19.35,-0.00108371
19.425,-0.000842685
19.5,-0.000571877
19.575,-0.000284793
19.65,2.83647e-06
19.725,0.000275425
19.875,0.000723074
20.025,0.000992042
20.175,0.00107589
20.325,0.000997603
20.475,0.000769295
20.625,0.000410792
20.775,-1.72729e-05
20.925,-0.000415238
21.075,-0.000686367
21.225,-0.00076069
21.375,-0.000620499
21.525,-0.000317909
21.675,3.90693e-05
21.825,0.000319818
21.975,0.000429862
22.125,0.000367297
22.275,0.000208139
22.425,5.22037e-05
22.575,-3.71068e-05
