Time,avg(flux)
5.1,-3.15125e-06
5.175,-2.91541e-06
5.25,-2.52051e-06
5.325,-1.92587e-06
5.4,-1.18039e-06
5.475,-2.83614e-07
5.55,9.17199e-07
5.625,2.41458e-06
5.7,4.40018e-06
5.775,6.82657e-06
5.85,9.60579e-06
5.925,1.26976e-05
6,1.61181e-05
6.075,1.97605e-05
6.15,2.35912e-05
6.225,2.75405e-05
6.3,3.15329e-05
6.375,3.54646e-05
6.45,3.92117e-05
6.525,4.26195e-05
6.6,4.54369e-05
6.675,4.78748e-05
6.75,5.00131e-05
6.825,5.16414e-05
6.9,5.25193e-05
6.975,5.25419e-05
7.05,5.1525e-05
7.125,4.93219e-05
7.2,4.58624e-05
7.275,4.10211e-05
7.35,3.47267e-05
7.425,2.69505e-05
7.5,1.77075e-05
7.575,7.23478e-06
7.65,-3.97073e-06
7.725,-1.6392e-05
7.8,-3.02961e-05
7.875,-4.57008e-05
7.95,-6.22404e-05
8.025,-7.94773e-05
8.1,-9.72059e-05
8.175,-0.000114875
8.25,-0.000131939
8.325,-0.000147912
8.4,-0.000162181
8.475,-0.000174252
8.55,-0.000183569
8.625,-0.000189477
8.7,-0.000191516
8.775,-0.000188859
8.85,-0.000180991
8.925,-0.000167117
9,-0.000146643
9.075,-0.000119156
9.15,-8.44798e-05
9.225,-4.27815e-05
9.3,5.51497e-06
9.375,5.94191e-05
9.45,0.000117621
9.525,0.000178805
9.6,0.000240803
9.675,0.000301123
9.75,0.000356143
9.825,0.000402379
9.9,0.000436569
9.975,0.000455749
10.05,0.000457655
10.125,0.00044133
10.2,0.000406827
10.275,0.000355034
10.35,0.000288323
10.425,0.000209554
10.5,0.00012227
10.575,3.01753e-05
10.65,-6.31699e-05
10.725,-0.000154451
10.8,-0.000240296
10.875,-0.000318477
10.95,-0.000387044
11.025,-0.000444245
11.1,-0.000488474
11.175,-0.000518222
11.25,-0.000532035
11.325,-0.000528241
11.4,-0.000505086
11.475,-0.000460708
11.55,-0.000393817
11.625,-0.000303154
11.7,-0.000188947
11.775,-5.26682e-05
11.85,0.000101278
11.925,0.000266011
12,0.000431628
12.075,0.000586158
12.15,0.00071596
12.225,0.000807746
12.3,0.000851254
12.375,0.000839277
12.45,0.000770503
12.525,0.00064904
12.6,0.000484391
12.675,0.000289254
12.75,7.82505e-05
12.825,-0.000134098
12.9,-0.000334711
12.975,-0.000512903
13.05,-0.000661173
13.125,-0.000773648
13.2,-0.000846932
13.275,-0.000878459
13.35,-0.000866536
13.425,-0.000809948
13.5,-0.000708177
13.575,-0.000562526
13.65,-0.00037619
13.725,-0.000156707
13.8,8.37583e-05
13.875,0.000328221
13.95,0.000555261
14.025,0.000742265
14.1,0.000868951
14.175,0.000920606
14.25,0.000890719
14.325,0.000782454
14.4,0.000607823
14.475,0.000385154
14.55,0.000136505
14.625,-0.00011603
14.7,-0.000352881
14.775,-0.000558493
14.85,-0.000722203
14.925,-0.00083633
15,-0.000896978
15.075,-0.000902151
15.15,-0.000851329
15.225,-0.000745386
15.3,-0.000588013
15.375,-0.000385446
15.45,-0.000149652
15.525,0.000102454
15.6,0.000348276
15.675,0.000562276
15.75,0.000718876
15.825,0.000798419
15.9,0.000789872
15.975,0.000693436
16.05,0.000520582
16.125,0.000291816
16.2,3.39235e-05
16.275,-0.000224933
16.35,-0.000458386
16.425,-0.00064564
16.5,-0.000771473
16.575,-0.000827483
16.65,-0.000810368
16.725,-0.0007225
16.8,-0.000570899
16.875,-0.000368682
16.95,-0.000134851
17.025,0.000106353
17.1,0.000327746
17.175,0.000502684
17.25,0.000610651
17.325,0.000640726
17.4,0.000591787
17.475,0.000473785
17.55,0.000304566
17.625,0.000107983
17.7,-9.08388e-05
17.775,-0.000269535
17.85,-0.000409851
17.925,-0.000499342
18,-0.000531402
18.075,-0.000505172
18.15,-0.000425124
18.225,-0.000300726
18.3,-0.000145136
18.375,2.42125e-05
18.45,0.000187499
18.525,0.000324716
18.6,0.000418709
18.675,0.000457524
18.75,0.000436991
18.825,0.00036107
18.9,0.000241489
18.975,9.55798e-05
19.05,-5.63122e-05
19.125,-0.000193391
19.2,-0.000297443
19.275,-0.000355617
19.35,-0.000361496
19.425,-0.000316014
19.5,-0.000227414
19.575,-0.000108526
19.65,2.19394e-05
19.725,0.000145418
19.8,0.000243695
19.875,0.000302764
19.95,0.000315453
20.025,0.000282522
20.1,0.000212773
20.175,0.00012027
20.25,2.0225e-05
