Time,avg(flux)
10.8,-5.51338e-05
10.95,1.13845e-05
11.1,0.00010823
11.25,0.000200405
11.4,0.000279566
11.55,0.000341408
11.7,0.000368007
11.85,0.000331469
12,0.000210423
12.15,1.52012e-05
12.3,-0.00020299
12.45,-0.000391564
12.6,-0.00050279
12.75,-0.000506923
12.9,-0.000399643
13.05,-0.000194197
13.2,8.61605e-05
13.35,0.000398308
13.5,0.000676346
13.65,0.000866742
13.8,0.000876307
13.875,0.000802273
13.95,0.000679831
14.025,0.000518216
14.1,0.000330428
14.175,0.000129529
14.25,-7.00567e-05
14.325,-0.000258332
14.4,-0.000425265
14.475,-0.000566435
14.55,-0.000686313
14.625,-0.000778419
14.7,-0.000840618
14.775,-0.000871198
14.85,-0.000868582
14.925,-0.000831408
15,-0.000759103
15.075,-0.000651946
15.15,-0.000511449
15.225,-0.000340474
15.3,-0.000143726
15.375,7.06929e-05
15.45,0.000290467
15.525,0.000508058
15.6,0.000706609
15.675,0.000874399
15.75,0.00100133
15.825,0.00107746
15.9,0.00109292
15.975,0.00104563
16.05,0.000937095
16.125,0.000774559
16.2,0.000572529
16.275,0.000348271
16.35,0.000117575
16.425,-0.000105549
16.5,-0.000314203
16.575,-0.000503217
16.65,-0.000663062
16.725,-0.000789896
16.8,-0.000881572
16.875,-0.000936705
16.95,-0.000955099
17.025,-0.000935914
17.1,-0.000880378
17.175,-0.00078935
17.25,-0.000664983
17.325,-0.000513062
17.4,-0.000335528
17.475,-0.000142225
17.55,6.62242e-05
17.625,0.000273442
17.7,0.00047453
17.775,0.000654578
17.85,0.000802329
17.925,0.000906736
18,0.000963541
18.075,0.000969317
18.15,0.000925777
18.225,0.000836668
18.3,0.00070839
18.375,0.000549402
18.45,0.000362271
18.525,0.000164281
18.6,-3.70448e-05
18.675,-0.000228953
18.75,-0.000402905
18.825,-0.000551899
18.9,-0.000668814
18.975,-0.000750523
19.05,-0.000796478
19.125,-0.000805716
19.2,-0.000777675
19.275,-0.00071506
19.35,-0.000622401
19.425,-0.000503092
19.5,-0.000360547
19.575,-0.000200011
19.65,-3.29879e-05
19.725,0.000130709
19.8,0.00028169
19.95,0.00050774
20.1,0.000612049
20.25,0.000603062
20.4,0.000500015
20.55,0.000328483
20.7,0.000117231
20.85,-9.83702e-05
21,-0.000274231
21.15,-0.0003681
21.3,-0.000366886
21.45,-0.000269097
21.6,-0.000105309
21.75,6.68868e-05
21.9,0.00018587
22.05,0.00021571
22.2,0.00016528
22.35,7.63204e-05
22.5,-7.09791e-06
22.65,-5.68216e-05
22.8,-5.82326e-05
