Points_0,Points_1,Points_2,U_0,U_1,U_2
8,-0.01,0,0,0,0
8,-0.01,3.4e-05,0.00839138,1.75429e-36,-8.84375e-07
8,-0.01,6.8e-05,0.0167828,3.50858e-36,-1.76875e-06
8,-0.01,0.000102,0.0251741,5.26287e-36,-2.65312e-06
8,-0.01,0.000136,0.033249,6.41736e-36,-3.97158e-06
8,-0.01,0.00017,0.0410837,7.11682e-36,-5.61934e-06
8,-0.01,0.000204,0.0489185,7.81627e-36,-7.26711e-06
8,-0.01,0.000238,0.0566514,8.10947e-36,-9.01185e-06
8,-0.01,0.000272,0.0637446,5.84929e-36,-1.13661e-05
8,-0.01,0.000306,0.0708377,3.5891e-36,-1.37203e-05
8,-0.01,0.00034,0.0779308,1.32892e-36,-1.60745e-05
8,-0.01,0.000374,0.0844302,-1.81107e-36,-1.86464e-05
8,-0.01,0.000408,0.0906821,-5.31764e-36,-2.13089e-05
8,-0.01,0.000442,0.0969341,-8.82421e-36,-2.39714e-05
8,-0.01,0.000476,0.102945,-1.10593e-35,-2.66441e-05
8,-0.01,0.00051,0.108321,-9.93406e-36,-2.93438e-05
8,-0.01,0.000544,0.113697,-8.80877e-36,-3.20435e-05
8,-0.01,0.000578,0.119073,-7.68349e-36,-3.47432e-05
8,-0.01,0.000612,0.123719,-9.23419e-36,-3.733e-05
8,-0.01,0.000646,0.128231,-1.12827e-35,-3.98959e-05
8,-0.01,0.00068,0.132742,-1.33312e-35,-4.24618e-05
8,-0.01,0.000714,0.136916,-1.51181e-35,-4.49251e-05
8,-0.01,0.000748,0.140607,-1.65312e-35,-4.72419e-05
8,-0.01,0.000782,0.144299,-1.79442e-35,-4.95587e-05
8,-0.01,0.000816,0.147991,-1.93573e-35,-5.18755e-05
8,-0.01,0.00085,0.150944,-1.2866e-35,-5.38753e-05
8,-0.01,0.000884,0.153882,-6.21663e-36,-5.58686e-05
8,-0.01,0.000918,0.156821,4.32794e-37,-5.7862e-05
8,-0.01,0.000952,0.159389,1.10461e-36,-5.96554e-05
8,-0.01,0.000986,0.161653,-3.13357e-36,-6.12844e-05
8,-0.01,0.00102,0.163916,-7.37173e-36,-6.29135e-05
8,-0.01,0.001054,0.166111,-1.06955e-35,-6.44977e-05
8,-0.01,0.001088,0.167784,-7.16171e-36,-6.5746e-05
8,-0.01,0.001122,0.169458,-3.62787e-36,-6.69943e-05
8,-0.01,0.001156,0.171131,-9.40429e-38,-6.82425e-05
8,-0.01,0.00119,0.172458,7.84127e-36,-6.92324e-05
8,-0.01,0.001224,0.173627,1.77896e-35,-7.01042e-05
8,-0.01,0.001258,0.174795,2.7738e-35,-7.0976e-05
8,-0.01,0.001292,0.175856,3.41058e-35,-7.17572e-05
8,-0.01,0.001326,0.176601,3.00132e-35,-7.22737e-05
8,-0.01,0.00136,0.177346,2.59206e-35,-7.27901e-05
8,-0.01,0.001394,0.178091,2.1828e-35,-7.33066e-05
8,-0.01,0.001428,0.178551,1.74268e-35,-7.35561e-05
8,-0.01,0.001462,0.178949,1.29596e-35,-7.37483e-05
8,-0.01,0.001496,0.179348,8.49229e-36,-7.39406e-05
8,-0.01,0.00153,0.179638,6.71547e-36,-7.40172e-05
8,-0.01,0.001564,0.179759,9.11055e-36,-7.39145e-05
8,-0.01,0.001598,0.179881,1.15056e-35,-7.38118e-05
8,-0.01,0.001632,0.180003,1.39007e-35,-7.37092e-05
8,-0.01,0.001666,0.179918,1.40731e-35,-7.33522e-05
8,-0.01,0.0017,0.179825,1.41551e-35,-7.29848e-05
8,-0.01,0.001734,0.179732,1.4237e-35,-7.26175e-05
8,-0.01,0.001768,0.179553,1.04049e-35,-7.21287e-05
8,-0.01,0.001802,0.179299,3.09356e-36,-7.15319e-05
8,-0.01,0.001836,0.179044,-4.21778e-36,-7.09351e-05
8,-0.01,0.00187,0.178779,-1.10139e-35,-7.03192e-05
8,-0.01,0.001904,0.178409,-1.30651e-35,-6.95267e-05
8,-0.01,0.001938,0.178039,-1.51163e-35,-6.87342e-05
8,-0.01,0.001972,0.17767,-1.71674e-35,-6.79416e-05
8,-0.01,0.002006,0.177249,-1.27043e-35,-6.70422e-05
8,-0.01,0.00204,0.176803,-4.98552e-36,-6.60893e-05
8,-0.01,0.002074,0.176357,2.73328e-36,-6.51364e-05
8,-0.01,0.002108,0.1759,9.44105e-36,-6.41532e-05
8,-0.01,0.002142,0.17541,1.2863e-35,-6.30713e-05
8,-0.01,0.002176,0.174919,1.62849e-35,-6.19895e-05
8,-0.01,0.00221,0.174428,1.97068e-35,-6.09077e-05
8,-0.01,0.002244,0.173922,1.76242e-35,-5.97427e-05
8,-0.01,0.002278,0.173412,1.41983e-35,-5.85574e-05
8,-0.01,0.002312,0.172902,1.07723e-35,-5.73721e-05
8,-0.01,0.002346,0.172393,8.2626e-36,-5.61573e-05
8,-0.01,0.00238,0.171883,7.29531e-36,-5.48928e-05
8,-0.01,0.002414,0.171374,6.32801e-36,-5.36284e-05
8,-0.01,0.002448,0.170865,5.36071e-36,-5.23639e-05
8,-0.01,0.002482,0.17037,5.77288e-36,-5.10443e-05
8,-0.01,0.002516,0.169877,6.27126e-36,-4.97213e-05
8,-0.01,0.00255,0.169383,6.76964e-36,-4.83982e-05
8,-0.01,0.002584,0.168903,5.348e-36,-4.7054e-05
8,-0.01,0.002618,0.168436,2.07942e-36,-4.56895e-05
8,-0.01,0.002652,0.167969,-1.18915e-36,-4.43249e-05
8,-0.01,0.002686,0.167505,-4.15188e-36,-4.29582e-05
8,-0.01,0.00272,0.167072,-3.52554e-36,-4.15666e-05
8,-0.01,0.002754,0.16664,-2.89919e-36,-4.0175e-05
8,-0.01,0.002788,0.166207,-2.27285e-36,-3.87835e-05
8,-0.01,0.002822,0.165799,6.96766e-37,-3.7382e-05
8,-0.01,0.002856,0.165405,4.94451e-36,-3.59752e-05
8,-0.01,0.00289,0.165011,9.19222e-36,-3.45683e-05
8,-0.01,0.002924,0.164626,1.24089e-35,-3.31601e-05
8,-0.01,0.002958,0.164273,1.18742e-35,-3.17472e-05
8,-0.01,0.002992,0.16392,1.13394e-35,-3.03343e-05
8,-0.01,0.003026,0.163567,1.08046e-35,-2.89214e-05
8,-0.01,0.00306,0.163246,7.52011e-36,-2.75097e-05
8,-0.01,0.003094,0.162934,3.47983e-36,-2.60983e-05
8,-0.01,0.003128,0.162623,-5.60447e-37,-2.46869e-05
8,-0.01,0.003162,0.162326,-3.65791e-36,-2.3278e-05
8,-0.01,0.003196,0.162055,-5.02689e-36,-2.18735e-05
8,-0.01,0.00323,0.161784,-6.39587e-36,-2.04691e-05
8,-0.01,0.003264,0.161513,-7.76485e-36,-1.90646e-05
8,-0.01,0.003298,0.161278,-3.933e-36,-1.76701e-05
8,-0.01,0.003332,0.161045,3.42095e-37,-1.62764e-05
8,-0.01,0.003366,0.160813,4.61719e-36,-1.48828e-05
8,-0.01,0.0034,0.160599,7.68699e-36,-1.34958e-05
8,-0.01,0.003434,0.160403,9.50375e-36,-1.21158e-05
8,-0.01,0.003468,0.160206,1.13205e-35,-1.07358e-05
8,-0.01,0.003502,0.160012,1.2929e-35,-9.35675e-06
8,-0.01,0.003536,0.159849,1.12049e-35,-7.99195e-06
8,-0.01,0.00357,0.159686,9.48073e-36,-6.62715e-06
8,-0.01,0.003604,0.159523,7.75659e-36,-5.26235e-06
