Time,avg(flux)
5.55,1.28917e-05
5.625,1.34382e-05
5.7,1.37266e-05
5.775,1.36871e-05
5.85,1.32804e-05
5.925,1.24262e-05
6,1.10928e-05
6.075,9.26931e-06
6.15,7.0157e-06
6.225,4.20933e-06
6.3,6.58537e-07
6.375,-3.61466e-06
6.45,-8.68679e-06
6.525,-1.44093e-05
6.6,-2.06669e-05
6.675,-2.73589e-05
6.75,-3.4295e-05
6.825,-4.13022e-05
6.9,-4.81357e-05
6.975,-5.46413e-05
7.05,-6.07203e-05
7.125,-6.61153e-05
7.2,-7.03999e-05
7.275,-7.32248e-05
7.35,-7.42386e-05
7.425,-7.3089e-05
7.5,-6.94556e-05
7.575,-6.31509e-05
7.65,-5.40141e-05
7.725,-4.17567e-05
7.8,-2.60965e-05
7.875,-7.21355e-06
7.95,1.46712e-05
8.025,3.91408e-05
8.1,6.54555e-05
8.175,9.26342e-05
8.25,0.00011955
8.325,0.000144946
8.4,0.00016738
8.475,0.00018538
8.55,0.000197554
8.625,0.000202635
8.7,0.000199647
8.775,0.000187952
8.85,0.000167497
8.925,0.000138583
9,0.000102012
9.075,5.90126e-05
9.15,1.11948e-05
9.225,-3.95967e-05
9.3,-9.11937e-05
9.375,-0.000141264
9.45,-0.000187474
9.525,-0.000227493
9.6,-0.000259087
9.675,-0.000280223
9.75,-0.000288957
9.825,-0.000283693
9.9,-0.000263128
9.975,-0.000226532
10.05,-0.00017382
10.125,-0.000105886
10.2,-2.48032e-05
10.275,6.60509e-05
10.35,0.000161773
10.425,0.000256232
10.5,0.000342324
10.575,0.000412623
10.65,0.000460073
10.725,0.000478928
10.8,0.000465938
10.875,0.000420223
10.95,0.00034399
11.025,0.000242337
11.1,0.000122286
11.175,-7.48726e-06
11.25,-0.000137853
11.325,-0.000259929
11.4,-0.000365393
11.475,-0.000447011
11.55,-0.000499044
11.625,-0.000516612
11.7,-0.000496849
11.775,-0.000438173
11.85,-0.000341769
11.925,-0.000211491
12,-5.48011e-05
12.075,0.000117105
12.15,0.000289448
12.225,0.00044514
12.3,0.000566999
12.375,0.000639833
12.45,0.00065333
12.525,0.000603337
12.6,0.000493804
12.675,0.00033536
12.75,0.000143741
12.825,-6.17772e-05
12.9,-0.000261527
12.975,-0.000437449
13.05,-0.000574505
13.125,-0.000661177
13.2,-0.00068981
13.275,-0.000656802
13.35,-0.000562442
13.425,-0.000412446
13.5,-0.000218339
13.575,3.03251e-06
13.65,0.000228993
13.725,0.000433227
13.8,0.000589007
13.875,0.000674537
13.95,0.000677023
14.025,0.00059417
14.1,0.000435638
14.175,0.000221003
14.25,-2.32354e-05
14.325,-0.000268212
14.4,-0.000486246
14.475,-0.000653845
14.55,-0.000753693
14.625,-0.000775327
14.7,-0.000715371
14.775,-0.000578219
14.85,-0.000376688
14.925,-0.000132383
15,0.000125157
15.075,0.00036093
15.15,0.000540343
15.225,0.000635241
15.3,0.00063006
15.375,0.000524791
15.45,0.000335101
15.525,8.93397e-05
15.6,-0.000176551
15.675,-0.000425138
15.75,-0.000622868
15.825,-0.000744016
15.9,-0.000773261
15.975,-0.000706479
16.05,-0.000551546
16.125,-0.000328513
16.2,-6.84347e-05
16.275,0.000189618
16.35,0.000404192
16.425,0.0005395
16.5,0.000573027
16.575,0.00050005
16.65,0.000334717
16.725,0.000106632
16.8,-0.000145103
16.875,-0.000379063
16.95,-0.00055859
17.025,-0.000656671
17.1,-0.000659326
17.175,-0.000566827
17.25,-0.000393837
17.325,-0.000168414
17.4,7.1736e-05
17.475,0.000284208
17.55,0.000430877
17.625,0.000485784
17.7,0.000440387
17.775,0.000305699
17.85,0.000109067
17.925,-0.000111643
18,-0.000315095
18.075,-0.000464819
18.15,-0.000535758
18.225,-0.000516871
18.3,-0.000412524
18.375,-0.000242802
18.45,-4.05762e-05
18.525,0.000155273
18.6,0.000306833
18.675,0.000385138
18.75,0.000377236
18.825,0.00028811
18.9,0.000139091
18.975,-3.7583e-05
19.05,-0.000205632
19.125,-0.000332354
19.2,-0.00039389
19.275,-0.000380165
19.35,-0.000296018
19.425,-0.000159626
19.5,4.78525e-07
19.575,0.000150844
19.65,0.000260242
19.725,0.000307662
19.8,0.000285809
19.875,0.000202348
19.95,7.76056e-05
20.025,-5.98553e-05
20.1,-0.000179911
20.175,-0.000257887
20.25,-0.000278914
20.325,-0.000240843
20.4,-0.000154038
20.475,-3.95338e-05
20.55,7.73617e-05
20.625,0.000170209
20.7,0.000219192
20.775,0.000215203
20.85,0.000161954
20.925,7.41333e-05
21,-2.59061e-05
21.075,-0.00011459
21.15,-0.000172247
21.225,-0.000187176
