Time,avg(flux)
10.2,-2.63261e-07
10.275,-5.60014e-05
10.35,-0.000109914
10.425,-0.000154328
10.5,-0.00018008
10.575,-0.000181363
10.65,-0.000154991
10.725,-0.000101918
10.8,-2.70248e-05
10.875,6.11828e-05
10.95,0.000152074
11.025,0.000234832
11.1,0.000299895
11.175,0.000340273
11.25,0.000351312
11.325,0.000329581
11.4,0.000275676
11.475,0.000192762
11.55,8.83501e-05
11.625,-2.82865e-05
11.7,-0.000146521
11.775,-0.000256008
11.85,-0.000348367
11.925,-0.000417115
12,-0.000453927
12.075,-0.00045319
12.15,-0.0004114
12.225,-0.000328709
12.3,-0.000210151
12.375,-6.48652e-05
12.45,9.58391e-05
12.525,0.000255757
12.6,0.000395344
12.675,0.00050016
12.75,0.000554514
12.825,0.000551441
12.9,0.00049012
12.975,0.000376772
13.05,0.000223709
13.125,4.69317e-05
13.2,-0.000135903
13.275,-0.000307889
13.35,-0.000456125
13.425,-0.000567221
13.5,-0.000633197
13.575,-0.000649479
13.65,-0.000614946
13.725,-0.00053152
13.8,-0.000403964
13.875,-0.00024106
13.95,-5.53311e-05
14.025,0.000141008
14.1,0.000325886
14.175,0.000476941
14.25,0.000577684
14.325,0.000617501
14.4,0.000591853
14.475,0.000505354
14.55,0.000363161
14.625,0.000182653
14.7,-1.61543e-05
14.775,-0.000211808
14.85,-0.000386571
14.925,-0.00052548
15,-0.00061835
15.075,-0.000661587
15.15,-0.000655074
15.225,-0.000600727
15.3,-0.000501615
15.375,-0.000364354
15.45,-0.000199793
15.525,-2.28283e-05
15.6,0.000150211
15.675,0.000302479
15.75,0.000418035
15.825,0.000484312
15.9,0.000499616
15.975,0.000463077
16.05,0.000378892
16.125,0.000257601
16.2,0.000114285
16.275,-3.44512e-05
16.35,-0.000172751
16.425,-0.000287877
16.5,-0.000370285
16.575,-0.000415146
16.65,-0.000423057
16.725,-0.000396655
16.8,-0.00034009
16.875,-0.000259239
16.95,-0.000162951
17.025,-6.09547e-05
17.1,3.65855e-05
17.175,0.000120519
17.25,0.000183339
17.325,0.000220542
17.4,0.000231311
17.475,0.000217692
17.55,0.000183281
17.625,0.000134226
17.7,7.80598e-05
17.775,2.31393e-05
