Time,avg(flux)
10.65,2.12412e-05
10.725,3.68335e-05
10.8,4.70738e-05
10.875,5.99842e-05
10.95,8.33542e-05
11.025,0.00012136
11.1,0.000172366
11.175,0.000227352
11.25,0.000271715
11.325,0.000288237
11.4,0.000261871
11.475,0.000183884
11.55,5.69288e-05
11.625,-0.000106894
11.7,-0.000284606
11.775,-0.000448061
11.85,-0.000566901
11.925,-0.000615646
12,-0.000577071
12.075,-0.000448317
12.15,-0.000242225
12.225,9.38075e-06
12.3,0.000262767
12.375,0.00047023
12.45,0.000587792
12.525,0.000588111
12.6,0.000466827
12.675,0.000243239
12.75,-4.50992e-05
12.825,-0.000350681
12.9,-0.000627956
12.975,-0.000837672
13.05,-0.000951099
13.125,-0.000951854
13.2,-0.000837053
13.275,-0.000619384
13.35,-0.000326969
13.425,-1.90686e-06
13.5,0.00030647
13.575,0.000546541
13.65,0.000677302
13.725,0.000678546
13.8,0.000552282
13.875,0.000325895
13.95,4.08821e-05
14.025,-0.00025447
14.1,-0.000517368
14.175,-0.000711929
14.25,-0.000814809
14.325,-0.000815706
14.4,-0.000716443
14.475,-0.000532042
14.55,-0.000288041
14.625,-1.80354e-05
14.7,0.000239549
14.775,0.000446208
14.85,0.000573941
14.925,0.0006067
15,0.000545191
15.075,0.000405518
15.15,0.000216262
15.225,9.52584e-06
15.3,-0.00018229
15.375,-0.000331543
15.45,-0.000420673
15.525,-0.000441936
15.6,-0.00039766
15.675,-0.000298379
15.75,-0.000161453
15.825,-8.66812e-06
15.9,0.000136844
15.975,0.000255714
16.05,0.000333649
16.125,0.000364196
16.2,0.000349407
16.275,0.000299084
16.35,0.000227885
16.425,0.000151652
16.5,8.45261e-05
16.575,3.57892e-05
16.65,9.06772e-06
16.725,1.99882e-06
16.8,7.8956e-06
16.875,1.7736e-05
16.95,2.27648e-05
17.025,1.69552e-05
17.1,-1.19492e-06
17.175,-2.80901e-05
17.25,-5.56066e-05
17.325,-7.29356e-05
17.4,-6.93529e-05
