Time,avg(flux)
5.37,9.77833e-06
5.4,1.14804e-05
5.43,1.34797e-05
5.46,1.58089e-05
5.49,1.85346e-05
5.52,2.17234e-05
5.55,2.54291e-05
5.58,2.96867e-05
5.61,3.47006e-05
5.64,4.04537e-05
5.67,4.72158e-05
5.7,5.49177e-05
5.73,6.40089e-05
5.76,7.43631e-05
5.79,8.6248e-05
5.82,0.000100136
5.85,0.000115806
5.88,0.000133821
5.91,0.000154634
5.94,0.00017794
5.97,0.000204392
6,0.000234059
6.03,0.000267319
6.06,0.00030446
6.09,0.000346102
6.12,0.000391913
6.15,0.000441854
6.18,0.000495696
6.21,0.000553149
6.24,0.00061303
6.27,0.00067541
6.3,0.000740255
6.33,0.000805474
6.36,0.000869782
6.39,0.000931712
6.42,0.000989461
6.45,0.00104185
6.48,0.00108689
6.51,0.00112327
6.54,0.00114949
6.57,0.0011649
6.6,0.00116897
6.63,0.00116167
6.66,0.00114196
6.69,0.00111184
6.72,0.00107159
6.75,0.00102215
6.78,0.000964998
6.81,0.000901801
6.84,0.000832891
6.87,0.000761051
6.9,0.000688643
6.93,0.000615349
6.96,0.000544105
6.99,0.000474192
7.02,0.000408191
7.05,0.00034588
7.08,0.000286918
7.11,0.000232303
7.14,0.000182183
7.17,0.000136529
7.2,9.57212e-05
7.23,5.85992e-05
7.26,2.5754e-05
7.29,-3.82548e-06
7.32,-3.01013e-05
7.35,-5.30373e-05
7.38,-7.34499e-05
7.41,-9.11689e-05
7.44,-0.000106634
7.47,-0.000120271
7.5,-0.000132101
7.53,-0.000142188
7.56,-0.000150896
7.59,-0.0001582
7.62,-0.000164287
7.65,-0.000169333
7.68,-0.000173366
7.71,-0.000176442
