Points_0,Points_1,Points_2,U_0,U_1,U_2
8,-0.01,0,0,0,0
8,-0.01,3.4e-05,0.00970477,2.41484e-36,-1.80574e-06
8,-0.01,6.8e-05,0.0194095,4.82969e-36,-3.61147e-06
8,-0.01,0.000102,0.0291143,7.24453e-36,-5.41721e-06
8,-0.01,0.000136,0.0386893,8.57632e-36,-8.16097e-06
8,-0.01,0.00017,0.0481659,9.08645e-36,-1.16164e-05
8,-0.01,0.000204,0.0576424,9.59658e-36,-1.50718e-05
8,-0.01,0.000238,0.067037,9.92404e-36,-1.87478e-05
8,-0.01,0.000272,0.0759164,9.10331e-36,-2.38109e-05
8,-0.01,0.000306,0.0847957,8.28258e-36,-2.88739e-05
8,-0.01,0.00034,0.0936751,7.46186e-36,-3.39369e-05
8,-0.01,0.000374,0.101974,6.4086e-36,-3.95993e-05
8,-0.01,0.000408,0.110032,5.25845e-36,-4.55115e-05
8,-0.01,0.000442,0.118089,4.1083e-36,-5.14236e-05
8,-0.01,0.000476,0.12589,3.23853e-36,-5.74284e-05
8,-0.01,0.00051,0.13301,3.1098e-36,-6.36777e-05
8,-0.01,0.000544,0.14013,2.98107e-36,-6.9927e-05
8,-0.01,0.000578,0.14725,2.85235e-36,-7.61763e-05
8,-0.01,0.000612,0.153549,2.564e-36,-8.24422e-05
8,-0.01,0.000646,0.159696,2.24595e-36,-8.87112e-05
8,-0.01,0.00068,0.165843,1.92791e-36,-9.49801e-05
8,-0.01,0.000714,0.171597,1.05787e-36,-0.00010117
8,-0.01,0.000748,0.176791,-6.0073e-37,-0.000107246
8,-0.01,0.000782,0.181985,-2.25933e-36,-0.000113322
8,-0.01,0.000816,0.187179,-3.91793e-36,-0.000119398
8,-0.01,0.00085,0.191494,-6.06054e-36,-0.000125149
8,-0.01,0.000884,0.195793,-8.21283e-36,-0.000130894
8,-0.01,0.000918,0.200091,-1.03651e-35,-0.000136639
8,-0.01,0.000952,0.203941,-1.45928e-35,-0.000142158
8,-0.01,0.000986,0.207424,-2.05253e-35,-0.000147493
8,-0.01,0.00102,0.210906,-2.64578e-35,-0.000152827
8,-0.01,0.001054,0.214303,-3.16883e-35,-0.00015811
8,-0.01,0.001088,0.21706,-3.16543e-35,-0.000163002
8,-0.01,0.001122,0.219818,-3.16203e-35,-0.000167894
8,-0.01,0.001156,0.222575,-3.15863e-35,-0.000172786
8,-0.01,0.00119,0.2249,-2.32008e-35,-0.000177374
8,-0.01,0.001224,0.227027,-1.09956e-35,-0.000181824
8,-0.01,0.001258,0.229154,1.20953e-36,-0.000186273
8,-0.01,0.001292,0.231144,1.08817e-35,-0.000190615
8,-0.01,0.001326,0.232733,1.31536e-35,-0.000194642
8,-0.01,0.00136,0.234321,1.54254e-35,-0.000198668
8,-0.01,0.001394,0.23591,1.76973e-35,-0.000202695
8,-0.01,0.001428,0.237127,1.86228e-35,-0.000206402
8,-0.01,0.001462,0.238265,1.92598e-35,-0.00021004
8,-0.01,0.001496,0.239402,1.98968e-35,-0.000213678
8,-0.01,0.00153,0.240394,2.0089e-35,-0.000217181
8,-0.01,0.001564,0.24116,1.95913e-35,-0.000220475
8,-0.01,0.001598,0.241925,1.90936e-35,-0.000223768
8,-0.01,0.001632,0.242691,1.85959e-35,-0.000227062
8,-0.01,0.001666,0.243166,1.07383e-35,-0.000230065
8,-0.01,0.0017,0.243629,2.58109e-36,-0.000233057
8,-0.01,0.001734,0.244092,-5.57615e-36,-0.000236049
