Time,avg(flux)
11.1,0.00148581
11.175,0.00149665
11.25,0.00134545
11.325,0.00106069
11.4,0.0006921
11.475,0.000296722
11.55,-7.31158e-05
11.625,-0.000380717
11.7,-0.000607157
11.775,-0.000750455
11.85,-0.000817469
11.925,-0.000821504
12,-0.000778733
12.075,-0.000705493
12.15,-0.000618251
12.225,-0.000531354
12.3,-0.000457636
12.375,-0.000405867
12.45,-0.000381298
12.525,-0.000384517
12.6,-0.00041137
12.675,-0.000453703
12.75,-0.000499846
12.825,-0.000535912
12.9,-0.000546428
12.975,-0.000515538
13.05,-0.0004284
13.125,-0.00027242
13.2,-4.27949e-05
13.275,0.000253739
13.35,0.000597176
13.425,0.000946586
13.5,0.00125042
13.575,0.00145451
13.65,0.00151579
