Time,avg(flux)
6.225,-8.8549e-06
6.3,-7.16659e-06
6.375,-5.03841e-06
6.45,-2.45591e-06
6.525,5.98864e-07
6.6,4.1184e-06
6.675,8.06774e-06
6.75,1.2355e-05
6.825,1.671e-05
6.9,2.14248e-05
6.975,2.67196e-05
7.05,3.25267e-05
7.125,3.85205e-05
7.2,4.45536e-05
7.275,5.03905e-05
7.35,5.58769e-05
7.425,6.07665e-05
7.5,6.47891e-05
7.575,6.76986e-05
7.65,6.9271e-05
7.725,6.92458e-05
7.8,6.76945e-05
7.875,6.40834e-05
7.95,5.85612e-05
8.025,5.08031e-05
8.1,4.07284e-05
8.175,2.85166e-05
8.25,1.42234e-05
8.325,-1.89316e-06
8.4,-1.94012e-05
8.475,-3.79588e-05
8.55,-5.71126e-05
8.625,-7.64145e-05
8.7,-9.54632e-05
8.775,-0.000113666
8.85,-0.000130569
8.925,-0.000145449
9,-0.000157654
9.075,-0.000166461
9.15,-0.000171113
9.225,-0.000170941
9.3,-0.000165386
9.375,-0.000153867
9.45,-0.000135775
9.525,-0.000110637
9.6,-7.84892e-05
9.675,-3.94542e-05
9.75,5.88341e-06
9.825,5.63423e-05
9.9,0.000110126
9.975,0.000164826
10.05,0.00021765
10.125,0.000265418
10.2,0.000304812
10.275,0.000332624
10.35,0.000346232
10.425,0.000343738
10.5,0.000324293
10.575,0.000288152
10.65,0.000237109
10.725,0.000173472
10.8,0.00010038
10.875,2.16343e-05
10.95,-5.89303e-05
11.025,-0.000137577
11.1,-0.00021078
11.175,-0.000275528
11.25,-0.000329079
11.325,-0.000369151
11.4,-0.000393748
11.475,-0.000401174
11.55,-0.000390042
11.625,-0.000359322
11.7,-0.00030831
11.775,-0.00023718
11.85,-0.000147247
11.925,-4.12494e-05
12,7.63207e-05
12.075,0.000199043
12.15,0.000318612
12.225,0.000425317
12.3,0.000509342
12.375,0.000561752
12.45,0.000576105
12.525,0.000549184
12.6,0.000481795
12.675,0.000378892
12.75,0.000248283
12.825,0.00010054
12.9,-5.35545e-05
12.975,-0.000203081
13.05,-0.000338642
13.125,-0.000452432
13.2,-0.000538292
13.275,-0.00059134
13.35,-0.000608276
13.425,-0.000586838
13.5,-0.000526104
13.575,-0.000426599
13.65,-0.000291305
13.725,-0.000126973
13.8,5.58673e-05
13.875,0.000242492
13.95,0.000414701
14.025,0.00055357
14.1,0.000642194
14.175,0.000668942
14.25,0.000629307
14.325,0.000526926
14.4,0.000372838
14.475,0.000183865
14.55,-2.05229e-05
14.625,-0.000221079
14.7,-0.000399915
14.775,-0.00054334
14.85,-0.000641785
14.925,-0.000689266
15,-0.000683035
15.075,-0.0006232
15.15,-0.000512681
15.225,-0.000358275
15.3,-0.000170577
15.375,3.41326e-05
15.45,0.00023628
15.525,0.000413418
15.6,0.000544105
15.675,0.000611613
15.75,0.000606704
15.825,0.000529771
15.9,0.000390563
15.975,0.000206397
16.05,-6.85269e-07
16.125,-0.000207392
16.2,-0.000392292
16.275,-0.000537238
16.35,-0.000629323
16.425,-0.000660515
16.5,-0.000627929
16.575,-0.000533893
16.65,-0.000386188
16.725,-0.000198629
16.8,8.9035e-06
16.875,0.000212106
16.95,0.000384235
17.025,0.000501004
17.1,0.000545665
17.175,0.000512426
17.25,0.000407121
17.325,0.000245966
17.4,5.27184e-05
17.475,-0.000145626
17.55,-0.000323075
17.625,-0.000457981
17.7,-0.000535288
17.775,-0.000547326
17.85,-0.000494106
17.925,-0.000382847
18,-0.000227588
18.075,-4.84423e-05
18.15,0.000130308
18.225,0.00028448
18.3,0.00039202
18.375,0.000438042
18.45,0.000417336
18.525,0.000335652
18.6,0.0002074
18.675,5.35265e-05
18.75,-0.000102873
18.825,-0.000239903
18.9,-0.000339198
18.975,-0.000387851
19.05,-0.000380608
19.125,-0.000319762
19.2,-0.000214133
19.275,-8.02356e-05
19.35,6.18242e-05
19.425,0.000190665
