Time,avg(flux)
8.55,-4.10974e-06
8.625,-4.67123e-06
8.7,-5.29174e-06
8.775,-5.99004e-06
8.85,-6.79435e-06
8.925,-7.73075e-06
9,-8.8169e-06
9.075,-1.00626e-05
9.15,-1.14791e-05
9.225,-1.3084e-05
9.3,-1.48987e-05
9.375,-1.69552e-05
9.45,-1.9312e-05
9.525,-2.19657e-05
9.6,-2.49479e-05
9.675,-2.83034e-05
9.75,-3.20719e-05
9.825,-3.631e-05
9.9,-4.1045e-05
9.975,-4.63191e-05
10.05,-5.2163e-05
10.125,-5.8618e-05
10.2,-6.57244e-05
10.275,-7.35143e-05
10.35,-8.20375e-05
10.425,-9.14475e-05
10.5,-0.000101655
10.575,-0.000112695
10.65,-0.00012457
10.725,-0.000137327
10.8,-0.00015097
10.875,-0.000165462
10.95,-0.000180799
11.025,-0.000196905
11.1,-0.000213735
11.175,-0.000231204
11.25,-0.000249217
11.325,-0.000267663
11.4,-0.000286378
11.475,-0.000305184
11.55,-0.000323853
11.625,-0.000342099
11.7,-0.000359568
11.775,-0.00037601
11.85,-0.000390634
11.925,-0.000402724
12,-0.000411351
12.075,-0.00041534
12.15,-0.000413278
12.225,-0.000403308
12.3,-0.000383168
12.375,-0.00035023
12.45,-0.000301614
12.525,-0.000234157
12.6,-0.000145662
12.675,-3.50682e-05
12.75,9.60817e-05
12.825,0.00024242
12.9,0.000393441
12.975,0.000534241
13.05,0.000648366
13.125,0.000720892
13.2,0.000741496
13.275,0.000709362
13.35,0.000633048
13.425,0.000527982
13.5,0.000412674
13.575,0.000304645
13.65,0.000217356
13.725,0.00015843
13.8,0.000130447
13.875,0.000130272
13.95,0.000151724
14.025,0.000185802
14.1,0.000222582
14.175,0.000252608
14.25,0.000268492
14.325,0.000265996
14.4,0.000244817
14.475,0.000208254
14.55,0.000162354
14.625,0.000114392
14.7,7.13929e-05
14.775,3.87668e-05
14.85,1.95989e-05
14.925,1.41645e-05
15,2.04508e-05
15.075,3.44452e-05
15.15,5.10171e-05
15.225,6.5395e-05
15.3,7.37226e-05
15.375,7.35107e-05
15.45,6.45781e-05
15.525,4.87067e-05
15.6,2.92447e-05
15.675,1.03001e-05
15.75,-5.02718e-06
15.825,-1.37072e-05
15.9,-1.52065e-05
15.975,-1.0325e-05
16.05,-9.33241e-07
16.125,9.60059e-06
16.2,1.86371e-05
16.275,2.39837e-05
16.35,2.37368e-05
16.425,1.87366e-05
16.5,1.03132e-05
16.575,8.2383e-07
16.65,-7.1867e-06
16.725,-1.17994e-05
16.8,-1.23189e-05
16.875,-8.81476e-06
16.95,-2.71637e-06
17.025,4.00156e-06
17.1,9.33283e-06
17.175,1.17773e-05
17.25,1.07997e-05
17.325,6.81116e-06
17.4,1.10419e-06
17.475,-4.54955e-06
17.55,-8.53959e-06
17.625,-9.98285e-06
17.7,-8.60407e-06
17.775,-5.11699e-06
