Time,avg(flux)
5.46,1.36473e-05
5.49,1.57262e-05
5.52,1.81095e-05
5.55,2.08385e-05
5.58,2.39609e-05
5.61,2.75295e-05
5.64,3.16045e-05
5.67,3.60919e-05
5.7,4.12417e-05
5.73,4.70952e-05
5.76,5.37043e-05
5.79,6.11969e-05
5.82,6.97278e-05
5.85,7.9374e-05
5.88,9.0195e-05
5.91,0.000102353
5.94,0.000116093
5.97,0.000131338
6,0.000148465
6.03,0.000167492
6.06,0.00018861
6.09,0.000211865
6.12,0.000237303
6.15,0.000265038
6.18,0.000295174
6.21,0.000327744
6.24,0.000362547
6.27,0.000399507
6.3,0.000438409
6.33,0.00047887
6.36,0.000520486
6.39,0.000562866
6.42,0.000605354
6.45,0.000647223
6.48,0.000687751
6.51,0.000725901
6.54,0.0007609
6.57,0.000792027
6.6,0.000818464
6.63,0.000839046
6.66,0.000853531
6.69,0.000861738
6.72,0.00086317
6.75,0.000857296
6.78,0.000844499
6.81,0.000824954
6.84,0.000799177
6.87,0.000767726
6.9,0.000731331
6.93,0.000690758
6.96,0.000646878
6.99,0.000600562
7.02,0.000552683
7.05,0.000504052
7.08,0.000455452
7.11,0.000407526
7.14,0.000360864
7.17,0.000315921
7.2,0.000273079
7.23,0.000232605
7.26,0.000194674
7.29,0.000159414
7.32,0.000126846
7.35,9.698e-05
7.38,6.97036e-05
7.41,4.49677e-05
7.44,2.26303e-05
7.47,2.56428e-06
7.5,-1.53745e-05
7.53,-3.13402e-05
7.56,-4.54727e-05
7.59,-5.79177e-05
7.62,-6.8813e-05
7.65,-7.82805e-05
7.68,-8.6443e-05
7.71,-9.34036e-05
7.74,-9.92613e-05
7.77,-0.000104104
7.8,-0.000108011
7.83,-0.000111053
7.86,-0.000113294
7.89,-0.000114793
7.92,-0.000115603
