Time,avg(flux)
7.575,-3.37688e-06
7.65,-3.81816e-06
7.725,-4.30367e-06
7.8,-4.87125e-06
7.875,-5.55846e-06
7.95,-6.38972e-06
8.025,-7.35605e-06
8.1,-8.44018e-06
8.175,-9.64166e-06
8.25,-1.09749e-05
8.325,-1.24791e-05
8.4,-1.41971e-05
8.475,-1.61664e-05
8.55,-1.84506e-05
8.625,-2.10066e-05
8.7,-2.38595e-05
8.775,-2.7041e-05
8.85,-3.05968e-05
8.925,-3.45857e-05
9,-3.90443e-05
9.075,-4.40154e-05
9.15,-4.9521e-05
9.225,-5.55825e-05
9.3,-6.2228e-05
9.375,-6.94755e-05
9.45,-7.73575e-05
9.525,-8.5899e-05
9.6,-9.51072e-05
9.675,-0.000105021
9.75,-0.000115647
9.825,-0.000126945
9.9,-0.000138926
9.975,-0.000151577
10.05,-0.000165161
10.125,-0.000179032
10.2,-0.000193727
10.275,-0.000208863
10.35,-0.000224309
10.425,-0.000239927
10.5,-0.000255539
10.575,-0.000270941
10.65,-0.000285873
10.725,-0.000300013
10.8,-0.000312982
10.875,-0.000324246
10.95,-0.00033328
11.025,-0.000339241
11.1,-0.000341284
11.175,-0.000338166
11.25,-0.0003286
11.325,-0.000310989
11.4,-0.000283284
11.475,-0.000243503
11.55,-0.000190348
11.625,-0.00012139
11.7,-3.7239e-05
11.775,6.23258e-05
11.85,0.000172322
11.925,0.000286705
12,0.000396304
12.075,0.000490204
12.15,0.000557129
12.225,0.00058951
12.3,0.000584657
12.375,0.000545357
12.45,0.000480287
12.525,0.000400647
12.6,0.00031725
12.675,0.0002437
12.75,0.000185848
12.825,0.000147739
12.9,0.000129564
12.975,0.000128937
13.05,0.000140907
13.125,0.000159063
13.2,0.000177389
13.275,0.000190425
13.35,0.000194092
13.425,0.000186624
13.5,0.000168663
13.575,0.000142445
13.65,0.000111396
13.725,8.01544e-05
13.8,5.33509e-05
13.875,3.33326e-05
13.95,2.11843e-05
14.025,1.73373e-05
14.1,2.0276e-05
14.175,2.74595e-05
14.25,3.57869e-05
14.325,4.25761e-05
14.4,4.57628e-05
14.475,4.4204e-05
14.55,3.77782e-05
14.625,2.78285e-05
14.7,1.63281e-05
14.775,5.75267e-06
14.85,-2.90185e-06
14.925,-7.54321e-06
15,-8.7197e-06
15.075,-5.64659e-06
15.15,-8.23898e-07
15.225,4.36979e-06
15.3,8.94319e-06
15.375,1.13794e-05
15.45,1.06562e-05
15.525,7.59504e-06
15.6,3.53137e-06
15.675,-1.32526e-06
15.75,-5.03489e-06
15.825,-7.61516e-06
15.9,-7.30157e-06
15.975,-5.56323e-06
16.05,-2.45802e-06
16.125,8.79929e-07
16.2,3.35254e-06
16.275,4.24612e-06
16.35,3.42905e-06
