Time,avg(flux)
10.8,1.97725e-05
10.875,2.51327e-05
10.95,3.26794e-05
11.025,4.64313e-05
11.1,6.78777e-05
11.175,9.59704e-05
11.25,0.000124934
11.325,0.000146954
11.4,0.000153011
11.475,0.000134958
11.55,8.90944e-05
11.625,1.82975e-05
11.7,-7.05152e-05
11.775,-0.000164148
11.85,-0.000247797
11.925,-0.000304597
12,-0.000320035
12.075,-0.000284753
12.15,-0.000199305
12.225,-7.5375e-05
12.3,6.68623e-05
12.375,0.000204814
12.45,0.000313487
12.525,0.000370738
12.6,0.000361524
12.675,0.000283535
12.75,0.000148996
12.825,-1.81624e-05
12.9,-0.000191447
12.975,-0.000346617
13.05,-0.000460554
13.125,-0.0005152
13.2,-0.00049998
13.275,-0.000415271
13.35,-0.000272609
13.425,-9.47379e-05
13.5,9.17354e-05
13.575,0.000259884
13.65,0.000384152
13.725,0.000445853
13.8,0.000432429
13.875,0.000345534
13.95,0.000200836
14.025,2.39555e-05
14.1,-0.000156733
14.175,-0.000317147
14.25,-0.000435269
14.325,-0.000493413
14.4,-0.000482966
14.475,-0.000405966
14.55,-0.000274666
14.625,-0.000110736
14.7,6.17753e-05
14.775,0.000216367
14.85,0.000333082
14.925,0.00039493
15,0.000393493
15.075,0.000332107
15.15,0.000225094
15.225,9.2962e-05
15.3,-4.41298e-05
15.375,-0.000165084
15.45,-0.000253181
15.525,-0.000297866
15.6,-0.000295643
15.675,-0.000249902
15.75,-0.000170597
15.825,-7.13421e-05
15.9,3.248e-05
15.975,0.00012548
16.05,0.000193953
16.125,0.000231067
16.2,0.000234859
16.275,0.000208249
16.35,0.000159665
16.425,0.000100535
16.5,4.28465e-05
16.575,-3.35625e-06
16.65,-3.29764e-05
16.725,-4.4797e-05
16.8,-4.14109e-05
16.875,-2.8153e-05
16.95,-1.17982e-05
17.025,1.03728e-06
17.1,6.12931e-06
17.175,1.98704e-06
17.25,-9.63256e-06
17.325,-2.39639e-05
17.4,-3.46072e-05
