Time,avg(H)
0.075,0.25
0.15,0.25
0.225,0.25
0.3,0.25
0.375,0.25
0.45,0.25
0.525,0.25
0.6,0.25
0.675,0.25
0.75,0.25
0.825,0.25
0.9,0.25
0.975,0.25
1.05,0.25
1.125,0.25
1.2,0.25
1.275,0.25
1.35,0.249999
1.425,0.249999
1.5,0.25
1.575,0.25
1.65,0.250001
1.725,0.250002
1.8,0.250003
1.875,0.250004
1.95,0.250005
2.025,0.250006
2.1,0.250005
2.175,0.250003
2.25,0.249999
2.325,0.249995
2.4,0.24999
2.475,0.249988
2.55,0.249988
2.625,0.249991
2.7,0.249994
2.775,0.249998
2.85,0.250003
2.925,0.25001
3,0.250017
3.075,0.25002
3.15,0.250017
3.225,0.250009
3.3,0.249996
3.375,0.249985
3.45,0.249979
3.525,0.249979
3.6,0.249984
3.675,0.249995
3.75,0.250008
3.825,0.250016
3.9,0.25002
3.975,0.250018
4.05,0.25001
4.125,0.249998
4.2,0.249988
4.275,0.249983
4.35,0.249983
4.425,0.249988
4.5,0.249996
4.575,0.250007
4.65,0.250016
4.725,0.250018
4.8,0.250014
4.875,0.250004
4.95,0.249992
5.025,0.249983
5.1,0.249982
5.175,0.249989
5.25,0.250002
5.325,0.250012
5.4,0.250016
5.475,0.250012
5.55,0.250003
5.625,0.249993
5.7,0.249988
5.775,0.249989
5.85,0.249996
5.925,0.250002
6,0.250006
6.075,0.250004
6.15,0.25
6.225,0.249995
6.3,0.249993
6.375,0.249995
6.45,0.249999
6.525,0.250002
6.6,0.25
6.675,0.249994
6.75,0.249988
6.825,0.249987
6.9,0.249994
6.975,0.250002
7.05,0.250005
7.125,0.249998
7.2,0.249985
7.275,0.249974
7.35,0.249972
7.425,0.24998
7.5,0.24999
7.575,0.249995
7.65,0.249988
7.725,0.249972
7.8,0.249957
7.875,0.249952
7.95,0.249957
8.025,0.249964
8.1,0.249964
8.175,0.249952
8.25,0.249931
8.325,0.249912
8.4,0.249901
8.475,0.249898
8.55,0.249893
8.625,0.24988
8.7,0.249857
8.775,0.249831
8.85,0.249807
8.925,0.249785
9,0.249761
9.075,0.24973
9.15,0.24969
9.225,0.249643
9.3,0.24959
9.375,0.249532
9.45,0.249464
9.525,0.24938
9.6,0.249289
9.675,0.249194
9.75,0.249093
9.825,0.248978
9.9,0.248836
9.975,0.248676
10.05,0.248517
10.125,0.248332
10.2,0.248107
10.275,0.247894
10.35,0.24764
10.425,0.247373
10.5,0.24708
10.575,0.246762
10.65,0.246407
10.725,0.246053
10.8,0.245644
10.875,0.245215
10.95,0.244782
11.025,0.244311
11.1,0.243811
11.175,0.243289
11.25,0.24275
11.325,0.242198
11.4,0.24164
11.475,0.241074
11.55,0.240506
11.625,0.239942
11.7,0.239397
11.775,0.238885
11.85,0.238406
11.925,0.23797
12,0.237617
12.075,0.23738
12.15,0.237288
12.225,0.237366
12.3,0.237704
12.375,0.238352
12.45,0.239395
12.525,0.240947
12.6,0.243123
12.675,0.246007
12.75,0.24965
12.825,0.254058
12.9,0.258992
12.975,0.263993
13.05,0.268415
13.125,0.271466
13.2,0.272534
13.275,0.271425
13.35,0.268574
13.425,0.264721
13.5,0.260713
13.575,0.257173
13.65,0.254481
13.725,0.252802
13.8,0.252159
13.875,0.252443
13.95,0.253417
14.025,0.254855
14.1,0.256388
14.175,0.257695
14.25,0.258447
14.325,0.258472
14.4,0.257754
14.475,0.25643
14.55,0.254787
14.625,0.253099
14.7,0.251619
14.775,0.250559
14.85,0.250001
14.925,0.249932
15,0.250288
15.075,0.250919
15.15,0.25165
15.225,0.252285
15.3,0.252659
15.375,0.252676
15.45,0.252335
15.525,0.251711
15.6,0.250948
15.675,0.250216
15.75,0.249644
15.825,0.249319
15.9,0.249303
15.975,0.249566
16.05,0.249984
16.125,0.250454
16.2,0.250862
16.275,0.25107
16.35,0.251052
16.425,0.250826
16.5,0.250418
16.575,0.249988
16.65,0.249635
16.725,0.249423
16.8,0.249408
16.875,0.249584
16.95,0.249859
17.025,0.250194
17.1,0.250431
17.175,0.250551
17.25,0.2505
17.325,0.250323
17.4,0.250073
17.475,0.249814
17.55,0.249665
17.625,0.249638
17.7,0.249734
17.775,0.24993
17.85,0.250171
17.925,0.250336
18,0.250402
18.075,0.250348
18.15,0.250197
18.225,0.249972
18.3,0.249778
18.375,0.249672
18.45,0.249671
18.525,0.249769
18.6,0.24994
18.675,0.25013
18.75,0.250247
18.825,0.250279
18.9,0.250226
18.975,0.250107
19.05,0.249956
19.125,0.249852
19.2,0.24982
19.275,0.249857
19.35,0.24995
19.425,0.250066
19.5,0.250142
19.575,0.25016
19.65,0.250121
19.725,0.250036
19.8,0.249941
19.875,0.249885
19.95,0.249882
20.025,0.249933
20.1,0.250022
20.175,0.250101
20.25,0.250141
20.325,0.250134
20.4,0.250087
20.475,0.250015
20.55,0.249949
20.625,0.249919
20.7,0.24993
20.775,0.249974
20.85,0.250031
20.925,0.250074
21,0.25009
21.075,0.250077
21.15,0.250041
21.225,0.249998
21.3,0.249969
21.375,0.249964
21.45,0.249983
21.525,0.250017
21.6,0.250049
21.675,0.250065
21.75,0.250055
