Time,avg(H)
0.075,0.380424
0.15,0.380425
0.225,0.380424
0.3,0.380424
0.375,0.380424
0.45,0.380424
0.525,0.380424
0.6,0.380424
0.675,0.380424
0.75,0.380424
0.825,0.380425
0.9,0.380425
0.975,0.380425
1.05,0.380425
1.125,0.380425
1.2,0.380425
1.275,0.380425
1.35,0.380425
1.425,0.380425
1.5,0.380425
1.575,0.380425
1.65,0.380425
1.725,0.380425
1.8,0.380425
1.875,0.380426
1.95,0.380426
2.025,0.380426
2.1,0.380426
2.175,0.380426
2.25,0.380426
2.325,0.380425
2.4,0.380425
2.475,0.380425
2.55,0.380426
2.625,0.380426
2.7,0.380427
2.775,0.380429
2.85,0.38043
2.925,0.380431
3,0.380432
3.075,0.380434
3.15,0.380435
3.225,0.380437
3.3,0.380439
3.375,0.380442
3.45,0.380443
3.525,0.380444
3.6,0.380444
3.675,0.380442
3.75,0.380438
3.825,0.38043
3.9,0.380418
3.975,0.380399
4.05,0.380371
4.125,0.380328
4.2,0.380265
4.275,0.380172
4.35,0.380033
4.425,0.379818
4.5,0.379462
4.575,0.378939
4.65,0.378616
4.725,0.378132
4.8,0.377403
4.875,0.376938
4.95,0.376178
5.025,0.375644
5.1,0.37514
5.175,0.374527
5.25,0.37435
5.325,0.374381
5.4,0.374871
5.475,0.375771
5.55,0.377286
5.625,0.379604
5.7,0.38271
5.775,0.386587
5.85,0.391568
5.925,0.397132
6,0.403211
6.075,0.408976
6.15,0.413914
6.225,0.417112
6.3,0.417746
6.375,0.41568
6.45,0.410949
6.525,0.404248
6.6,0.39656
6.675,0.388538
6.75,0.380773
6.825,0.373966
6.9,0.368052
6.975,0.363307
7.05,0.359406
7.125,0.356602
7.2,0.354761
7.275,0.353513
7.35,0.353185
7.425,0.353274
7.5,0.35393
7.575,0.354896
7.65,0.356337
7.725,0.358025
7.8,0.360273
7.875,0.362612
7.95,0.365546
8.025,0.369309
8.1,0.373823
8.175,0.379604
8.25,0.386718
8.325,0.395606
8.4,0.406118
8.475,0.417128
8.55,0.427502
8.625,0.434569
8.7,0.436609
8.775,0.431852
8.85,0.42139
8.925,0.407518
9,0.393066
9.075,0.3796
9.15,0.368317
9.225,0.359873
9.3,0.354126
9.375,0.350646
9.45,0.349636
9.525,0.35033
9.6,0.35285
9.675,0.356453
9.75,0.361048
9.825,0.365812
9.9,0.369936
9.975,0.372948
10.05,0.37428
10.125,0.373662
10.2,0.371165
10.275,0.367667
10.35,0.363712
10.425,0.360438
10.5,0.358511
10.575,0.358837
10.65,0.362084
10.725,0.369039
10.8,0.380176
10.875,0.39632
10.95,0.415749
11.025,0.434081
11.1,0.4467
11.175,0.449223
11.25,0.440249
11.325,0.423704
11.4,0.405091
11.475,0.38789
11.55,0.374176
11.625,0.363889
11.7,0.357253
11.775,0.353414
11.85,0.352142
11.925,0.352931
12,0.354939
12.075,0.358118
12.15,0.361859
12.225,0.365397
12.3,0.368451
12.375,0.370692
12.45,0.371401
12.525,0.371005
12.6,0.369329
12.675,0.366789
12.75,0.363996
12.825,0.361703
12.9,0.359959
12.975,0.359385
13.05,0.360701
13.125,0.364078
13.2,0.370363
13.275,0.379766
13.35,0.392997
13.425,0.408888
13.5,0.426122
13.575,0.44063
13.65,0.447833
13.725,0.444336
13.8,0.430949
13.875,0.412518
13.95,0.393662
14.025,0.378049
14.1,0.365974
14.175,0.357873
14.25,0.353305
14.325,0.35165
14.4,0.352167
14.475,0.354584
14.55,0.357965
14.625,0.361998
14.7,0.365759
14.775,0.368879
14.85,0.370893
14.925,0.371367
15,0.370752
15.075,0.368921
15.15,0.366576
15.225,0.363932
15.3,0.361856
15.375,0.360287
15.45,0.359586
15.525,0.360615
15.6,0.363377
15.675,0.368372
15.75,0.376379
15.825,0.388086
15.9,0.40292
15.975,0.420326
16.05,0.436909
16.125,0.447213
16.2,0.447089
16.275,0.435244
16.35,0.417041
16.425,0.397803
16.5,0.381527
16.575,0.368881
16.65,0.360259
16.725,0.354894
16.8,0.352704
16.875,0.352652
16.95,0.354403
17.025,0.357362
17.1,0.360842
17.175,0.364588
17.25,0.367774
17.325,0.36993
17.4,0.371109
17.475,0.370916
17.55,0.369555
17.625,0.367416
17.7,0.36499
17.775,0.362439
17.85,0.360653
17.925,0.359498
18,0.359943
18.075,0.361978
18.15,0.366188
18.225,0.373166
18.3,0.383294
18.375,0.397815
18.45,0.414637
18.525,0.432879
18.6,0.445499
18.675,0.448569
18.75,0.439107
18.825,0.421805
18.9,0.402415
18.975,0.38555
19.05,0.372006
19.125,0.362349
19.2,0.356252
19.275,0.3532
19.35,0.352644
19.425,0.353916
19.5,0.356495
19.575,0.360059
19.65,0.363666
19.725,0.366822
