Time,avg(H)
0.075,0.5
0.15,0.5
0.225,0.5
0.3,0.5
0.375,0.5
0.45,0.5
0.525,0.5
0.6,0.5
0.675,0.5
0.75,0.5
0.825,0.5
0.9,0.5
0.975,0.5
1.05,0.500001
1.125,0.500001
1.2,0.500001
1.275,0.500001
1.35,0.500001
1.425,0.500001
1.5,0.500001
1.575,0.500001
1.65,0.5
1.725,0.5
1.8,0.5
1.875,0.5
1.95,0.5
2.025,0.500001
2.1,0.500002
2.175,0.500004
2.25,0.500007
2.325,0.500011
2.4,0.500016
2.475,0.500023
2.55,0.500033
2.625,0.500046
2.7,0.500063
2.775,0.500085
2.85,0.500113
2.925,0.500148
3,0.500193
3.075,0.500247
3.15,0.500312
3.225,0.500389
3.3,0.500477
3.375,0.500575
3.45,0.500681
3.525,0.500791
3.6,0.5009
3.675,0.501002
3.75,0.501087
3.825,0.501142
3.9,0.501153
3.975,0.501108
4.05,0.500992
4.125,0.500782
4.2,0.500444
4.275,0.499911
4.35,0.499277
4.425,0.498544
4.5,0.497565
4.575,0.496593
4.65,0.495429
4.725,0.494349
4.8,0.493222
4.875,0.492309
4.95,0.491547
5.025,0.491234
5.1,0.49141
5.175,0.492333
5.25,0.494048
5.325,0.496821
5.4,0.500789
5.475,0.506048
5.55,0.512618
5.625,0.520276
5.7,0.528694
5.775,0.53719
5.85,0.544795
5.925,0.550337
6,0.552578
6.075,0.55075
6.15,0.544717
6.225,0.535131
6.3,0.523133
6.375,0.510135
6.45,0.497223
6.525,0.485119
6.6,0.474295
6.675,0.465079
6.75,0.457496
6.825,0.451568
6.9,0.447305
6.975,0.444747
7.05,0.443874
7.125,0.444991
7.2,0.448377
7.275,0.454364
7.35,0.463451
7.425,0.476201
7.5,0.493223
7.575,0.514433
7.65,0.539146
7.725,0.564113
7.8,0.583603
7.875,0.593002
7.95,0.588261
8.025,0.571731
8.1,0.549526
8.175,0.526589
8.25,0.505811
8.325,0.488673
8.4,0.475281
8.475,0.465201
8.55,0.457976
8.625,0.453054
8.7,0.449886
8.775,0.448164
8.85,0.447475
8.925,0.447785
9,0.449047
9.075,0.451361
9.15,0.455012
9.225,0.460364
9.3,0.467827
9.375,0.477953
9.45,0.491213
9.525,0.508217
9.6,0.528057
9.675,0.549574
9.75,0.569206
