Time,avg(flux)
10.425,0.000313285
10.5,0.000307907
10.575,0.000287854
10.65,0.000254861
10.725,0.000211344
10.8,0.000160871
10.875,0.000105935
10.95,5.0277e-05
11.025,-3.62258e-06
11.1,-5.34678e-05
11.175,-9.81823e-05
11.25,-0.000137199
11.325,-0.000170783
11.4,-0.000199696
11.475,-0.000224842
11.55,-0.000247111
11.625,-0.00026736
11.7,-0.000286136
11.775,-0.000303597
11.85,-0.000319706
11.925,-0.000334023
12,-0.000345979
12.075,-0.000354796
12.15,-0.000359612
12.225,-0.000359527
12.3,-0.000353666
12.375,-0.000341352
12.45,-0.000321467
12.525,-0.000293256
12.6,-0.000256572
12.675,-0.000210955
12.75,-0.000157512
12.825,-9.69802e-05
12.9,-3.21545e-05
12.975,3.39412e-05
13.05,9.8861e-05
13.125,0.000158862
13.2,0.000210901
13.275,0.000251254
13.35,0.000276802
13.425,0.000286303
