Time,avg(flux)
9.3,0.00470139
9.375,0.00462939
9.45,0.00436626
9.525,0.00398168
9.6,0.00355489
9.675,0.00315732
9.75,0.00283918
9.825,0.00262323
9.9,0.00250535
9.975,0.00246084
10.05,0.00245312
10.125,0.00244398
10.2,0.00240178
10.275,0.00230686
10.35,0.00215264
10.425,0.00194584
10.5,0.00170301
10.575,0.00144372
10.65,0.00118575
10.725,0.000945505
10.8,0.000731712
10.875,0.000546982
10.95,0.000388248
11.025,0.000249063
11.1,0.000121344
11.175,-2.96872e-06
11.25,-0.000129986
11.325,-0.000264145
11.4,-0.000407702
11.475,-0.000560677
11.55,-0.000721321
11.625,-0.000886675
11.7,-0.00105284
11.775,-0.0012162
11.85,-0.00137299
11.925,-0.0015205
12,-0.00165662
12.075,-0.00178023
12.15,-0.00189219
12.225,-0.00199424
12.3,-0.00208823
12.375,-0.00217628
12.45,-0.00226078
12.525,-0.00234263
12.6,-0.00242141
12.675,-0.00249612
12.75,-0.00256519
12.825,-0.00262568
12.9,-0.00267519
12.975,-0.00270767
13.05,-0.00271807
13.125,-0.00269683
13.2,-0.00263626
13.275,-0.00252889
13.35,-0.00236287
13.425,-0.00212631
13.5,-0.00180642
13.575,-0.00138869
13.65,-0.000861366
13.725,-0.000218115
13.8,0.000535056
13.875,0.00137366
13.95,0.00225081
14.025,0.00309786
14.1,0.00383501
14.175,0.0043886
14.25,0.00470789
14.325,0.00477869
