Time,avg(flux)
9.45,0.00109956
9.525,0.00104719
9.6,0.000921963
9.675,0.000732644
9.75,0.000495397
9.825,0.000230896
9.9,-3.8896e-05
9.975,-0.00029368
10.05,-0.000517751
10.125,-0.000700284
10.2,-0.000835954
10.275,-0.000926612
10.35,-0.000977557
10.425,-0.000995556
10.5,-0.000988228
10.575,-0.000962964
10.65,-0.000926538
10.725,-0.000883514
10.8,-0.000836495
10.875,-0.000785242
10.95,-0.000727225
11.025,-0.000659614
11.1,-0.000577074
11.175,-0.000474668
11.25,-0.000348301
11.325,-0.000196775
11.4,-1.99789e-05
11.475,0.000177471
11.55,0.000387518
11.625,0.000596634
11.7,0.000787949
11.775,0.000942817
11.85,0.00104432
11.925,0.00107936
