Time,avg(flux)
12.375,0.00221599
12.45,0.00220807
12.525,0.0021393
12.6,0.00202329
12.675,0.001878
12.75,0.00171711
12.825,0.00155561
12.9,0.0014038
12.975,0.00126471
13.05,0.00114152
13.125,0.00103425
13.2,0.000941201
13.275,0.000857746
13.35,0.000779679
13.425,0.000702259
13.5,0.000621421
13.575,0.000534801
13.65,0.000440988
13.725,0.00034023
13.8,0.00023315
13.875,0.00012216
13.95,7.20992e-06
14.025,-0.000106725
14.1,-0.000216023
14.175,-0.000318084
14.25,-0.000411385
14.325,-0.000495157
14.4,-0.000569752
14.475,-0.000635603
14.55,-0.000693822
14.625,-0.000745198
14.7,-0.000789196
14.775,-0.0008248
14.85,-0.000850145
14.925,-0.000863123
15,-0.000861567
15.075,-0.000842999
15.15,-0.000805088
15.225,-0.000745686
15.3,-0.000662627
15.375,-0.000552988
15.45,-0.000413932
15.525,-0.000242977
15.6,-3.8829e-05
15.675,0.000197691
15.75,0.00046302
15.825,0.000749566
15.9,0.00104586
15.975,0.00133731
16.05,0.00160758
16.125,0.00184061
16.2,0.00202353
16.275,0.0021507
16.35,0.00222389
