Time,avg(flux)
12.3,0.00477785
12.375,0.00462228
12.45,0.00422338
12.525,0.00366553
12.6,0.00304501
12.675,0.00244757
12.75,0.00194027
12.825,0.00156102
12.9,0.00131885
12.975,0.00119946
13.05,0.00117299
13.125,0.00120004
13.2,0.00123929
13.275,0.0012548
13.35,0.00121949
13.425,0.00111777
13.5,0.000946004
13.575,0.000714121
13.65,0.000436288
13.725,0.000133985
13.8,-0.000171065
13.875,-0.000461732
13.95,-0.000724531
14.025,-0.000951293
14.1,-0.00113815
14.175,-0.00128472
14.25,-0.00139679
14.325,-0.00148243
14.4,-0.00154994
14.475,-0.00160892
14.55,-0.00166773
14.625,-0.00173314
14.7,-0.00180893
14.775,-0.00189524
14.85,-0.00199002
14.925,-0.00208816
15,-0.00218059
15.075,-0.00225712
15.15,-0.00230714
15.225,-0.00232086
15.3,-0.00228785
15.375,-0.00219659
15.45,-0.00203059
15.525,-0.00176928
15.6,-0.00138986
15.675,-0.000875951
15.75,-0.00021936
15.825,0.000570713
15.9,0.00146217
15.975,0.00239098
16.05,0.00327242
16.125,0.00400915
16.2,0.00451455
16.275,0.00473186
