Time,avg(flux)
10.275,0.00267481
10.35,0.00260231
10.425,0.00234178
10.5,0.00194104
10.575,0.00146064
10.65,0.000961071
10.725,0.000492037
10.8,8.76209e-05
10.875,-0.000233412
10.95,-0.00046644
11.025,-0.000618072
11.1,-0.000698132
11.175,-0.000720524
11.25,-0.000701599
11.325,-0.000656935
11.4,-0.000602074
11.475,-0.00055277
11.55,-0.00052431
11.625,-0.000526433
11.7,-0.000564409
11.775,-0.000642832
11.85,-0.000757142
11.925,-0.00090023
12,-0.0010598
12.075,-0.0012229
12.15,-0.00137016
12.225,-0.00148724
12.3,-0.00155986
12.375,-0.00157504
12.45,-0.00152432
12.525,-0.00139465
12.6,-0.00117606
12.675,-0.000862687
12.75,-0.000451692
12.825,4.98712e-05
12.9,0.000619552
12.975,0.00121747
13.05,0.00178779
13.125,0.00226278
13.2,0.00258296
13.275,0.00270716
