Time,avg(flux)
9.675,0.00128949
9.75,0.00127749
9.825,0.00125346
9.9,0.00122144
9.975,0.00118139
10.05,0.00113521
10.125,0.00108607
10.2,0.00103469
10.275,0.000980684
10.35,0.000923206
10.425,0.000862362
10.5,0.000796909
10.575,0.000727102
10.65,0.000654098
10.725,0.000577159
10.8,0.000496425
10.875,0.000414812
10.95,0.000334333
11.025,0.000255535
11.1,0.000178775
11.175,0.00010506
11.25,3.33109e-05
11.325,-3.63922e-05
11.4,-0.000103376
11.475,-0.000168384
11.55,-0.000230828
11.625,-0.000291512
11.7,-0.000349096
11.775,-0.000403361
11.85,-0.000454446
11.925,-0.000501562
12,-0.000545567
12.075,-0.000585858
12.15,-0.000625653
12.225,-0.000663215
12.3,-0.000698236
12.375,-0.000731869
12.45,-0.000762296
12.525,-0.000788769
12.6,-0.000810787
12.675,-0.000826397
12.75,-0.000832157
12.825,-0.000827477
12.9,-0.000811666
12.975,-0.000782602
13.05,-0.000739883
13.125,-0.000683786
13.2,-0.000613721
13.275,-0.00052999
13.35,-0.000433339
13.425,-0.000322639
13.5,-0.00020246
13.575,-7.07943e-05
13.65,6.9347e-05
13.725,0.00021543
13.8,0.000364595
13.875,0.000513889
13.95,0.000659504
14.025,0.000798179
14.1,0.000927214
14.175,0.00104511
14.25,0.00115233
14.325,0.00124563
14.4,0.00132433
14.475,0.00138408
14.55,0.00142438
14.625,0.00144485
