Time,avg(flux)
13.95,0.000964211
14.025,0.000889782
14.1,0.000755487
14.175,0.000579388
14.25,0.000379987
14.325,0.000165789
14.4,-5.27022e-05
14.475,-0.000262535
14.55,-0.000454584
14.625,-0.000622138
14.7,-0.000760029
14.775,-0.000864678
14.85,-0.000933717
14.925,-0.00096504
15,-0.000956804
15.075,-0.000907818
15.15,-0.000816996
15.225,-0.000685921
15.3,-0.00051859
15.375,-0.000318136
15.45,-9.41861e-05
15.525,0.000148832
15.6,0.000392305
15.675,0.000615843
15.75,0.000797237
15.825,0.000918129
15.9,0.000967677
