Time,avg(flux)
13.425,0.0011062
13.5,0.00104248
13.575,0.000920619
13.65,0.000754764
13.725,0.000560958
13.8,0.000355316
13.875,0.000152351
13.95,-3.71982e-05
14.025,-0.000205748
14.1,-0.000348309
14.175,-0.000463991
14.25,-0.000554785
14.325,-0.000624739
14.4,-0.000678686
14.475,-0.000722063
14.55,-0.000759878
14.625,-0.000796004
14.7,-0.000833031
14.775,-0.000872258
14.85,-0.000913741
14.925,-0.000956531
15,-0.000998161
15.075,-0.0010356
15.15,-0.00106465
15.225,-0.00108065
15.3,-0.001079
15.375,-0.00105527
15.45,-0.00100417
15.525,-0.000920408
15.6,-0.000801083
15.675,-0.000644039
15.75,-0.000450937
15.825,-0.000226773
15.9,2.00861e-05
15.975,0.000277257
16.05,0.000527568
16.125,0.000753282
16.2,0.000935743
16.275,0.00106112
16.35,0.0011187
