Time,avg(flux)
8.475,0.00126173
8.55,0.00124891
8.625,0.00121351
8.7,0.00115919
8.775,0.00108991
8.85,0.00101189
8.925,0.000927032
9,0.000841276
9.075,0.00075796
9.15,0.000677949
9.225,0.00060221
9.3,0.000531936
9.375,0.000464896
9.45,0.00040097
9.525,0.000337314
9.6,0.000272456
9.675,0.000205269
9.75,0.000135854
9.825,6.61559e-05
9.9,-6.60458e-06
9.975,-8.05949e-05
10.05,-0.000152629
10.125,-0.000223326
10.2,-0.000289817
10.275,-0.000351376
10.35,-0.000406633
10.425,-0.000455632
10.5,-0.00049811
10.575,-0.000534189
10.65,-0.000563818
10.725,-0.000586845
10.8,-0.000602562
10.875,-0.00061005
10.95,-0.000608011
11.025,-0.000594611
11.1,-0.000568116
11.175,-0.000526751
11.25,-0.00046907
11.325,-0.000394079
11.4,-0.000301704
11.475,-0.000191961
11.55,-6.56925e-05
11.625,7.52014e-05
11.7,0.000228409
11.775,0.000390732
11.85,0.000557948
11.925,0.000725334
12,0.000887163
12.075,0.00103731
12.15,0.00116932
12.225,0.00127691
12.3,0.0013559
12.375,0.00140423
12.45,0.00142197
