Time,avg(flux)
12.825,0.00376646
12.9,0.00377375
12.975,0.00377572
13.05,0.00376756
13.125,0.00374449
13.2,0.00370419
13.275,0.00364649
13.35,0.00357253
13.425,0.00348443
13.5,0.00338484
13.575,0.00327658
13.65,0.00316275
13.725,0.00304604
13.8,0.00292835
13.875,0.00281051
13.95,0.00269217
14.025,0.00257216
14.1,0.00244895
14.175,0.00232133
14.25,0.00218882
14.325,0.0020517
14.4,0.00191103
14.475,0.00176817
14.55,0.00162438
14.625,0.00148081
14.7,0.00133821
14.775,0.00119699
14.85,0.00105712
14.925,0.0009183
15,0.000779848
15.075,0.000641127
15.15,0.000501538
15.225,0.000360888
15.3,0.000219331
15.375,7.73185e-05
15.45,-6.45593e-05
15.525,-0.000205793
15.6,-0.000346197
15.675,-0.000485954
15.75,-0.000625428
15.825,-0.000765079
15.9,-0.000905369
15.975,-0.00104615
16.05,-0.00118712
16.125,-0.00132767
16.2,-0.00146703
16.275,-0.00160464
16.35,-0.00174009
16.425,-0.00187327
16.5,-0.00200369
16.575,-0.00213077
16.65,-0.00225334
16.725,-0.00237001
16.8,-0.00247983
16.875,-0.00258257
16.95,-0.00267891
17.025,-0.00277053
17.1,-0.00285915
17.175,-0.0029456
17.25,-0.0030298
17.325,-0.00311138
17.4,-0.00318955
17.475,-0.00326372
17.55,-0.00333278
17.625,-0.00339687
17.7,-0.00345705
17.775,-0.0035159
17.85,-0.00357607
17.925,-0.00363788
18,-0.00369946
18.075,-0.00375787
18.15,-0.00381013
18.225,-0.00385368
18.3,-0.00388638
18.375,-0.0039042
18.45,-0.00390532
18.525,-0.00389006
18.6,-0.00385908
18.675,-0.00381345
18.75,-0.00375093
18.825,-0.00366979
18.9,-0.00356661
18.975,-0.00343797
19.05,-0.00327945
19.125,-0.00308618
19.2,-0.00285406
19.275,-0.00257925
19.35,-0.00225732
19.425,-0.00188497
19.5,-0.00145934
19.575,-0.000980041
19.65,-0.000451921
19.725,0.000114194
19.8,0.000701643
19.875,0.00128796
19.95,0.00184748
20.025,0.00235487
20.1,0.00278999
20.175,0.00313888
20.25,0.00339909
20.325,0.00357803
20.4,0.00369074
20.475,0.00375449
20.55,0.00378514
20.625,0.00379544
20.7,0.00379671
20.775,0.00379493
20.85,0.00379247
