Time,avg(flux)
14.475,0.00211427
14.55,0.0020883
14.625,0.00203503
14.7,0.00196354
14.775,0.00188387
14.85,0.00180377
14.925,0.00172774
15,0.00165669
15.075,0.00158951
15.15,0.00152431
15.225,0.00145855
15.3,0.00139012
15.375,0.00131644
15.45,0.00123602
15.525,0.00114877
15.6,0.00105486
15.675,0.000955565
15.75,0.000852579
15.825,0.000747532
15.9,0.000642392
15.975,0.000538081
16.05,0.00043574
16.125,0.000336042
16.2,0.000238951
16.275,0.000144119
16.35,5.15155e-05
16.425,-3.90193e-05
16.5,-0.000127439
16.575,-0.000213628
16.65,-0.000297106
16.725,-0.000377509
16.8,-0.00045411
16.875,-0.00052647
16.95,-0.000593777
17.025,-0.000655924
17.1,-0.000712714
17.175,-0.000764445
17.25,-0.000811096
17.325,-0.000853048
17.4,-0.000890654
17.475,-0.000923825
17.55,-0.000952038
17.625,-0.000974589
17.7,-0.00099028
17.775,-0.000997324
17.85,-0.000993995
17.925,-0.000977898
18,-0.000946982
18.075,-0.000898946
18.15,-0.000831685
18.225,-0.000743423
18.3,-0.000632703
18.375,-0.000498516
18.45,-0.000339999
18.525,-0.000157888
18.6,4.60997e-05
18.675,0.000268599
18.75,0.000504885
18.825,0.000749912
18.9,0.000996461
18.975,0.00123659
19.05,0.00146223
19.125,0.00166849
19.2,0.0018487
19.275,0.00199362
19.35,0.0020908
19.425,0.00213415
