Time,avg(flux)
13.275,0.00107555
13.35,0.00107272
13.425,0.00106547
13.5,0.0010542
13.575,0.0010388
13.65,0.0010194
13.725,0.000996029
13.8,0.000968746
13.875,0.000937886
13.95,0.000903605
14.025,0.000866557
14.1,0.000826969
14.175,0.000785013
14.25,0.00074094
14.325,0.000694774
14.4,0.000646494
14.475,0.000596187
14.55,0.000543999
14.625,0.000490203
14.7,0.000435004
14.775,0.000378656
14.85,0.000321372
14.925,0.000263319
15,0.00020459
15.075,0.000145332
15.15,8.57506e-05
15.225,2.60842e-05
15.3,-3.35611e-05
15.375,-9.30164e-05
15.45,-0.000152285
15.525,-0.000211275
15.6,-0.000269982
15.675,-0.000328251
15.75,-0.000385694
15.825,-0.000442277
15.9,-0.00049754
15.975,-0.000551286
16.05,-0.000604145
16.125,-0.000655992
16.2,-0.000706503
16.275,-0.000755328
16.35,-0.000803104
16.425,-0.000850188
16.5,-0.000896026
16.575,-0.000941328
16.65,-0.000985747
16.725,-0.00102837
16.8,-0.00106898
16.875,-0.00110705
16.95,-0.00114332
17.025,-0.00117776
17.1,-0.00121
17.175,-0.00123948
17.25,-0.0012654
17.325,-0.00128854
17.4,-0.00130853
17.475,-0.0013251
17.55,-0.00133814
17.625,-0.00134785
17.7,-0.00135392
17.775,-0.00135666
17.85,-0.00135544
17.925,-0.00135079
18,-0.0013421
18.075,-0.00132954
18.15,-0.00131252
18.225,-0.0012916
18.3,-0.00126647
18.375,-0.00123673
18.45,-0.00120261
18.525,-0.00116408
18.6,-0.0011208
18.675,-0.00107279
18.75,-0.0010208
18.825,-0.000963862
18.9,-0.000901958
18.975,-0.000835348
19.05,-0.000763788
19.125,-0.000687702
19.2,-0.000606666
19.275,-0.00052188
19.35,-0.000434127
19.425,-0.000344077
19.5,-0.000252153
19.575,-0.000159309
19.65,-6.73273e-05
19.725,2.41965e-05
19.8,0.000114682
19.875,0.000203219
19.95,0.000289252
20.025,0.000371103
20.1,0.000448889
20.175,0.000522856
20.25,0.000592161
20.325,0.000656507
20.4,0.000715807
20.475,0.00077009
20.55,0.000819012
20.625,0.000863975
20.7,0.000903773
20.775,0.000938851
20.85,0.00096893
20.925,0.000993687
21,0.00101344
21.075,0.00102851
21.15,0.00103843
