Time,avg(flux)
18.675,0.000330862
18.9,0.000302758
19.125,0.000237024
19.35,0.00014553
19.575,3.48385e-05
19.8,-8.8413e-05
20.025,-0.000220009
20.25,-0.000354437
20.475,-0.000471168
20.7,-0.00054253
20.925,-0.00053782
21.15,-0.000433086
21.375,-0.00022942
21.6,4.10367e-05
21.825,0.000346094
22.05,0.000638555
22.275,0.000877456
22.5,0.00104593
22.725,0.00113192
22.95,0.00112966
23.175,0.00103768
23.4,0.000859375
23.625,0.000589568
23.85,0.000274205
24.075,-2.35915e-05
24.3,-0.000267741
24.525,-0.000478114
24.75,-0.000703878
24.975,-0.000963699
25.2,-0.00121761
25.425,-0.00141357
25.65,-0.00155064
25.875,-0.00166304
26.1,-0.00174361
26.325,-0.00171432
26.55,-0.00147836
26.775,-0.000973165
27,-0.000155194
27.225,0.000951363
27.45,0.00206523
27.675,0.0026923
27.9,0.00263742
28.125,0.00221261
28.35,0.00179091
28.575,0.00145202
28.8,0.00110174
29.025,0.000693663
29.25,0.000260411
29.475,-0.000147767
29.7,-0.000501891
29.925,-0.000809845
30.15,-0.00110194
30.375,-0.0013949
30.6,-0.00167331
30.825,-0.00192053
31.05,-0.00213181
31.275,-0.00229277
31.5,-0.00238234
31.725,-0.0023789
31.95,-0.00221595
32.175,-0.00172568
32.4,-0.000677896
32.625,0.00102224
32.85,0.00282654
33.075,0.00357616
33.3,0.00307592
33.525,0.00234811
33.75,0.00199927
33.975,0.0017409
34.2,0.0012628
34.425,0.000685422
34.65,0.000225616
34.875,-0.000110323
35.1,-0.000433697
35.325,-0.0007996
35.55,-0.00117661
35.775,-0.00151117
36,-0.0017837
36.225,-0.00201251
36.45,-0.00221015
36.675,-0.00236287
36.9,-0.00243631
37.125,-0.00239119
37.35,-0.00217679
37.575,-0.001668
37.8,-0.000662004
38.025,0.000891526
38.25,0.00250557
38.475,0.00322763
38.7,0.00284034
38.925,0.00216793
39.15,0.00181552
39.375,0.0016012
39.6,0.00121216
39.825,0.000679573
40.05,0.000215998
40.275,-0.000100878
40.5,-0.000343429
40.725,-0.000595198
40.95,-0.000873916
41.175,-0.00115075
41.4,-0.00140008
41.625,-0.00160998
41.85,-0.00175238
42.075,-0.00179397
42.3,-0.00171041
42.525,-0.00149505
42.75,-0.0011408
42.975,-0.000613683
43.2,9.19245e-05
43.425,0.000854985
43.65,0.00144412
43.875,0.00167347
44.1,0.00157856
44.325,0.00133991
44.55,0.00109534
44.775,0.000850555
45,0.000574099
45.225,0.000275598
45.45,6.40025e-06
45.675,-0.000177316
45.9,-0.000273567
46.125,-0.000340823
46.35,-0.000445466
46.575,-0.000583793
46.8,-0.000682373
47.025,-0.000672482
47.25,-0.000531507
47.475,-0.000302622
47.7,-6.06442e-05
47.925,0.000132839
48.15,0.000237535
48.375,0.000256798
48.6,0.000241899
