Time,avg(flux)
27.3,0.000320203
27.6,0.000293473
27.9,0.000294321
28.2,0.000291276
28.5,0.00019599
28.8,3.73313e-05
29.1,-7.09186e-05
29.4,-0.000137036
29.7,-0.000253327
30,-0.000385332
30.3,-0.000443089
30.6,-0.00046031
30.9,-0.000465801
31.2,-0.000411525
31.5,-0.00032585
31.8,-0.000245045
32.1,-0.000104383
32.4,0.000124049
32.7,0.000395808
33,0.000688748
33.3,0.000958024
33.6,0.00114257
33.9,0.00123777
34.2,0.00128777
34.5,0.00129934
34.8,0.00121757
35.1,0.0010409
35.4,0.000846084
35.7,0.000662087
36,0.000456028
36.3,0.000193989
36.6,-9.03782e-05
36.9,-0.000355703
37.2,-0.000604838
37.5,-0.000828375
37.8,-0.00101764
38.1,-0.00119914
38.4,-0.00138956
38.7,-0.00155682
39,-0.00165541
39.3,-0.00167365
39.6,-0.00160441
39.9,-0.0014513
40.2,-0.00120269
40.5,-0.000790315
40.8,-0.000148777
41.1,0.000675652
41.4,0.00149664
41.7,0.00214004
42,0.0025445
42.3,0.00267264
42.6,0.00261672
42.9,0.00249789
43.2,0.00225841
43.5,0.00192902
43.8,0.00160548
44.1,0.00123992
44.4,0.000841492
44.7,0.000482439
45,0.000114408
45.3,-0.000288776
45.6,-0.000656494
45.9,-0.000957372
46.2,-0.001237
46.5,-0.00152518
46.8,-0.0017828
47.1,-0.0019822
47.4,-0.00214168
47.7,-0.00226322
48,-0.00232688
48.3,-0.00230837
48.6,-0.00216878
48.9,-0.00184782
49.2,-0.00125275
49.5,-0.000277485
49.8,0.00105482
50.1,0.00235188
50.4,0.0030924
50.7,0.00332433
51,0.00333546
51.3,0.00318214
51.6,0.00292285
51.9,0.00258976
52.2,0.00222222
52.5,0.00183356
52.8,0.00142113
53.1,0.0010154
53.4,0.000600914
53.7,0.00016849
54,-0.000256135
54.3,-0.000638999
54.6,-0.000953467
54.9,-0.0012221
55.2,-0.00149431
55.5,-0.00176523
55.8,-0.00197267
56.1,-0.00209959
56.4,-0.00217751
56.7,-0.00221416
57,-0.00218002
57.3,-0.00197731
57.6,-0.00154968
57.9,-0.000869455
58.2,0.0001305
58.5,0.00133581
58.8,0.0023373
59.1,0.00284314
59.4,0.00298567
59.7,0.00296587
60,0.00283442
60.3,0.00261734
60.6,0.00233681
60.9,0.00202543
61.2,0.00170327
61.5,0.00135104
61.8,0.000957903
62.1,0.000537097
62.4,0.000135027
62.7,-0.000210466
63,-0.0004575
63.3,-0.000629591
63.6,-0.000818201
63.9,-0.00105032
64.2,-0.0012527
64.5,-0.0013441
64.8,-0.00134333
65.1,-0.00133546
65.4,-0.0013209
65.7,-0.00115734
66,-0.000770406
66.3,-0.000297192
66.6,0.000154564
66.9,0.000632839
67.2,0.00114453
67.5,0.00153518
67.8,0.00169103
68.1,0.00171888
68.4,0.00175105
68.7,0.00172416
69,0.0015673
69.3,0.0013878
69.6,0.00127259
69.9,0.0011241
70.2,0.000881237
70.5,0.000624478
70.8,0.000384917
71.1,0.000137694
71.4,-4.11223e-05
71.7,-8.94937e-05
72,-7.90865e-05
72.3,-7.68945e-05
72.6,-0.000117027
72.9,-0.000195887
73.2,-0.000201256
73.5,-7.33786e-05
73.8,7.8682e-05
74.1,0.000183562
74.4,0.000271434
74.7,0.000392743
75,0.000514043
75.3,0.000589616
75.6,0.000649802
75.9,0.000717485
