Time,avg(flux)
12.45,0.000169183
12.6,0.000154137
12.75,0.000102379
12.9,3.47482e-05
13.05,-3.02999e-05
13.2,-8.45419e-05
13.35,-0.000125841
13.5,-0.000145697
13.65,-0.000133622
13.8,-8.18793e-05
13.95,7.74443e-06
14.1,0.000124217
14.25,0.000251857
14.4,0.000374155
14.55,0.000472172
14.7,0.000530782
14.85,0.000535622
15,0.000477247
15.15,0.000362492
15.3,0.000211182
15.45,4.3769e-05
15.6,-0.000122624
15.75,-0.000274148
15.9,-0.000400505
16.05,-0.000496917
16.2,-0.000563948
16.35,-0.000602873
16.5,-0.000604261
16.65,-0.000552224
16.8,-0.000429506
16.95,-0.000225
17.1,5.98639e-05
17.25,0.000401845
17.4,0.000744957
17.55,0.00100924
17.7,0.00113403
17.85,0.00109157
18,0.00088833
18.15,0.000588462
18.3,0.000269095
18.45,-1.29641e-05
18.6,-0.000235492
18.75,-0.000404306
18.9,-0.000536614
19.05,-0.000647687
19.2,-0.000744642
19.35,-0.00082771
19.5,-0.000881866
19.65,-0.000886727
19.8,-0.000814844
19.95,-0.000637781
20.1,-0.000336224
20.25,8.5432e-05
20.4,0.000579119
20.55,0.00104195
20.7,0.00133871
20.85,0.00137684
21,0.00115359
21.15,0.000766273
21.3,0.000343898
21.45,-1.26353e-05
21.6,-0.000259515
21.75,-0.00040994
21.9,-0.000503877
22.05,-0.000580592
22.2,-0.000662767
22.35,-0.000755068
22.5,-0.000843306
22.65,-0.0009009
22.8,-0.000898473
22.95,-0.000806295
23.1,-0.000602836
23.25,-0.000274684
23.4,0.000166595
23.55,0.000644032
23.7,0.00103831
23.85,0.00123433
24,0.00118509
24.15,0.000936642
24.3,0.000595889
24.45,0.00025487
24.6,-1.67193e-05
24.75,-0.000193665
24.9,-0.000294998
25.05,-0.000350995
25.2,-0.00039263
25.35,-0.000440248
25.5,-0.000496454
25.65,-0.000546405
25.8,-0.000565645
25.95,-0.000527268
26.1,-0.000413361
26.25,-0.000210759
26.4,6.16723e-05
26.55,0.000358247
26.7,0.000616046
26.85,0.000775728
27,0.000805553
27.15,0.000712921
27.3,0.000540716
27.45,0.000346378
27.6,0.000176339
27.75,4.83575e-05
27.9,-3.71581e-05
28.05,-8.2943e-05
28.2,-0.000101021
28.35,-0.000103889
28.5,-9.85504e-05
28.65,-8.4494e-05
28.8,-5.49123e-05
28.95,-3.43529e-06
29.1,7.07566e-05
29.25,0.000153702
29.4,0.000222788
29.55,0.000258317
