Time,avg(H)
0.15,0.5
0.3,0.5
0.45,0.5
0.6,0.5
0.75,0.5
0.9,0.5
1.05,0.500001
1.2,0.500001
1.35,0.500001
1.5,0.500001
1.65,0.5
1.8,0.5
1.95,0.5
2.1,0.500001
2.25,0.500006
2.4,0.500015
2.55,0.500034
2.7,0.500067
2.85,0.500129
3,0.500236
3.15,0.500415
3.3,0.500693
3.45,0.501104
3.6,0.501718
3.75,0.50259
3.9,0.503527
4.05,0.504653
4.2,0.505569
4.35,0.506197
4.5,0.506001
4.65,0.504772
4.8,0.502215
4.95,0.498393
5.1,0.493507
5.25,0.488208
5.4,0.482981
5.55,0.478617
5.7,0.475797
5.85,0.475543
6,0.478886
6.15,0.486934
6.3,0.500489
6.45,0.51879
6.6,0.538079
6.75,0.550097
6.9,0.547955
7.05,0.533295
7.2,0.514754
7.35,0.499271
7.5,0.489763
7.65,0.485767
7.8,0.485474
7.95,0.486555
8.1,0.486769
8.25,0.485086
8.4,0.481661
8.55,0.478118
8.7,0.476072
8.85,0.476959
9,0.481617
9.15,0.490153
9.3,0.501194
9.45,0.512523
9.6,0.520932
9.75,0.524167
9.9,0.522443
10.05,0.517587
10.2,0.511793
10.35,0.506199
10.5,0.501123
10.65,0.496975
10.8,0.493959
10.95,0.492336
11.1,0.491945
11.25,0.492546
11.4,0.493325
11.55,0.49397
11.7,0.494531
11.85,0.495358
12,0.497262
12.15,0.500308
12.3,0.503389
12.45,0.505138
12.6,0.504492
12.75,0.501841
12.9,0.498888
13.05,0.496746
13.2,0.495495
13.35,0
13.5,0.49352
13.65,0.493073
13.8,0.4943
13.95,0.497508
14.1,0.50182
14.25,0.505764
14.4,0.509349
14.55,0.513326
14.7,0.51703
14.85,0.518189
15,0.515576
15.15,0.510917
15.3,0.506042
15.45,0.501072
15.6,0.495522
15.75,0.49004
15.9,0.485771
16.05,0.483079
16.2,0.48111
16.35,0.479506
16.5,0.478801
16.65,0.479582
16.8,0.482863
16.95,0.488846
17.1,0.497381
17.25,0.508627
17.4,0.521925
17.55,0.534257
17.7,0.540465
17.85,0.538488
18,0.529838
18.15,0.517757
18.3,0.505964
18.45,0.496975
18.6,0.490773
18.75,0.486289
18.9,0.48275
19.05,0.479783
19.2,0.477095
19.35,0.474336
19.5,0.471787
19.65,0.47053
19.8,0.471217
19.95,0.47504
20.1,0.482897
20.25,0.495943
20.4,0.514374
20.55,0.535024
20.7,0.550695
20.85,0.554161
21,0.543613
21.15,0.526763
21.3,0.510601
21.45,0.498492
21.6,0.490929
21.75,0.486731
21.9,0.484173
22.05,0.482187
22.2,0.479814
22.35,0.476753
22.5,0.473294
22.65,0.47043
22.8,0.468931
22.95,0.469991
23.1,0.475059
23.25,0.485209
23.4,0.500429
23.55,0.519224
23.7,0.537209
23.85,0.547251
24,0.545205
24.15,0.533396
24.3,0.51862
24.45,0.505551
24.6,0.496576
24.75,0.491398
24.9,0.488747
25.05,0.487005
25.2,0.485185
25.35,0.482822
25.5,0.4802
25.65,0.477785
25.8,0.476465
25.95,0.476907
26.1,0.480013
26.25,0.486383
26.4,0.495603
26.55,0.506296
26.7,0.516255
26.85,0.52282
27,0.524481
27.15,0.521418
27.3,0.515614
27.45,0.508988
27.6,0.502727
27.75,0.497635
27.9,0.494413
28.05,0.49281
28.2,0.492222
28.35,0.491836
28.5,0.491636
28.65,0.491993
28.8,0.492949
28.95,0.494394
29.1,0.496306
29.25,0.499006
29.4,0.502101
29.55,0.504242
29.7,0.504587
29.85,0.503278
30,0.501031
30.15,0.4984
30.3,0.495955
30.45,0.49434
30.6,0.493358
30.75,0.492961
30.9,0.493458
31.05,0.495618
31.2,0.499174
31.35,0.503324
31.5,0.507643
31.65,0.511815
31.8,0.515167
31.95,0.516884
32.1,0.516228
32.25,0.513161
32.4,0.508411
32.55,0.50276
32.7,0.497137
32.85,0.492069
33,0.487784
33.15,0.484612
33.3,0.482147
33.45,0.480086
33.6,0.478839
33.75,0.478841
33.9,0.480401
34.05,0.484494
34.2,0.492008
34.35,0.50285
34.5,0.516128
34.65,0.529602
34.8,0.539224
34.95,0.541107
35.1,0.53457
35.25,0.522953
35.4,0.510712
35.55,0.500425
35.7,0.492887
35.85,0.487634
36,0.483887
36.15,0.480906
36.3,0.478152
36.45,0.475421
36.6,0.472867
36.75,0.470816
36.9,0.470117
37.05,0.471932
37.2,0.47774
37.35,0.488877
37.5,0.505849
37.65,0.527084
37.8,0.546666
37.95,0.555927
38.1,0.549859
38.25,0.533561
38.4,0.515704
38.55,0.501629
38.7,0.492701
38.85,0.487737
39,0.485074
39.15,0.482955
39.3,0.480476
39.45,0.477352
39.6,0.473846
39.75,0.470767
39.9,0.468785
40.05,0.468815
40.2,0.472312
40.35,0.48044
40.5,0.493701
40.65,0.511608
40.8,0.530662
40.95,0.544468
41.1,0.547049
41.25,0.538642
41.4,0.524549
41.55,0.510589
41.7,0.499837
41.85,0.493006
42,0.489112
42.15,0.486916
42.3,0.485194
42.45,0.483167
42.6,0.48057
42.75,0.478064
42.9,0.476512
43.05,0.476378
43.2,0.478575
43.35,0.484004
43.5,0.49269
43.65,0.503252
43.8,0.513465
43.95,0.520972
44.1,0.524072
44.25,0.522478
44.4,0.517387
44.55,0.51092
44.7,0.504639
44.85,0.499371
45,0.49565
45.15,0.493564
45.3,0.492711
45.45,0.492
45.6,0.491153
45.75,0.490711
45.9,0.491205
46.05,0.492864
46.2,0.495231
46.35,0.498226
46.5,0.501386
46.65,0.504008
46.8,0.504884
46.95,0.503716
47.1,0.501372
47.25,0.498952
47.4,0.496776
47.55,0.49491
47.7,0.493662
47.85,0.493246
48,0.493523
48.15,0.49487
48.3,0.497508
48.45,0.501295
48.6,0.505522
48.75,0.509642
48.9,0.513297
49.05,0.515923
49.2,0.51645
49.35,0.51427
49.5,0.509905
49.65,0.504592
49.8,0.499089
49.95,0.493896
50.1,0.489283
50.25,0.48549
50.4,0.482742
50.55,0.480715
50.7,0.479135
50.85,0.478552
51,0.479486
51.15,0.482615
51.3,0.488623
51.45,0.498296
51.6,0.511015
51.75,0.524791
51.9,0.53624
52.05,0.541079
52.2,0.537209
52.35,0.526848
52.5,0.514253
52.65,0.503167
52.8,0.495026
52.95,0.489379
53.1,0.485305
53.25,0.48197
53.4,0.478934
53.55,0.475971
53.7,0.473214
53.85,0.470962
54,0.469734
54.15,0.470701
54.3,0.475097
54.45,0.484436
54.6,0.499515
54.75,0.519502
54.9,0.540389
55.05,0.553812
55.2,0.553071
55.35,0.539643
55.5,0.52144
55.65,0.505548
55.8,0.4948
55.95,0.48869
56.1,0.485529
56.25,0
56.4,0.481219
56.55,0.4783
56.7,0.474848
56.85,0.47145
57,0.469001
57.15,0.468322
57.3,0.470505
57.45,0.47688
57.6,0.48845
57.75,0.504901
57.9,0.524109
58.05,0.540691
58.2,0.547954
58.35,0.542943
58.5,0.529497
58.65,0.514445
58.8,0.502123
58.95,0.494003
59.1,0.489478
59.25,0.487253
59.4,0.485781
59.55,0.483875
59.7,0.481186
59.85,0.478315
60,0.476122
