Time,avg(flux)
51.25,0.000753094
51.875,0.000740941
52.5,0.000686323
53.125,0.00060164
53.75,0.000482898
54.375,0.000352916
55,0.000209618
55.625,7.23988e-05
56.25,-5.03195e-05
56.875,-0.0001516
57.5,-0.000213808
58.125,-0.000232963
58.75,-0.000197489
59.375,-0.000101195
60,4.51584e-05
60.625,0.000243649
61.25,0.000483675
61.875,0.000750459
62.5,0.00103549
63.125,0.00133169
63.75,0.00156078
64.375,0.00168264
65,0.00175821
65.625,0.00179102
66.25,0.00171402
66.875,0.00153215
67.5,0.00127908
68.125,0.000978721
68.75,0.000645495
69.375,0.00032295
70,1.45681e-05
70.625,-0.000289272
71.25,-0.000574403
71.875,-0.000824009
72.5,-0.00103428
73.125,-0.00119386
73.75,-0.00132902
74.375,-0.00139988
75,-0.00130305
75.625,-0.00105894
76.25,-0.000728201
76.875,-0.00030243
77.5,0.000240923
78.125,0.000892627
78.75,0.00160267
79.375,0.00221129
80,0.00259918
80.625,0.00332355
81.25,0.00327819
81.875,0.00361156
82.5,0.0033334
83.125,0.0032003
83.75,0.0029039
84.375,0.0023629
85,0.0019707
85.625,0.00141945
86.25,0.000802002
86.875,0.000214234
87.5,-0.000317433
88.125,-0.000802697
88.75,-0.00130503
89.375,-0.00176983
90,-0.00200101
90.625,-0.00225884
91.25,-0.00254595
91.875,-0.00232599
92.5,-0.00208599
93.125,-0.00200132
93.75,-0.00144167
94.375,-0.000632691
95,0.000233267
95.625,0.00110705
96.25,0.00187009
96.875,0.00249053
97.5,0.00349439
98.125,0.00363575
98.75,0.00404232
99.375,0.00428659
100,0.00371639
100.625,0.0036187
101.25,0.00304237
101.875,0.00231172
102.5,0.00176991
103.125,0.00118522
103.75,0.000551029
104.375,-7.11468e-05
105,-0.000659909
105.625,-0.00121353
106.25,-0.00169121
106.875,-0.00201175
107.5,-0.00216003
108.125,-0.00229951
108.75,-0.00240318
109.375,-0.00238446
110,-0.00207012
110.625,-0.00151563
111.25,-0.000816527
111.875,-3.31516e-05
112.5,0.000775674
113.125,0.00152955
113.75,0.00215984
114.375,0.00268149
115,0.00304403
115.625,0.00343379
116.25,0.00367223
116.875,0.00337026
117.5,0.00313304
118.125,0.00301446
118.75,0.00242546
119.375,0.00178444
120,0.00127148
120.625,0.000759066
121.25,0.000260936
121.875,-0.000210115
122.5,-0.000653243
123.125,-0.00105083
123.75,-0.00136587
124.375,-0.00153892
125,-0.00149458
125.625,-0.00138943
126.25,-0.00137349
126.875,-0.00128602
127.5,-0.00107099
128.125,-0.000716333
128.75,-0.000274655
129.375,0.000205381
130,0.000671213
130.625,0.0010857
131.25,0.00139584
131.875,0.00175883
132.5,0.0021699
133.125,0.00214035
133.75,0.00193342
134.375,0.00175325
135,0.00156894
135.625,0.00136339
136.25,0.00111325
136.875,0.000863223
137.5,0.000646924
138.125,0.000449629
138.75,0.000262214
139.375,8.95263e-05
140,-5.87418e-05
140.625,-0.000161952
141.25,-0.000212562
141.875,-0.00020346
142.5,-0.000142854
143.125,-3.93091e-05
143.75,9.38355e-05
144.375,0.000241157
145,0.000388789
145.625,0.000520755
146.25,0.000634513
146.875,0.000694326
