Time,avg(flux)
27.6,0.000161695
27.9,0.00014782
28.2,0.000130459
28.5,9.57203e-05
28.8,3.57388e-05
29.1,-3.38712e-05
29.4,-9.80719e-05
29.7,-0.000158988
30,-0.000215064
30.3,-0.000254071
30.6,-0.000271917
30.9,-0.000275509
31.2,-0.000257572
31.5,-0.000210204
31.8,-0.000140553
32.1,-5.67107e-05
32.4,4.82574e-05
32.7,0.000176364
33,0.000314634
33.3,0.000433177
33.6,0.000524247
33.9,0.000588772
34.2,0.00062756
34.5,0.000635357
34.8,0.000606186
35.1,0.000540692
35.4,0.000444106
35.7,0.000329022
36,0.000211786
36.3,9.63579e-05
36.6,-4.75601e-05
36.9,-0.000207626
37.2,-0.000365313
37.5,-0.000507088
37.8,-0.000636308
38.1,-0.000754111
38.4,-0.000850983
38.7,-0.000916192
39,-0.000944607
39.3,-0.000926461
39.6,-0.000851075
39.9,-0.000719335
40.2,-0.000526167
40.5,-0.00026293
40.8,5.93459e-05
41.1,0.000412264
41.4,0.000757503
41.7,0.00105837
42,0.00128655
42.3,0.00141851
42.6,0.00145691
42.9,0.00142799
43.2,0.00133846
43.5,0.00119243
43.8,0.00101368
44.1,0.000812608
44.4,0.000585355
44.7,0.00034148
45,0.000101994
45.3,-0.000134327
45.6,-0.000373052
45.9,-0.000593956
46.2,-0.00078855
46.5,-0.00096183
46.8,-0.00110878
47.1,-0.00122684
47.4,-0.0013046
47.7,-0.00132828
48,-0.0012955
48.3,-0.00119268
48.6,-0.00100112
48.9,-0.000711066
49.2,-0.000315725
49.5,0.000166016
49.8,0.00067836
50.1,0.00114422
50.4,0.00150028
50.7,0.00172308
51,0.00182137
51.3,0.00181562
51.6,0.0017278
51.9,0.00157791
52.2,0.00138632
52.5,0.00116487
52.8,0.000919449
53.1,0.000659762
53.4,0.000392825
53.7,0.000122398
54,-0.000141637
54.3,-0.000385505
54.6,-0.000603908
54.9,-0.000799084
55.2,-0.000969302
55.5,-0.00111127
55.8,-0.00121635
56.1,-0.00127285
56.4,-0.00127376
56.7,-0.00121286
57,-0.00108028
57.3,-0.00085979
57.6,-0.000542069
57.9,-0.000138183
58.2,0.000315855
58.5,0.000763589
58.8,0.00114539
59.1,0.00142006
59.4,0.00157756
59.7,0.00163258
60,0.00160455
60.3,0.00151398
60.6,0.00138036
60.9,0.00121621
61.2,0.00103202
61.5,0.000833126
61.8,0.000618735
62.1,0.000393049
62.4,0.000162613
62.7,-5.94526e-05
63,-0.000251261
63.3,-0.000406418
63.6,-0.000539274
63.9,-0.000655227
64.2,-0.000744918
64.5,-0.000795871
64.8,-0.000794091
65.1,-0.000740466
65.4,-0.000647653
65.7,-0.0005103
66,-0.000312283
66.3,-7.18513e-05
66.6,0.000169388
66.9,0.000398705
67.2,0.000613292
67.5,0.000786207
67.8,0.000895483
68.1,0.000944253
68.4,0.000948725
68.7,0.000919051
69,0.000851445
69.3,0.000760058
69.6,0.00066851
69.9,0.000575303
70.2,0.000472481
70.5,0.00036366
70.8,0.000249783
71.1,0.000134847
71.4,3.37485e-05
71.7,-3.7525e-05
72,-7.69283e-05
72.3,-9.24097e-05
72.6,-9.48944e-05
72.9,-8.71966e-05
73.2,-5.93179e-05
73.5,-4.97581e-06
73.8,6.59913e-05
74.1,0.000138909
74.4,0.00020754
74.7,0.000269113
75,0.000314971
75.3,0.000339796
75.6,0.000351316
