Time,avg(flux)
33.3,0.000697779
33.6,0.000685197
33.9,0.000653182
34.2,0.000616975
34.5,0.000575773
34.8,0.000525797
35.1,0.000432655
35.4,0.000277801
35.7,0.000120434
36,2.37207e-06
36.3,-0.000101881
36.6,-0.000197168
36.9,-0.000276716
37.2,-0.000360038
37.5,-0.000439667
37.8,-0.000469792
38.1,-0.00042505
38.4,-0.000332284
38.7,-0.000225692
39,-8.94998e-05
39.3,0.00011737
39.6,0.000397591
39.9,0.000707272
40.2,0.00101179
40.5,0.00130741
40.8,0.00159792
41.1,0.00184733
41.4,0.00200738
41.7,0.00208861
42,0.00212862
42.3,0.00209928
42.6,0.00198278
42.9,0.00184625
43.2,0.00168732
43.5,0.00145078
43.8,0.00117414
44.1,0.000913485
44.4,0.000644999
44.7,0.000334577
45,1.50141e-05
45.3,-0.000278612
45.6,-0.000552851
45.9,-0.000839109
46.2,-0.00112998
46.5,-0.00138202
46.8,-0.00158453
47.1,-0.00175982
47.4,-0.00191878
47.7,-0.00204511
48,-0.00209796
48.3,-0.00207153
48.6,-0.00198519
48.9,-0.00182551
49.2,-0.00154681
49.5,-0.00111657
49.8,-0.000541693
50.1,0.000164198
50.4,0.000992081
50.7,0.00187434
51,0.00267793
51.3,0.00329675
51.6,0.0037332
51.9,0.0040087
52.2,0.0041172
52.5,0.00406363
52.8,0.00386114
53.1,0.00369076
53.4,0.00331674
53.7,0.0028751
54,0.0024847
54.3,0.00207467
54.6,0.00164375
54.9,0.00117888
55.2,0.000703186
55.5,0.000249393
55.8,-0.000188415
56.1,-0.00060061
56.4,-0.000987994
56.7,-0.00137415
57,-0.00177551
57.3,-0.00215216
57.6,-0.00244158
57.9,-0.00261827
58.2,-0.00271828
58.5,-0.00287147
58.8,-0.003052
59.1,-0.00311401
59.4,-0.00300399
59.7,-0.00279412
60,-0.00250628
60.3,-0.00205601
60.6,-0.00129381
60.9,-0.00020296
61.2,0.00110909
61.5,0.00240523
61.8,0.00356457
62.1,0.00449727
62.4,0.00480009
62.7,0.00517053
63,0.00515072
63.3,0.00476724
63.6,0.00471578
63.9,0.00427203
64.2,0.00391469
64.5,0.00349602
64.8,0.00289973
65.1,0.00235524
65.4,0.00184876
65.7,0.00136334
66,0.000881504
66.3,0.000392472
66.6,-8.85481e-05
66.9,-0.000538158
67.2,-0.000959227
67.5,-0.00137069
67.8,-0.0017543
68.1,-0.0020486
68.4,-0.00223937
68.7,-0.00242624
69,-0.00265779
69.3,-0.00276455
69.6,-0.0027412
69.9,-0.002941
70.2,-0.00311667
70.5,-0.00287324
70.8,-0.00245472
71.1,-0.00182455
71.4,-0.000927568
71.7,0.000184232
72,0.00142808
72.3,0.00254857
72.6,0.00333808
72.9,0.00386169
73.2,0.00420403
73.5,0.00486267
73.8,0.00490573
74.1,0.00441706
74.4,0.00415283
74.7,0.00405745
75,0.00366789
75.3,0.00324989
75.6,0.00285696
75.9,0.00240758
76.2,0.00193751
76.5,0.00148625
76.8,0.00104309
77.1,0.000587399
77.4,0.000155492
77.7,-0.000196119
78,-0.000485467
78.3,-0.000777733
78.6,-0.00104433
78.9,-0.00121964
79.2,-0.00137618
79.5,-0.00158854
79.8,-0.00176361
80.1,-0.00177028
80.4,-0.00165824
80.7,-0.00150609
81,-0.00140575
81.3,-0.00136116
81.6,-0.00113103
81.9,-0.000642773
82.2,-2.10213e-06
82.5,0.000619311
82.8,0.00116985
83.1,0.00178645
83.4,0.00248776
83.7,0.00288453
84,0.00292379
84.3,0.00295153
84.6,0.00303348
84.9,0.00284971
85.2,0.00251522
85.5,0.00230138
85.8,0.00213532
86.1,0.00194872
86.4,0.00170587
86.7,0.00144285
87,0.00122555
87.3,0.0010203
87.6,0.000771319
87.9,0.000496316
88.2,0.000285514
88.5,0.000180237
88.8,9.93516e-05
89.1,-2.37143e-05
89.4,-0.000122976
89.7,-0.000110782
90,-2.97663e-05
90.3,3.07498e-05
90.6,9.7294e-05
90.9,0.000214248
91.2,0.000357919
91.5,0.000502934
91.8,0.000664689
92.1,0.000824237
92.4,0.000945049
92.7,0.00105529
93,0.00111767
