Time,avg(H)
0.625,0.5
1.25,0.500001
1.875,0.500002
2.5,0.500107
3.125,0.502122
3.75,0.525986
4.375,0.623109
5,0.54765
5.625,0.534056
6.25,0.536451
6.875,0.50908
7.5,0.504821
8.125,0.487004
8.75,0.479112
9.375,0.466452
10,0.45875
10.625,0.450588
11.25,0.443684
11.875,0.4394
12.5,0.435632
13.125,0.435637
13.75,0.436089
14.375,0.439224
15,0.447061
15.625,0.45866
16.25,0.479916
16.875,0.497049
17.5,0.518635
18.125,0.535264
18.75,0.54662
19.375,0.55832
20,0.559314
20.625,0.557959
21.25,0.556481
21.875,0.544994
22.5,0.538426
23.125,0.53254
23.75,0.519435
24.375,0.506331
25,0.497535
25.625,0.489235
26.25,0.479853
26.875,0.473423
27.5,0.469195
28.125,0.460902
28.75,0.452509
29.375,0.453593
30,0.455727
30.625,0.453215
31.25,0.457747
31.875,0.465059
32.5,0.47256
33.125,0.482949
33.75,0.494187
34.375,0.506404
35,0.516887
35.625,0.523884
36.25,0.528706
36.875,0.528763
37.5,0.527484
38.125,0.527959
38.75,0.527095
39.375,0.523161
40,0.517483
40.625,0.510551
41.25,0.505159
41.875,0.500687
42.5,0.495805
43.125,0.492698
43.75,0.489628
44.375,0.488003
45,0.487489
45.625,0.487061
46.25,0.487198
46.875,0.487537
47.5,0.489332
48.125,0.492459
48.75,0.496262
49.375,0.499767
50,0.502839
50.625,0.505138
51.25,0.506866
51.875,0.507093
52.5,0.506425
53.125,0.504617
53.75,0.502052
54.375,0.499028
55,0.495783
55.625,0.492655
56.25,0.489688
56.875,0.487111
57.5,0.485559
58.125,0.484835
58.75,0.485341
59.375,0.487712
60,0.49099
60.625,0.495367
61.25,0.50066
61.875,0.50703
62.5,0.513552
63.125,0.519938
63.75,0.525187
64.375,0.529287
65,0.531516
65.625,0.531337
66.25,0.528702
66.875,0.524693
67.5,0.519732
68.125,0.513484
68.75,0.506333
69.375,0.498401
70,0.490275
70.625,0.482613
71.25,0.475644
71.875,0.470081
72.5,0.464923
73.125,0.459085
73.75,0.454781
74.375,0.454739
75,0.455534
75.625,0.456121
76.25,0.460338
76.875,0.469632
77.5,0.48129
78.125,0.495304
78.75,0.510805
79.375,0.526422
80,0.540608
80.625,0.552885
81.25,0.558258
81.875,0.558672
82.5,0.560577
83.125,0.551785
83.75,0.545102
84.375,0.536345
85,0.523939
85.625,0.512453
86.25,0.500698
86.875,0.48932
87.5,0.479534
88.125,0.47068
88.75,0.459635
89.375,0.448693
90,0.445197
90.625,0.441337
91.25,0.433529
91.875,0.434923
92.5,0.435427
93.125,0.437327
93.75,0.446911
94.375,0.458126
95,0.475082
95.625,0.497365
96.25,0.520776
96.875,0.542039
97.5,0.556084
98.125,0.563422
98.75,0.57338
99.375,0.567484
100,0.567694
100.625,0.555134
101.25,0.546908
101.875,0.53478
102.5,0.52102
103.125,0.507472
103.75,0.493577
104.375,0.481077
105,0.471596
105.625,0.465626
106.25,0.456611
106.875,0.44455
107.5,0.441279
108.125,0.438094
108.75,0.432017
109.375,0.434907
110,0.436183
110.625,0.441338
111.25,0.451696
111.875,0.465299
112.5,0.484016
113.125,0.505098
113.75,0.525317
114.375,0.541879
115,0.550162
115.625,0.554125
116.25,0.562148
116.875,0.556559
117.5,0.551727
118.125,0.546775
118.75,0.533759
119.375,0.524962
120,0.514759
120.625,0.504203
121.25,0.494979
121.875,0.486084
122.5,0.476379
123.125,0.466587
123.75,0.460445
124.375,0.459506
125,0.456808
125.625,0.4518
126.25,0.452915
126.875,0.456862
127.5,0.46073
128.125,0.46769
128.75,0.476926
129.375,0.48724
130,0.49748
130.625,0.507773
131.25,0.516753
131.875,0.523572
132.5,0.528922
133.125,0.532344
133.75,0.532161
134.375,0.527381
135,0.522317
135.625,0.518858
136.25,0.514843
136.875,0.50946
137.5,0.503669
138.125,0.498412
138.75,0.494169
139.375,0.490504
140,0.487067
140.625,0.484617
141.25,0.48297
141.875,0.483103
142.5,0.485236
143.125,0.48825
143.75,0.491604
144.375,0.494799
145,0.49793
145.625,0.500637
146.25,0.503139
146.875,0.504998
147.5,0.505341
148.125,0.504832
148.75,0.503396
149.375,0.501249
150,0.498689
150.625,0.495862
151.25,0.493144
151.875,0.490435
152.5,0.488289
153.125,0.486605
153.75,0.485503
154.375,0.485356
155,0.486029
155.625,0.487838
156.25,0.49113
156.875,0.496102
157.5,0.502059
158.125,0.508779
158.75,0.515524
159.375,0.521845
160,0.526723
160.625,0.529618
161.25,0.531134
161.875,0.530896
162.5,0.528622
163.125,0.52388
163.75,0.51746
164.375,0.510428
165,0.503098
165.625,0.495529
166.25,0.488023
166.875,0.480671
167.5,0.473133
168.125,0.466199
168.75,0.461248
169.375,0.458939
170,0.456215
170.625,0.453271
171.25,0.454597
171.875,0.459489
172.5,0.465069
173.125,0.473173
173.75,0.485721
174.375,0.501224
175,0.517837
175.625,0.533699
176.25,0.545808
176.875,0.553279
177.5,0.561144
178.125,0.560015
178.75,0.55604
179.375,0.552017
180,0.540474
180.625,0.530529
181.25,0.518992
181.875,0.506945
182.5,0.49524
183.125,0.48347
183.75,0.471604
184.375,0.461939
185,0.457076
185.625,0.450869
186.25,0.440413
186.875,0.437724
187.5,0.436059
188.125,0.432743
188.75,0.437005
189.375,0.441278
190,0.449879
190.625,0.464855
191.25,0.483403
191.875,0.505503
192.5,0.527281
193.125,0.545609
193.75,0.561927
194.375,0.569141
195,0.56908
195.625,0.570906
196.25,0.560542
196.875,0.554838
197.5,0.540087
198.125,0.528791
198.75,0.515681
199.375,0.504027
200,0.492807
200.625,0.480716
201.25,0.467146
201.875,0.455774
202.5,0.451963
203.125,0.44692
203.75,0.436772
204.375,0.435533
205,0.434298
205.625,0.433428
206.25,0.43903
206.875,0.445143
207.5,0.457008
208.125,0.472326
208.75,0.490702
209.375,0.510581
210,0.52872
210.625,0.542934
211.25,0.555359
211.875,0.559709
212.5,0.556388
213.125,0.558701
213.75,0.548456
214.375,0.541254
215,0.532737
215.625,0.521242
216.25,0.510442
216.875,0.498882
217.5,0.488273
218.125,0.479636
218.75,0.474213
219.375,0.469853
220,0.462058
220.625,0.45462
221.25,0.453949
221.875,0.454477
222.5,0.453589
223.125,0.457221
223.75,0.463559
224.375,0.470777
225,0.481086
225.625,0.492727
226.25,0.504678
226.875,0.515006
227.5,0.52376
228.125,0.528631
228.75,0.529371
229.375,0.528241
230,0.527683
230.625,0.527468
231.25,0.524427
231.875,0.518344
232.5,0.51186
233.125,0.506875
233.75,0.502045
234.375,0.497043
235,0.492858
235.625,0.48986
236.25,0.488084
236.875,0.487313
237.5,0.486766
238.125,0.486585
238.75,0.48697
239.375,0.488961
