Time,avg(H)
0.3,0.5
0.6,0.5
0.9,0.5
1.2,0.5
1.5,0.500001
1.8,0.500001
2.1,0.500008
2.4,0.500049
2.7,0.500238
3,0.500948
3.3,0.503504
3.6,0.511269
3.9,0.530957
4.2,0.566721
4.5,0.59199
4.8,0.566312
5.1,0.524901
5.4,0.499727
5.7,0.488437
6,0.483161
6.3,0.479099
6.6,0.473721
6.9,0.46676
7.2,0.458788
7.5,0.450627
7.8,0.443277
8.1,0.437875
8.4,0.435718
8.7,0.43717
9,0.439522
9.3,0.441384
9.6,0.446111
9.9,0.45899
10.2,0.48699
10.5,0.518227
10.8,0.538388
11.1,0.556476
11.4,0.558848
11.7,0.560005
12,0.561569
12.3,0.551046
12.6,0.551264
12.9,0.536781
13.2,0.534063
13.5,0.521175
13.8,0.513717
14.1,0.506072
14.4,0.494302
14.7,0.490358
15,0.479407
15.3,0.473223
15.6,0.469127
15.9,0.461931
16.2,0.461052
16.5,0.458634
16.8,0.454346
17.1,0.455364
17.4,0.455405
17.7,0.458583
18,0.468365
18.3,0.476081
18.6,0.489191
18.9,0.500903
19.2,0.514618
19.5,0.521792
19.8,0.52878
20.1,0.529567
20.4,0.529744
20.7,0.530307
21,0.526622
21.3,0.521341
21.6,0.517403
21.9,0.512594
22.2,0.506109
22.5,0.50096
22.8,0.497665
23.1,0.494799
23.4,0.492248
23.7,0.489657
24,0.486865
24.3,0.484968
24.6,0.48495
24.9,0.486594
25.2,0.487566
25.5,0.487595
25.8,0.48952
26.1,0.494821
26.4,0.500684
26.7,0.502654
27,0.501993
27.3,0.503035
27.6,0.506017
27.9,0.505825
28.2,0.502607
28.5,0.500247
28.8,0.499269
29.1,0.496307
29.4,0.492082
29.7,0.49003
30,0.488727
30.3,0.485389
30.6,0.482821
30.9,0.483777
31.2,0.485127
31.5,0.486458
31.8,0.489726
32.1,0.493377
32.4,0.497635
32.7,0.504686
33,0.512675
33.3,0.51988
33.6,0.526192
33.9,0.52945
34.2,0.529523
34.5,0.530901
34.8,0.530604
35.1,0.525868
35.4,0.519698
35.7,0.51492
36,0.509978
36.3,0.504001
36.6,0.496802
36.9,0.488936
37.2,0.482884
37.5,0.477671
37.8,0.472216
38.1,0.46729
38.4,0.462658
38.7,0.458051
39,0.454595
39.3,0.454052
39.6,0.455266
39.9,0.457703
40.2,0.462697
40.5,0.471371
40.8,0.485982
41.1,0.506826
41.4,0.527983
41.7,0.544218
42,0.556243
42.3,0.560797
42.6,0.559494
42.9,0.558874
43.2,0.553365
43.5,0.544049
43.8,0.53699
44.1,0.527863
44.4,0.516444
44.7,0.50801
45,0.499209
45.3,0.48848
45.6,0.479439
45.9,0.472908
46.2,0.465762
46.5,0.458291
46.8,0.451521
47.1,0.446372
47.4,0.442511
47.7,0.439051
48,0.436535
48.3,0.435789
48.6,0.437788
48.9,0.443868
49.2,0.455989
49.5,0.476929
49.8,0.509304
50.1,0.544732
50.4,0.563154
50.7,0.568864
51,0.572139
51.3,0.569079
51.6,0.564354
51.9,0.556111
52.2,0.546816
52.5,0.536903
52.8,0.525233
53.1,0.514811
53.4,0.504521
53.7,0.494944
54,0.486737
54.3,0.478473
54.6,0.469907
54.9,0.461625
55.2,0.454524
55.5,0.449352
55.8,0.445236
56.1,0.440812
56.4,0.437033
56.7,0.435071
57,0.436568
57.3,0.440063
