Time,avg(flux)
15.75,0.000265844
15.975,0.000204506
16.2,0.000101003
16.425,-1.95949e-05
16.65,-0.000139426
16.875,-0.000235483
17.1,-0.000299176
17.325,-0.000327173
17.55,-0.000298025
17.775,-0.000191922
18,5.30269e-06
18.225,0.000286929
18.45,0.000598568
18.675,0.000879355
18.9,0.00102796
19.125,0.000976564
19.35,0.00076186
19.575,0.000470086
19.8,0.00017113
20.025,-0.00010288
20.25,-0.000342716
20.475,-0.000547917
20.7,-0.000725175
20.925,-0.000889187
21.15,-0.00104769
21.375,-0.00119153
21.6,-0.00127782
21.825,-0.00123221
22.05,-0.000960916
22.275,-0.000368674
22.5,0.000566835
22.725,0.00161811
22.95,0.00221486
23.175,0.00201404
23.4,0.00137009
23.625,0.000831528
23.85,0.000524619
24.075,0.000267085
24.3,-6.99366e-05
24.525,-0.0004534
24.75,-0.000792594
24.975,-0.00105292
25.2,-0.00126366
25.425,-0.00145661
25.65,-0.00163048
25.875,-0.00176213
26.1,-0.00181176
26.325,-0.00168103
26.55,-0.00115499
26.775,2.58727e-05
27,0.00173529
27.225,0.00293204
27.45,0.00264307
27.675,0.0015252
27.9,0.00076395
28.125,0.000557821
28.35,0.000453368
28.575,0.000142278
28.8,-0.000320119
29.025,-0.000736983
29.25,-0.00101598
29.475,-0.00120429
29.7,-0.00137199
29.925,-0.00153458
30.15,-0.00167006
30.375,-0.00173553
30.6,-0.00164134
30.825,-0.00124224
31.05,-0.000344051
31.275,0.00107573
31.5,0.00236086
31.725,0.0025481
31.95,0.00172673
32.175,0.000891741
32.4,0.000555958
32.625,0.000483417
32.85,0.000312408
33.075,-4.64595e-05
33.3,-0.000442765
33.525,-0.000734645
33.75,-0.000911888
33.975,-0.00103134
34.2,-0.00112217
34.425,-0.00118009
34.65,-0.00117319
34.875,-0.00102886
35.1,-0.000676647
35.325,-9.1756e-05
35.55,0.00062803
35.775,0.00120442
36,0.00137748
36.225,0.00115672
36.45,0.000787398
36.675,0.000478008
36.9,0.000262469
37.125,0.000100217
37.35,-4.19385e-05
37.575,-0.000156583
37.8,-0.000233061
38.025,-0.000281976
38.25,-0.000302213
38.475,-0.000272253
38.7,-0.000185549
38.925,-6.05081e-05
39.15,6.99764e-05
39.375,0.000167711
39.6,0.000204567
