Time,avg(flux)
15.75,0.000192489
15.975,0.000160819
16.2,0.000105694
16.425,3.82497e-05
16.65,-5.67472e-05
16.875,-0.000140065
17.1,-0.000196258
17.325,-0.000218263
17.55,-0.00018974
17.775,-0.000102983
18,3.84504e-05
18.225,0.000225914
18.45,0.00042852
18.675,0.000604085
18.9,0.000717057
19.125,0.000737792
19.35,0.000654568
19.575,0.000488957
19.8,0.000277771
20.025,5.87976e-05
20.25,-0.00014465
20.475,-0.000323478
20.7,-0.000473306
20.925,-0.000605301
21.15,-0.000714263
21.375,-0.000790172
21.6,-0.000807346
21.825,-0.000718535
22.05,-0.00047255
22.275,-5.43962e-05
22.5,0.000481758
22.725,0.00103172
22.95,0.00140054
23.175,0.00147582
23.4,0.00129442
23.625,0.000999217
23.85,0.000701521
24.075,0.00042114
24.3,0.000131466
24.525,-0.000168654
24.75,-0.000451883
24.975,-0.00069749
25.2,-0.000903906
25.425,-0.00107539
25.65,-0.00120075
25.875,-0.00124817
26.1,-0.00117645
26.325,-0.000935445
26.55,-0.0004559
26.775,0.000280047
27,0.00112415
27.225,0.00173788
27.45,0.00185703
27.675,0.00154894
27.9,0.00111183
28.125,0.000755113
28.35,0.00047673
28.575,0.000194306
28.8,-0.000120191
29.025,-0.000431993
29.25,-0.000704023
29.475,-0.000924214
29.7,-0.00109215
29.925,-0.00120321
30.15,-0.00124316
30.375,-0.00117958
30.6,-0.000964436
30.825,-0.000553688
31.05,6.43633e-05
31.275,0.000787753
31.5,0.00136534
31.725,0.00156436
31.95,0.00138235
32.175,0.00102488
32.4,0.000693047
32.625,0.000440323
32.85,0.000216682
33.075,-2.90573e-05
33.3,-0.000285027
33.525,-0.000516591
33.75,-0.000700029
33.975,-0.000821887
34.2,-0.000881499
34.425,-0.0008736
34.65,-0.000788337
34.875,-0.000612441
35.1,-0.000342023
35.325,-5.40867e-06
35.55,0.000338651
35.775,0.000598712
36,0.000706796
36.225,0.00066624
36.45,0.00053552
36.675,0.000365021
36.9,0.000188885
37.125,3.14526e-05
37.35,-0.000101908
37.575,-0.000206758
37.8,-0.00028441
38.025,-0.00033218
38.25,-0.000339662
38.475,-0.000299792
38.7,-0.000218657
38.925,-0.000111152
39.15,-6.9626e-06
39.375,6.44649e-05
39.6,8.7772e-05
