Time,avg(flux)
51.25,0.000828071
51.875,0.000822128
52.5,0.000744766
53.125,0.00062113
53.75,0.000454245
54.375,0.000274636
55,9.43022e-05
55.625,-8.28808e-05
56.25,-0.000233761
56.875,-0.000352785
57.5,-0.000433297
58.125,-0.000468345
58.75,-0.000441716
59.375,-0.000333229
60,-0.000130209
60.625,0.000153019
61.25,0.000514904
61.875,0.000937462
62.5,0.00139989
63.125,0.00178778
63.75,0.00205858
64.375,0.00237109
65,0.00236524
65.625,0.00236177
66.25,0.00217946
66.875,0.00190139
67.5,0.00156156
68.125,0.00113451
68.75,0.000668837
69.375,0.00020194
70,-0.00025492
70.625,-0.000697088
71.25,-0.00112336
71.875,-0.00153337
72.5,-0.001868
73.125,-0.00208134
73.75,-0.00237076
74.375,-0.00236079
75,-0.00227693
75.625,-0.00209167
76.25,-0.00165649
76.875,-0.00120466
77.5,-0.000428936
78.125,0.00054907
78.75,0.00157662
79.375,0.00276275
80,0.00356225
80.625,0.00418017
81.25,0.00453494
81.875,0.00459794
82.5,0.00436554
83.125,0.0038578
83.75,0.0033833
84.375,0.00270348
85,0.00196076
85.625,0.00122334
86.25,0.000488109
86.875,-0.000234746
87.5,-0.000913777
88.125,-0.001542
88.75,-0.00214814
89.375,-0.00255557
90,-0.00305795
90.625,-0.00334164
91.25,-0.00339905
91.875,-0.00348059
92.5,-0.00344365
93.125,-0.00298185
93.75,-0.00260526
94.375,-0.00170555
95,-0.000511556
95.625,0.000986778
96.25,0.00248523
96.875,0.00382704
97.5,0.0050056
98.125,0.00546869
98.75,0.00548152
99.375,0.00543261
100,0.00522453
100.625,0.00430574
101.25,0.0036987
101.875,0.0027797
102.5,0.0021181
103.125,0.00134328
103.75,0.000528811
104.375,-0.000245338
105,-0.000984713
105.625,-0.00169434
106.25,-0.00232152
106.875,-0.00277333
107.5,-0.00313418
108.125,-0.00340327
108.75,-0.0034829
109.375,-0.00317838
110,-0.0031389
110.625,-0.00276724
111.25,-0.00205872
111.875,-0.00104842
112.5,0.000287865
113.125,0.00165011
113.75,0.00286526
114.375,0.00388707
115,0.00483207
115.625,0.00481744
116.25,0.00484902
116.875,0.00491798
117.5,0.00421747
118.125,0.00380961
118.75,0.00295958
119.375,0.00236934
120,0.00178744
120.625,0.00111327
121.25,0.000456502
121.875,-0.000146806
122.5,-0.000715283
123.125,-0.00125628
123.75,-0.00174108
124.375,-0.00202585
125,-0.0020907
125.625,-0.00214637
126.25,-0.00221262
126.875,-0.00197192
127.5,-0.00163959
128.125,-0.0011039
128.75,-0.000428522
129.375,0.000310578
130,0.00100682
130.625,0.00163325
131.25,0.0021595
131.875,0.00257825
132.5,0.00275067
133.125,0.00306227
133.75,0.00274558
134.375,0.00254777
135,0.00242662
135.625,0.00214586
136.25,0.0016217
136.875,0.0011434
137.5,0.000788716
138.125,0.000465424
138.75,0.000180839
139.375,-6.81697e-05
140,-0.000269417
140.625,-0.000392387
141.25,-0.000437025
141.875,-0.000375627
142.5,-0.000244209
143.125,-6.77899e-05
143.75,0.000138631
144.375,0.00035072
145,0.000552725
145.625,0.00072222
146.25,0.000849651
146.875,0.00091923
