Time,avg(H)
0.225,0.5
0.45,0.5
0.675,0.5
0.9,0.500001
1.125,0.500001
1.35,0.500001
1.575,0.5
1.8,0.5
2.025,0.500001
2.25,0.500009
2.475,0.500033
2.7,0.5001
2.925,0.500276
3.15,0.500689
3.375,0.501594
3.6,0.503484
3.825,0.506895
4.05,0.512203
4.275,0.519031
4.5,0.525434
4.725,0.52776
4.95,0.523012
5.175,0.511776
5.4,0.497922
5.625,0.48502
5.85,0.474832
6.075,0.467645
6.3,0.463351
6.525,0.461586
6.75,0.462204
6.975,0.464956
7.2,0.469949
7.425,0.477299
7.65,0.487448
7.875,0.50079
8.1,0.516581
8.325,0.531403
8.55,0.539274
8.775,0.537336
9,0.530733
9.225,0.526135
9.45,0.524211
9.675,0.520162
9.9,0.511988
10.125,0.503822
10.35,0.499276
10.575,0.496204
10.8,0.490652
11.025,0.483452
11.25,0.478887
11.475,0.477814
11.7,0.477237
11.925,0.474815
12.15,0.473104
12.375,0.475825
12.6,0.482413
12.825,0.488514
13.05,0.493817
13.275,0.502724
13.5,0.513017
13.725,0.516748
13.95,0.516998
14.175,0.519435
14.4,0.517725
14.625,0.51319
14.85,0.512464
15.075,0.509607
15.3,0.503984
15.525,0.501952
15.75,0.499693
15.975,0.495087
16.2,0.493595
16.425,0.493263
16.65,0.490918
16.875,0.491094
17.1,0.493071
17.325,0.493112
17.55,0.495173
17.775,0.498558
18,0.499339
18.225,0.502131
18.45,0.503564
18.675,0.503056
18.9,0.503863
19.125,0.501589
19.35,0.500445
19.575,0.498501
19.8,0.495625
20.025,0.494814
20.25,0.492584
20.475,0.492321
20.7,0.492209
20.925,0.49255
21.15,0.494266
21.375,0.495349
21.6,0.498749
21.825,0.501896
22.05,0.50695
22.275,0.511521
22.5,0.516077
22.725,0.517869
22.95,0.518314
23.175,0.516165
23.4,0.513474
23.625,0.510096
23.85,0.506762
24.075,0.502855
24.3,0.498225
24.525,0.49312
24.75,0.48824
24.975,0.484312
25.2,0.480921
25.425,0.477874
25.65,0.475408
25.875,0.47423
26.1,0.474795
26.325,0.477361
26.55,0.481763
26.775,0.488542
27,0.498584
27.225,0.51105
27.45,0.523436
27.675,0.532402
27.9,0.535691
28.125,0.534854
28.35,0.531661
28.575,0.527231
28.8,0.52134
29.025,0.514785
29.25,0.508132
29.475,0.501533
29.7,0.495001
29.925,0.488513
30.15,0.482607
30.375,0.47761
30.6,0.473148
30.825,0.469179
31.05,0.466311
31.275,0.46463
31.5,0.464543
31.725,0.466311
31.95,0.471348
32.175,0.480929
32.4,0.49575
32.625,0.515018
32.85,0.533509
33.075,0.54344
33.3,0.543062
33.525,0.538274
33.75,0.533933
33.975,0.52969
34.2,0.523434
34.425,0.515539
34.65,0.50786
34.875,0.501089
35.1,0.494889
35.325,0.48872
35.55,0.482684
35.775,0.477005
36,0.471975
36.225,0.468067
36.45,0.465309
36.675,0.464051
36.9,0.464354
37.125,0.466783
37.35,0.47236
37.575,0.482094
37.8,0.496293
38.025,0.513321
38.25,0.528819
38.475,0.536716
38.7,0.53622
38.925,0.532063
39.15,0.528132
39.375,0.524545
39.6,0.519764
39.825,0.513645
40.05,0.507409
40.275,0.501875
40.5,0.49664
40.725,0.491014
40.95,0.485546
41.175,0.480834
41.4,0.477392
41.625,0.47552
41.85,0.474718
42.075,0.474639
42.3,0.475496
42.525,0.47858
42.75,0.48441
42.975,0.492521
43.2,0.501283
43.425,0.509075
43.65,0.514557
43.875,0.517171
44.1,0.517404
44.325,0.516178
44.55,0.514216
44.775,0.511938
45,0.50926
45.225,0.50625
45.45,0.503343
45.675,0.500663
45.9,0.497436
46.125,0.49412
46.35,0.491504
46.575,0.490311
46.8,0.49053
47.025,0.491796
47.25,0.493503
47.475,0.495166
47.7,0.496898
47.925,0.499029
48.15,0.501483
48.375,0.503418
48.6,0.504266
48.825,0.503639
49.05,0.501963
49.275,0.499762
49.5,0.497934
49.725,0.49659
49.95,0.49512
50.175,0.49342
50.4,0.491973
50.625,0.491457
50.85,0.492065
51.075,0.493058
51.3,0.494327
51.525,0.496343
51.75,0.499722
51.975,0.504466
52.2,0.509419
52.425,0.513766
52.65,0.516935
52.875,0.518538
53.1,0.518121
53.325,0.515715
53.55,0.512095
53.775,0.507889
54,0.503654
54.225,0.499222
54.45,0.494335
54.675,0.489346
54.9,0.485205
55.125,0.481832
55.35,0.478903
55.575,0.476422
55.8,0.474813
56.025,0.474653
