Time,avg(H)
0.3,0.5
0.6,0.5
0.9,0.500001
1.2,0.500001
1.5,0.5
1.8,0.5
2.1,0.500004
2.4,0.500026
2.7,0.500123
3,0.500478
3.3,0.50162
3.6,0.505019
3.9,0.513135
4.2,0.528834
4.5,0.548857
4.8,0.556362
5.1,0.540192
5.4,0.517029
5.7,0.502257
6,0.497275
6.3,0.49757
6.6,0.4971
6.9,0.491937
7.2,0.48347
7.5,0.475855
7.8,0.471704
8.1,0.470743
8.4,0.469965
8.7,0.46682
9,0.462333
9.3,0.46044
9.6,0.46261
9.9,0.46567
10.2,0.46619
10.5,0.466764
10.8,0.473091
11.1,0.482006
11.4,0.486725
11.7,0.49295
12,0.505255
12.3,0.511797
12.6,0.516828
12.9,0.527156
13.2,0.527788
13.5,0.532974
13.8,0.534671
14.1,0.533168
14.4,0.535087
14.7,0.529645
15,0.530279
15.3,0.523154
15.6,0.522315
15.9,0.515068
16.2,0.513401
16.5,0.507031
16.8,0.504786
17.1,0.49884
17.4,0.495165
17.7,0.489987
18,0.486319
18.3,0.483342
18.6,0.480015
18.9,0.478428
19.2,0.474909
19.5,0.474877
19.8,0.473024
20.1,0.474206
20.4,0.473591
20.7,0.475949
21,0.477784
21.3,0.481567
21.6,0.484665
21.9,0.489555
22.2,0.493621
22.5,0.498783
22.8,0.502885
23.1,0.506681
23.4,0.510708
23.7,0.51325
24,0.515458
24.3,0.517297
24.6,0.518257
24.9,0.517908
25.2,0.516791
25.5,0.515182
25.8,0.513388
26.1,0.511596
26.4,0.509761
26.7,0.507621
27,0.505118
27.3,0.50245
27.6,0.499857
27.9,0.497852
28.2,0.496232
28.5,0.494661
28.8,0.493227
29.1,0.492129
29.4,0.491398
29.7,0.491299
30,0.491384
30.3,0.491998
30.6,0.492615
30.9,0.493503
31.2,0.494712
31.5,0.496491
31.8,0.497809
32.1,0.499049
32.4,0.500469
32.7,0.502143
33,0.502871
33.3,0.503274
33.6,0.503578
33.9,0.503365
34.2,0.502824
34.5,0.502154
34.8,0.501297
35.1,0.500134
35.4,0.498858
35.7,0.497601
36,0.49616
36.3,0.494628
36.6,0.493718
36.9,0.492999
37.2,0.491769
37.5,0.491345
37.8,0.491385
38.1,0.4916
38.4,0.492356
38.7,0.493495
39,0.495286
39.3,0.497232
39.6,0.499605
39.9,0.502642
40.2,0.505397
40.5,0.508191
40.8,0.510968
41.1,0.513564
41.4,0.515429
41.7,0.516729
42,0.517675
42.3,0.517873
42.6,0.517277
42.9,0.516275
43.2,0.514676
43.5,0.512522
43.8,0.509751
44.1,0.506817
44.4,0.503577
44.7,0.500249
45,0.4968
45.3,0.49329
45.6,0.489858
45.9,0.486711
46.2,0.483491
46.5,0.480702
46.8,0.47849
47.1,0.476413
47.4,0.474834
47.7,0.473906
48,0.473595
48.3,0.474265
48.6,0.475387
48.9,0.477648
49.2,0.481092
49.5,0.485361
49.8,0.490731
50.1,0.496676
50.4,0.503495
50.7,0.510511
51,0.516627
51.3,0.522745
51.6,0.527617
51.9,0.530837
52.2,0.533338
52.5,0.534503
52.8,0.533679
53.1,0.532715
53.4,0.530258
53.7,0.526634
54,0.523023
54.3,0.518638
54.6,0.513438
54.9,0.508696
55.2,0.503493
55.5,0.498169
55.8,0.493123
56.1,0.488266
56.4,0.483509
56.7,0.479096
57,0.475018
57.3,0.47146
