Time,avg(H)
0.0375,0.499999
0.075,0.500001
0.1125,0.499999
0.15,0.499999
0.1875,0.499999
0.225,0.499998
0.2625,0.499999
0.3,0.499999
0.3375,0.499999
0.375,0.499999
0.4125,0.499999
0.45,0.499999
0.4875,0.499999
0.525,0.499999
0.5625,0.499999
0.6,0.5
0.6375,0.5
0.675,0.5
0.7125,0.5
0.75,0.5
0.7875,0.5
0.825,0.5
0.8625,0.5
0.9,0.5
0.9375,0.5
0.975,0.499999
1.0125,0.499999
1.05,0.499999
1.0875,0.499999
1.125,0.499999
1.1625,0.499999
1.2,0.499999
1.2375,0.499999
1.275,0.499999
1.3125,0.499999
1.35,0.5
1.3875,0.5
1.425,0.5
1.4625,0.5
1.5,0.5
1.5375,0.5
1.575,0.5
1.6125,0.5
1.65,0.5
1.6875,0.5
1.725,0.5
1.7625,0.5
1.8,0.5
1.8375,0.500001
1.875,0.500001
1.9125,0.500001
1.95,0.500002
1.9875,0.500002
2.025,0.500003
2.0625,0.500005
2.1,0.500006
2.1375,0.500008
2.175,0.500011
2.2125,0.500014
2.25,0.500017
2.2875,0.500021
2.325,0.500026
2.3625,0.500032
2.4,0.500039
2.4375,0.500047
2.475,0.500056
2.5125,0.500066
2.55,0.500078
2.5875,0.500092
2.625,0.500108
2.6625,0.500126
2.7,0.500146
2.7375,0.500169
2.775,0.500196
2.8125,0.500225
2.85,0.500258
2.8875,0.500296
2.925,0.500337
2.9625,0.500384
3,0.500435
3.0375,0.500491
3.075,0.500553
3.1125,0.500621
3.15,0.500695
3.1875,0.500775
3.225,0.500862
3.2625,0.500956
3.3,0.501058
3.3375,0.501168
3.375,0.501287
3.4125,0.501416
3.45,0.501556
3.4875,0.50171
3.525,0.501879
3.5625,0.502065
3.6,0.502247
3.6375,0.50242
3.675,0.502587
3.7125,0.502751
3.75,0.502913
3.7875,0.503073
3.825,0.503232
3.8625,0.503389
3.9,0.503543
3.9375,0.503693
3.975,0.503835
4.0125,0.503968
4.05,0.504082
4.0875,0.504168
4.125,0.504226
4.1625,0.504257
4.2,0.504258
4.2375,0.504227
4.275,0.504162
4.3125,0.504059
4.35,0.503914
4.3875,0.503742
4.425,0.503547
4.4625,0.50333
4.5,0.50309
4.5375,0.502821
4.575,0.502516
4.6125,0.502158
4.65,0.501754
4.6875,0.501381
4.725,0.50102
4.7625,0.500649
4.8,0.500248
4.8375,0.499813
4.875,0.499434
4.9125,0.4991
4.95,0.49879
4.9875,0.498496
5.025,0.49822
5.0625,0.497966
5.1,0.497771
5.1375,0.497643
5.175,0.497574
5.2125,0.497564
5.25,0.497613
5.2875,0.497727
5.325,0.497914
5.3625,0.498174
5.4,0.498468
5.4375,0.49879
5.475,0.499151
5.5125,0.499567
5.55,0.500071
5.5875,0.500567
5.625,0.501028
5.6625,0.501501
5.7,0.50202
5.7375,0.502499
5.775,0.502893
5.8125,0.503237
5.85,0.503537
5.8875,0.503783
5.925,0.503958
5.9625,0.504039
6,0.504014
6.0375,0.503884
6.075,0.503668
6.1125,0.503384
6.15,0.503037
6.1875,0.502619
6.225,0.502094
6.2625,0.50151
6.3,0.50097
