Points_0,Points_1,Points_2,U_0,U_1,U_2
8,-0.01,0,0,0,0
8,-0.01,3.4e-05,0.006587,-1.28327e-36,-6.68041e-07
8,-0.01,6.8e-05,0.013174,-2.56653e-36,-1.33608e-06
8,-0.01,0.000102,0.019761,-3.8498e-36,-2.00412e-06
8,-0.01,0.000136,0.0261124,-8.32668e-37,-3.00448e-06
8,-0.01,0.00017,0.0322851,5.44697e-36,-4.25694e-06
8,-0.01,0.000204,0.0384577,1.17266e-35,-5.5094e-06
8,-0.01,0.000238,0.0445536,1.83134e-35,-6.83896e-06
8,-0.01,0.000272,0.0501664,2.68309e-35,-8.65311e-06
8,-0.01,0.000306,0.0557793,3.53483e-35,-1.04673e-05
8,-0.01,0.00034,0.0613922,4.38658e-35,-1.22814e-05
8,-0.01,0.000374,0.0665514,3.95791e-35,-1.42883e-05
8,-0.01,0.000408,0.0715216,2.99574e-35,-1.63755e-05
8,-0.01,0.000442,0.0764918,2.03357e-35,-1.84627e-05
8,-0.01,0.000476,0.0812765,1.38366e-35,-2.05687e-05
8,-0.01,0.00051,0.0855709,1.55906e-35,-2.27243e-05
8,-0.01,0.000544,0.0898654,1.73445e-35,-2.48799e-05
8,-0.01,0.000578,0.0941599,1.90984e-35,-2.70354e-05
8,-0.01,0.000612,0.097888,1.78171e-35,-2.91384e-05
8,-0.01,0.000646,0.101511,1.59712e-35,-3.12315e-05
8,-0.01,0.00068,0.105133,1.41253e-35,-3.33246e-05
8,-0.01,0.000714,0.108492,4.37916e-36,-3.53552e-05
8,-0.01,0.000748,0.111474,-1.6653e-35,-3.72965e-05
8,-0.01,0.000782,0.114455,-3.76853e-35,-3.92377e-05
8,-0.01,0.000816,0.117436,-5.87175e-35,-4.11789e-05
8,-0.01,0.034,0.117791,-5.3497e-36,0.000333434
8,-0.01,0.033966,0.117807,-1.00683e-35,0.000332596
8,-0.01,0.033932,0.117822,1.55882e-36,0.000331766
8,-0.01,0.033898,0.117838,2.77151e-35,0.000330942
8,-0.01,0.033864,0.117854,5.38714e-35,0.000330119
8,-0.01,0.03383,0.11787,7.73985e-35,0.000329297
8,-0.01,0.033796,0.117885,7.64706e-35,0.000328486
8,-0.01,0.033762,0.1179,7.55427e-35,0.000327676
8,-0.01,0.033728,0.117916,7.46148e-35,0.000326865
8,-0.01,0.033694,0.117931,5.32929e-35,0.000326064
8,-0.01,0.03366,0.117945,2.18208e-35,0.000325267
8,-0.01,0.033626,0.11796,-9.64781e-36,0.00032447
8,-0.01,0.033592,0.117974,-3.33266e-35,0.000323676
8,-0.01,0.033558,0.117988,-3.16689e-35,0.000322892
8,-0.01,0.033524,0.118001,-3.00113e-35,0.000322107
8,-0.01,0.03349,0.118015,-2.83537e-35,0.000321322
8,-0.01,0.033456,0.118028,-1.83735e-35,0.000320547
8,-0.01,0.033422,0.118041,-6.34992e-36,0.000319774
8,-0.01,0.033388,0.118053,5.67365e-36,0.000319001
8,-0.01,0.033354,0.118066,2.03264e-35,0.000318233
8,-0.01,0.03332,0.118077,3.93893e-35,0.000317473
8,-0.01,0.033286,0.118089,5.84501e-35,0.000316713
8,-0.01,0.033252,0.1181,7.7513e-35,0.000315952
8,-0.01,0.033218,0.118111,7.81229e-35,0.000315203
8,-0.01,0.033184,0.118122,7.75793e-35,0.000314455
8,-0.01,0.03315,0.118133,7.70356e-35,0.000313707
8,-0.01,0.033116,0.118143,6.18393e-35,0.000312965
8,-0.01,0.033082,0.118153,3.24918e-35,0.000312228
8,-0.01,0.033048,0.118162,3.14434e-36,0.000311491
8,-0.01,0.033014,0.118172,-2.44303e-35,0.000310754
8,-0.01,0.03298,0.118181,-3.14596e-35,0.00031003
8,-0.01,0.032946,0.11819,-3.84882e-35,0.000309305
