Time,avg(H)
0.075,0.4982
0.15,0.4982
0.225,0.498201
0.3,0.498201
0.375,0.498201
0.45,0.498201
0.525,0.498201
0.6,0.498201
0.675,0.4982
0.75,0.4982
0.825,0.498199
0.9,0.498199
0.975,0.498199
1.05,0.498199
1.125,0.498199
1.2,0.4982
1.275,0.4982
1.35,0.4982
1.425,0.4982
1.5,0.4982
1.575,0.4982
1.65,0.4982
1.725,0.4982
1.8,0.498201
1.875,0.498202
1.95,0.498204
2.025,0.498206
2.1,0.498211
2.175,0.498217
2.25,0.498226
2.325,0.498239
2.4,0.498258
2.475,0.498285
2.55,0.498324
2.625,0.498378
2.7,0.498454
2.775,0.498557
2.85,0.498699
2.925,0.498891
3,0.499146
3.075,0.499484
3.15,0.499926
3.225,0.500494
3.3,0.501219
3.375,0.502136
3.45,0.503296
3.525,0.504789
3.6,0.506796
3.675,0.509481
3.75,0.512305
3.825,0.51576
3.9,0.520302
3.975,0.525061
4.05,0.531033
4.125,0.537574
4.2,0.544375
4.275,0.551865
4.35,0.559451
4.425,0.566393
4.5,0.572115
4.575,0.576973
4.65,0.579711
4.725,0.58067
4.8,0.580149
4.875,0.578488
4.95,0.575887
5.025,0.573037
5.1,0.570801
5.175,0.569136
5.25,0.568119
5.325,0.567773
5.4,0.567933
5.475,0.568312
5.55,0.568564
5.625,0.568365
5.7,0.567449
5.775,0.565499
5.85,0.562894
5.925,0.559962
6,0.556353
6.075,0.552698
6.15,0.549562
6.225,0.546432
6.3,0.543806
6.375,0.541813
6.45,0.540085
6.525,0.53839
6.6,0.536407
6.675,0.534316
6.75,0.532106
6.825,0.529463
6.9,0.526023
6.975,0.522746
7.05,0.519408
7.125,0.515697
7.2,0.512647
7.275,0.509781
7.35,0.506829
7.425,0.50447
7.5,0.502441
7.575,0.500411
7.65,0.498082
7.725,0.495709
7.8,0.493426
7.875,0.490926
7.95,0.487895
8.025,0.485031
8.1,0.482324
8.175,0.479407
8.25,0.476529
8.325,0.474177
8.4,0.471963
8.475,0.469671
8.55,0.467436
8.625,0.465573
8.7,0.463837
8.775,0.462085
8.85,0.460173
8.925,0.458131
9,0.456283
9.075,0.454447
9.15,0.452489
9.225,0.450282
9.3,0.448047
9.375,0.44615
9.45,0.444394
9.525,0.442694
9.6,0.441012
9.675,0.439404
9.75,0.438124
9.825,0.437063
9.9,0.43614
9.975,0.435303
10.05,0.434518
10.125,0.433766
10.2,0.433039
10.275,0.432332
10.35,0.431651
10.425,0.431026
10.5,0.430511
10.575,0.430195
10.65,0.430136
10.725,0.430394
10.8,0.431046
10.875,0.432095
10.95,0.433533
11.025,0.435402
11.1,0.437912
11.175,0.441547
11.25,0.44549
11.325,0.450662
11.4,0.456436
11.475,0.463696
11.55,0.472075
11.625,0.481634
11.7,0.492378
11.775,0.504146
11.85,0.516923
11.925,0.530005
12,0.542137
12.075,0.552796
12.15,0.561101
12.225,0.566517
12.3,0.569011
12.375,0.569557
12.45,0.569297
12.525,0.569026
12.6,0.569134
12.675,0.569669
12.75,0.570485
12.825,0.571451
12.9,0.572513
12.975,0.573628
13.05,0.574565
13.125,0.574906
13.2,0.574319
13.275,0.572991
13.35,0.571404
13.425,0.569904
13.5,0.568594
13.575,0.56721
13.65,0.565257
13.725,0.56297
13.8,0.56068
13.875,0.55855
13.95,0.556664
14.025,0.554936
14.1,0.55323
14.175,0.551159
14.25,0.548526
14.325,0.545266
14.4,0.542447
14.475,0.539834
14.55,0.536859
14.625,0.53377
14.7,0.530883
14.775,0.527811
14.85,0.524823
14.925,0.522446
15,0.520132
15.075,0.517442
15.15,0.514686
15.225,0.512081
15.3,0.509223
15.375,0.505983
15.45,0.503135
15.525,0.500212
15.6,0.496923
15.675,0.494183
15.75,0.491768
15.825,0.48941
15.9,0.48708
15.975,0.485108
16.05,0.483148
16.125,0.480943
16.2,0.478284
16.275,0.475817
16.35,0.473628
16.425,0.471554
16.5,0.469493
16.575,0.467573
16.65,0.465896
16.725,0.464166
16.8,0.462209
16.875,0.459924
16.95,0.457634
17.025,0.455753
17.1,0.453997
17.175,0.452109
17.25,0.449844
17.325,0.447597
17.4,0.445647
17.475,0.443812
17.55,0.441945
17.625,0.439939
17.7,0.438175
17.775,0.436774
17.85,0.435739
17.925,0.435065
18,0.434562
18.075,0.434009
18.15,0.433397
18.225,0.432809
18.3,0.432267
18.375,0.431784
18.45,0.43136
18.525,0.43097
18.6,0.43068
18.675,0.430592
18.75,0.430795
18.825,0.431361
18.9,0.432318
18.975,0.433649
19.05,0.435423
19.125,0.437862
19.2,0.441473
19.275,0.445514
19.35,0.450994
19.425,0.457234
19.5,0.465145
19.575,0.474406
19.65,0.484914
19.725,0.496599
19.8,0.509313
19.875,0.521961
19.95,0.534363
20.025,0.545983
20.1,0.555439
20.175,0.562031
20.25,0.566101
20.325,0.567888
20.4,0.568216
20.475,0.56792
