Time,avg(H)
0.075,0.499932
0.15,0.499932
0.225,0.499932
0.3,0.499932
0.375,0.499932
0.45,0.499932
0.525,0.499932
0.6,0.499932
0.675,0.499932
0.75,0.499932
0.825,0.499932
0.9,0.499932
0.975,0.499933
1.05,0.499933
1.125,0.499933
1.2,0.499933
1.275,0.499933
1.35,0.499933
1.425,0.499933
1.5,0.499933
1.575,0.499933
1.65,0.499934
1.725,0.499935
1.8,0.499936
1.875,0.499939
1.95,0.499943
2.025,0.499949
2.1,0.49996
2.175,0.499975
2.25,0.499998
2.325,0.500086
2.4,0.500209
2.475,0.500369
2.55,0.500566
2.625,0.500801
2.7,0.501069
2.775,0.501364
2.85,0.501686
2.925,0.502101
3,0.502967
3.075,0.503733
3.15,0.50497
3.225,0.50631
3.3,0.508098
3.375,0.510598
3.45,0.513533
3.525,0.517207
3.6,0.521523
3.675,0.526718
3.75,0.532644
3.825,0.539332
3.9,0.546326
3.975,0.553579
4.05,0.560367
4.125,0.566061
4.2,0.569985
4.275,0.571651
4.35,0.570464
4.425,0.566538
4.5,0.560277
4.575,0.552424
4.65,0.543492
4.725,0.534286
4.8,0.525321
4.875,0.516856
4.95,0.509177
5.025,0.502284
5.1,0.496314
5.175,0.491287
5.25,0.486904
5.325,0.483176
5.4,0.47981
5.475,0.477234
5.55,0.474837
5.625,0.472714
5.7,0.470857
5.775,0.469145
5.85,0.467474
5.925,0.465812
6,0.464423
6.075,0.463189
6.15,0.461792
6.225,0.460963
6.3,0.460041
6.375,0.459924
6.45,0.46074
6.525,0.462368
6.6,0.465607
6.675,0.4709
6.75,0.478758
6.825,0.490134
6.9,0.505411
6.975,0.526133
7.05,0.550592
7.125,0.579197
7.2,0.607943
7.275,0.625514
7.35,0.626635
7.425,0.611353
7.5,0.580646
7.575,0.552884
7.65,0.528348
7.725,0.508281
7.8,0.493177
7.875,0.483214
7.95,0.477366
8.025,0.475004
8.1,0.47529
8.175,0.477576
8.25,0.481261
8.325,0.485388
8.4,0.48927
8.475,0.49195
8.55,0.493392
8.625,0.492741
8.7,0.489961
8.775,0.485787
8.85,0.480474
8.925,0.474489
9,0.468411
9.075,0.46272
9.15,0.457664
9.225,0.453642
9.3,0.450881
9.375,0.449431
9.45,0.449595
9.525,0.451702
9.6,0.456105
9.675,0.463496
9.75,0.474176
9.825,0.488578
9.9,0.508573
9.975,0.533061
10.05,0.560094
10.125,0.589461
10.2,0.616007
10.275,0.626153
10.35,0.619656
10.425,0.596331
10.5,0.572004
10.575,0.54848
10.65,0.528014
10.725,0.511212
10.8,0.498582
10.875,0.489414
10.95,0.483244
11.025,0.479474
11.1,0.4777
11.175,0.477706
11.25,0.479175
11.325,0.481505
11.4,0.484425
11.475,0.487528
11.55,0.489905
11.625,0.491342
11.7,0.490856
11.775,0.488081
11.85,0.483645
11.925,0.477646
12,0.470926
12.075,0.464086
12.15,0.457821
12.225,0.452744
12.3,0.44911
12.375,0.447147
12.45,0.447131
12.525,0.449387
12.6,0.454216
12.675,0.462339
12.75,0.474153
12.825,0.490097
12.9,0.510262
12.975,0.534945
13.05,0.563562
13.125,0.589922
13.2,0.615267
13.275,0.62514
13.35,0.618872
13.425,0.596392
13.5,0.572705
13.575,0.548988
13.65,0.527846
13.725,0.510349
13.8,0.496914
13.875,0.487507
13.95,0.481596
14.025,0.478574
14.1,0.477703
14.175,0.478574
14.25,0.480474
14.325,0.483151
14.4,0.48582
14.475,0.488352
14.55,0.489994
14.625,0.490621
14.7,0.489442
14.775,0.486369
14.85,0.481675
14.925,0.475718
15,0.469172
15.075,0.462538
15.15,0.456412
15.225,0.451399
15.3,0.447709
15.375,0.445838
15.45,0.446098
15.525,0.448934
15.6,0.45405
15.675,0.462358
15.75,0.474196
15.825,0.490361
15.9,0.510707
15.975,0.536034
16.05,0.564167
16.125,0.590021
16.2,0.615832
16.275,0.625381
16.35,0.619147
16.425,0.596227
16.5,0.572154
16.575,0.548492
16.65,0.527414
16.725,0.510387
16.8,0.497295
16.875,0.487866
16.95,0.481805
17.025,0.478697
17.1,0.477711
17.175,0.478716
17.25,0.480865
17.325,0.483579
17.4,0.486394
17.475,0.488957
17.55,0.490402
17.625,0.490587
17.7,0.489027
17.775,0.485544
17.85,0.480659
17.925,0.474701
18,0.468157
18.075,0.461644
18.15,0.455703
18.225,0.450961
18.3,0.447555
18.375,0.445831
18.45,0.44622
18.525,0.449003
18.6,0.454027
18.675,0.46222
18.75,0.473938
18.825,0.489349
18.9,0.509579
18.975,0.533911
19.05,0.562429
19.125,0.588592
19.2,0.614102
19.275,0.624814
19.35,0.617846
19.425,0.593752
19.5,0.570204
19.575,0.54695
19.65,0.526779
19.725,0.510379
19.8,0.497719
19.875,0.488849
19.95,0.48309
20.025,0.479773
20.1,0.479005
20.175,0.479709
20.25,0.481765
20.325,0.484586
20.4,0.487435
20.475,0.489612
20.55,0.490658
20.625,0.489865
20.7,0.487522
20.775,0.483391
20.85,0.477937
20.925,0.471937
21,0.465784
21.075,0.459881
21.15,0.454671
21.225,0.450305
21.3,0.447472
21.375,0.445976
21.45,0.446922
21.525,0.449716
21.6,0.455226
21.675,0.463487
21.75,0.475052
21.825,0.490615
21.9,0.510586
21.975,0.534703
22.05,0.562862
22.125,0.589619
22.2,0.61467
22.275,0.624586
22.35,0.616382
22.425,0.591367
22.5,0.567687
22.575,0.544777
22.65,0.524943
22.725,0.509046
22.8,0.497061
22.875,0.488637
22.95,0.483292
23.025,0.480403
23.1,0.479764
23.175,0.48098
23.25,0.483208
23.325,0.485859
23.4,0.488656
23.475,0.490639
23.55,0.491328
23.625,0.489957
23.7,0.487138
23.775,0.482301
23.85,0.476535
23.925,0.470269
24,0.464163
24.075,0.458694
24.15,0.453926
24.225,0.450309
24.3,0.447779
24.375,0.446816
24.45,0.447435
24.525,0.450062
24.6,0.455523
24.675,0.463721
24.75,0.475173
24.825,0.490789
24.9,0.510591
24.975,0.535061
25.05,0.563139
25.125,0.590425
25.2,0.616218
25.275,0.62479
25.35,0.615997
25.425,0.59088
25.5,0.567347
25.575,0.544778
25.65,0.525049
25.725,0.509138
25.8,0.497084
25.875,0.488562
25.95,0.48312
26.025,0.479932
26.1,0.479376
26.175,0.480211
26.25,0.482617
26.325,0.485629
26.4,0.488715
26.475,0.491045
26.55,0.491747
26.625,0.490679
26.7,0.487482
26.775,0.482568
26.85,0.476621
26.925,0.470249
27,0.463976
27.075,0.458301
27.15,0.453452
27.225,0.449631
27.3,0.447269
27.375,0.446027
27.45,0.447067
27.525,0.449821
27.6,0.455387
27.675,0.463772
27.75,0.475669
27.825,0.49124
27.9,0.512089
27.975,0.536258
28.05,0.563362
28.125,0.591105
28.2,0.616777
28.275,0.625076
28.35,0.615596
28.425,0.590473
28.5,0.566793
28.575,0.544392
28.65,0.524774
28.725,0.508905
28.8,0.496951
28.875,0.488482
28.95,0.483191
29.025,0.480335
29.1,0.479777
29.175,0.481057
29.25,0.483348
29.325,0.486133
29.4,0.489161
29.475,0.491266
29.55,0.491772
29.625,0.490442
29.7,0.487125
29.775,0.481839
29.85,0.475702
29.925,0.469294
30,0.463128
