Points_0,Points_1,Points_2,U_0,U_1,U_2
8,-0.01,0,0,0,0
8,-0.01,3.4e-05,0.00137538,0,-2.40481e-07
8,-0.01,6.8e-05,0.00275077,0,-4.80961e-07
8,-0.01,0.000102,0.00412615,0,-7.21442e-07
8,-0.01,0.000136,0.00543426,0,-9.64685e-07
8,-0.01,0.00017,0.00669134,0,-1.21003e-06
8,-0.01,0.000204,0.00794841,0,-1.45537e-06
8,-0.01,0.000238,0.00918079,0,-1.67971e-06
8,-0.01,0.000272,0.0102579,0,-1.77204e-06
8,-0.01,0.000306,0.011335,0,-1.86438e-06
8,-0.01,0.00034,0.0124122,0,-1.95672e-06
8,-0.01,0.000374,0.0133453,0,-1.80764e-06
8,-0.01,0.000408,0.0142185,0,-1.55797e-06
8,-0.01,0.000442,0.0150917,0,-1.30831e-06
8,-0.01,0.000476,0.0159092,0,-9.35189e-07
8,-0.01,0.00051,0.0165796,0,-2.35808e-07
8,-0.01,0.000544,0.01725,0,4.63574e-07
8,-0.01,0.000578,0.0179204,0,1.16295e-06
8,-0.01,0.000612,0.0184338,0,2.27891e-06
8,-0.01,0.000646,0.018918,0,3.47237e-06
8,-0.01,0.00068,0.0194021,0,4.66584e-06
8,-0.01,0.000714,0.0198201,0,6.06423e-06
8,-0.01,0.000748,0.0201434,0,7.75538e-06
8,-0.01,0.000782,0.0204667,0,9.44652e-06
8,-0.01,0.000816,0.02079,0,1.11377e-05
8,-0.01,0.00085,0.0209845,0,1.32944e-05
8,-0.01,0.000884,0.0211765,0,1.54605e-05
8,-0.01,0.000918,0.0213684,0,1.76265e-05
8,-0.01,0.000952,0.0215044,0,2.00298e-05
8,-0.01,0.000986,0.0215943,0,2.26279e-05
8,-0.01,0.00102,0.0216843,0,2.5226e-05
8,-0.01,0.001054,0.0217654,0,2.7869e-05
8,-0.01,0.001088,0.0217802,0,3.08484e-05
8,-0.01,0.001122,0.021795,0,3.38278e-05
8,-0.01,0.001156,0.0218098,0,3.68072e-05
8,-0.01,0.00119,0.0217892,0,4.00099e-05
8,-0.01,0.001224,0.0217523,0,4.33147e-05
8,-0.01,0.001258,0.0217154,0,4.66196e-05
8,-0.01,0.001292,0.02167,0,4.99924e-05
8,-0.01,0.001326,0.0215998,0,5.35642e-05
8,-0.01,0.00136,0.0215297,0,5.71361e-05
8,-0.01,0.001394,0.0214596,0,6.07079e-05
8,-0.01,0.001428,0.021374,0,6.44564e-05
8,-0.01,0.001462,0.0212852,0,6.82427e-05
8,-0.01,0.001496,0.0211964,0,7.20291e-05
8,-0.01,0.00153,0.0211047,0,7.58812e-05
8,-0.01,0.001564,0.0210086,0,7.98353e-05
8,-0.01,0.001598,0.0209125,0,8.37894e-05
8,-0.01,0.001632,0.0208164,0,8.77434e-05
8,-0.01,0.001666,0.020721,0,9.18217e-05
8,-0.01,0.0017,0.0206257,0,9.5905e-05
8,-0.01,0.001734,0.0205304,0,9.99884e-05
8,-0.01,0.001768,0.0204383,0,0.000104124
8,-0.01,0.001802,0.0203491,0,0.000108306
8,-0.01,0.001836,0.0202599,0,0.000112488
8,-0.01,0.00187,0.0201715,0,0.000116677
8,-0.01,0.001904,0.0200906,0,0.000120933
8,-0.01,0.001938,0.0200097,0,0.000125188
8,-0.01,0.001972,0.0199288,0,0.000129443
8,-0.01,0.002006,0.0198541,0,0.000133733
8,-0.01,0.00204,0.0197824,0,0.000138039
8,-0.01,0.002074,0.0197108,0,0.000142345
8,-0.01,0.002108,0.0196413,0,0.000146658
8,-0.01,0.002142,0.0195791,0,0.000150995
8,-0.01,0.002176,0.0195169,0,0.000155331
8,-0.01,0.00221,0.0194546,0,0.000159667
8,-0.01,0.002244,0.0193995,0,0.000164012
8,-0.01,0.002278,0.0193462,0,0.000168358
8,-0.01,0.002312,0.0192928,0,0.000172705
8,-0.01,0.002346,0.0192423,0,0.00017705
8,-0.01,0.00238,0.0191966,0,0.000181393
8,-0.01,0.002414,0.0191509,0,0.000185735
8,-0.01,0.002448,0.0191052,0,0.000190078
8,-0.01,0.002482,0.019065,0,0.000194409
8,-0.01,0.002516,0.0190252,0,0.000198738
8,-0.01,0.00255,0.0189853,0,0.000203068
8,-0.01,0.002584,0.018948,0,0.00020739
8,-0.01,0.002618,0.0189131,0,0.000211703
8,-0.01,0.002652,0.0188782,0,0.000216017
8,-0.01,0.002686,0.0188436,0,0.000220329
8,-0.01,0.00272,0.0188118,0,0.000224624
8,-0.01,0.002754,0.0187801,0,0.000228918
